,city,country,description,name,start year,status,type
4590,"Östersund Municipality, Sweden",Sweden,"To strengthen local energy and climate change initiatives the Government has allocated financial support to municipalities that actively improve energy efficiency. The support is handled by the Swedish Energy Agency. The municipality of Östersund corresponds to 44 858 USD per year for the years 2010 -2014.
When a municipality takes part of the state aid it commits itself to work systematically to reduce energy consumption in the municipality by adopting a strategy for improving energy efficiency with situation analysis, goals and action plans with concrete measures to be implemented to reduce energy use in the municipality",Energy efficiency support project - Östersund Municipality,2010,In operation,Education/Awareness Raising
4591,"Östersund Municipality, Sweden",Sweden,"The Swedish Society for Nature Conservation nominated Östersund Sweden's best climate municipality in 2010 in its comparative Climate index, which is compiled every third year. Svante Axelsson is the General Secretary of the society. He has worked with the investigation and justifies Östersund's nomination as Sweden's best climate municipality as follows:
“The climate work in Östersund is thorough and very broad. The municipality was not best in all the areas we investigated, but is good in all of them. If you were to compare our award with the Oscars, Östersund would perhaps not win the Oscar for best leading role, but, for best direction.”",Östersund -Sweden's best climate municipality - Östersund Municipality,2010,In operation,Policy/Strategies/Action Plans
4592,"Östersund Municipality, Sweden",Sweden,"In 2009, the municipality of Östersund adopted a travel policy that applies to all employees and elected officials throughout the municipal administration. Travel policy aimed at achieving eg :
travel only when necessary; business trips replaced as far as possible with video, audio, and web conferencing, 
as well as an environmental and climate-adapted traveling, business trips are planned and implemented in such a way that the carbon footprint and external environmental impact is minimized.",Travel policy - Östersund Municipality,2009,In operation,Policy/Strategies/Action Plans
4593,"Östersund Municipality, Sweden",Sweden,Ålsta sawmill has installed a biomass-based timber drying facility. This means that they are now drying timber in production with its own residual waste rather than electricity or oil as was the case previously.,Biomass-based timber drying facility - Östersund Municipality,2008,Completed,Technical/Infrastructure investment
4594,"Östersund Municipality, Sweden",Sweden,"As early as 1993 the Municipal Council in Östersund decided to produce a local Agenda 21. Visions spanning
the years up until the year 2025 were conceived, with the help of local inhabitants. These visions, now
focusing on 2040, have been revised in consultation with local residents and are a manifestation of what
the citizens of Östersund want for their city in the future. The important thing is that all of Östersund’s
citizens are aware of and support the visions and that we all do everything in our power to achieve them.
The local Agenda is intended to act as an instigator and means of assistance in the long-term process,
which the development of a sustainable community entails.",Agenda 21 -a vision for 2040 - Östersund Municipality,2008,In operation,Policy/Strategies/Action Plans
4595,"Östersund Municipality, Sweden",Sweden,"In the municipality of Östersund it have currently being built a new residential area, Remonthagen. The area pursued a clear environmental profile with a sustainable building to take advantage of the site green conditions. The area's environmental and ecological thinking is supposed to be reflected in such materials, energy, ventilation, heating, and water and sanitation.","New residential area, Remonthagen - Östersund Municipality",2008,In operation,Technical/Infrastructure investment
4596,"Östersund Municipality, Sweden",Sweden,"Technical Management / Propertys task is to ""provide suitable rooms with good standards at the lowest cost and environmental impact"". In this assignment, we identify energy as one of the key issues that impact both the environment and economy.
- The use of energy shall be effective compared to the benefits. We shall optimize the use of energy in our buildings, and energy to the operation of equipment and vehicle.
- We will reduce the share of fossil fuels and increasing the renewable energy we uses.
- Energy work is part of every employee's responsibility. All our staff must have good knowledge of
our energy work and the right knowledge and resources to contribute to it in their daily work.
- We will actively contribute to our partners and tenants, both within and outside municipal administration, participate in energy-saving work.
- We must take every opportunity to improve the energy performance of our properties. This
includes both property management and maintenance as maintenance planning, and new and
remodeling. 
- Energy work is based on long-term profitability. Life Cycle Cost (LCC) and the effects on the internal and external environment assessment shall constitute the basis for the decisions on measures such as the purchase and procurement.
- We will comply with all applicable legal requirements in energy. We shall work with continuous
improvement and development of our energy work.
- We will communicate energy policy and information about our energy use to all employees, partners, and other interested parties.",Energy policy - Östersund Municipality,2007,In operation,Policy/Strategies/Action Plans
4597,"Östersund Municipality, Sweden",Sweden,"The Municipality of Östersund has a special event policy for contributions to major sporting events. According to the arrangement, the policy can be more extensive funding may be available for events such as SM, European Championships, World Championships or World Cup. Contributions can also be granted for youth events as cups and tournaments. Associations can rent free access to municipal facilities and arenas as part of the support arrangement. For major sporting events subscribed special agreement with the organizer. The municipality has a requirement that the organizer establishes and follows a specific environmental plan of arrangement.",Contributions in return of environmental plan - Östersund Municipality,2007,In operation,Education/Awareness Raising
4598,"Östersund Municipality, Sweden",Sweden,"Some buildings has been equipped with heat recovery ventilation on units that lacked recycling. Action has been implemented in eight of the ten items that the application was made for: Fagerbacken (office and workshop premises), Wargentinskolan, Körfältsskolan, Storsjöskolan, Storviksskolan, Tavelbäcksskolan and Hemgårdens and Änge manor retirement homes. Linked to this action has public education and information measures been implemented. For example, a power-saving booklet has been produced.",Energy recycling from exhaust air - Östersund Municipality,2004,Completed,Technical/Infrastructure investment
4599,"Östersund Municipality, Sweden",Sweden,"Under the years of 2003-2008 the Swedish Parliament ousted 14102 184.43 $
to support climate investments that reduce greenhouse effect. The idea of ​​Klimp was that municipalities, businesses and other stakeholders should be encouraged to make long-term investments to reduce environmental impact and encourage local involvement and local initiatives. The support has mainly been used for physical investment. By reducing greenhouse gas emissions Klimp has contributed to the Swedish climate objective, while strengthening the local climate work.","Climate Investment Programme, Klimp - Östersund Municipality",2003,Completed,Fiscal / Financial mechanism
4600,"Östersund Municipality, Sweden",Sweden,"This Klimp project aimed that 50 small house owners would convert from fuel oil to district heating and 200 small house owners would convert from electricity to district heating. The municipality of Östersund offered small house owners a grant of 20% of the investment cost, up to a maximum 1131.46 USD or 2828.65 USD. The climate investment grant Klimp was necessary so that the measure would be implemented. This action had a positive effect when local emissions of dust and hydrocarbons decreased. Although methane emissions reduction that is a type of hydrocarbon. Another positive result effect of the action was that electricity generation at Jämtkraft biomass-fired power plant in Östersund increased. This led in turn to that the need for import of electricity from such coal-condensing power decreased.",Connecting small houses to district heating - Östersund Municipality,2003,Completed,Technical/Infrastructure investment
4601,"Östersund Municipality, Sweden",Sweden,"The municipality of Östersund has decided that only eco vehicles shall be purchased in to the municipal administration.
Of municipal vehicles in 2011 was 54% (170) environmental vehicles.",Eco vehicles - Östersund Municipality,2003,Completed,Regulatory
4602,"Östersund Municipality, Sweden",Sweden,"The municipality of  Östersund has implemented an environmental management system. The aim is that the municipality will reduce their environmental impact and assure the quality approach.
Efforts to obtain a certification completed in spring 2007.  
Östersund is the first municipality in Sweden that environmentally certified all operations according to ISO 14001 and the second municipality registered under the EU standard EMAS. The municipality has conducted a systematic environmental work since the early 1990s. The environmental certification can be seen as the crowning.
ISO 14001 is an international standard how to control and assure the quality of the environmental performance of an organization. EMAS supplements including requirements for annual and validated environmental statement.",Environmental Management System - Östersund Municipality,1999,In operation,Organizational / Governance
4603,"Östersund Municipality, Sweden",Sweden,"The City Council in the municipality of Östersund has established an environmental policy which specifies the direction municipal environmental work should have. The environmental policy is examined in the management review and updated as necessary. When the City Council revises policy these changes applies immediately.
Policy:
“The winter city of Östersund thinks, implements and communicates smart environmental solutions for the short and long term”.
This means that:
- The use of energy and materials shall be effective in relation to the benefits which fossil free solutions systematically implemented.
- The municipality's business is based on a closed cycle approach and contributes to an increased environmental awareness among local residents.
- Use of land and water is a long term management that provide a rich variety of habitats, biotopes and species.
- The municipality's activities are carried out so that the negative impact on the environment in terms of emissions to air, land and water is as small as possible.
- The municipality does not use chemical pesticides in its own operations and on municipal land.
- The municipality is working to improve and develop their environmental performance in all areas and prevent pollution.
- The municipality informs suppliers and contractors about municipal environmental management.
- The municipality opposes any prospecting, exploration and mining of uranium in the municipality area.
- The municipality shall in all activities meet all applicable legal requirements in the environmental field.
- The municipality's environmental policy is openly communicated to all staff, children and students in the schools in Östersund and, where applicable, to persons working for or on behalf of the municipality and other interested parties.",Environmental policy - Östersund Municipality,1999,In operation,Policy/Strategies/Action Plans
4604,"Östersund Municipality, Sweden",Sweden,"The local investment programs, LIP, is the largest single investment in the environment. During the years 1998-2002, the Swedish Parliament deposed 14,102184.43 $ in contributions to LIP in order to increase the ecological sustainability. The programs have been stretched over the environment - from energy efficiency and energy conversion projects to create good living environments, clean air emissions and water, and increase biodiversity.","Local investment programs, LIP - Östersund Municipality",1998,Completed,Fiscal / Financial mechanism
4605,"Östersund Municipality, Sweden",Sweden,"The energy supply in the municipality of Östersund is today largely through district heating and renewable electricity. This is eg thanks to a major expansion of district heating in urban areas of Östersund and Brunflo. District heating can very largely get its energy from renewable fuels to the hot water unit. In 2010 approximately 90 percent of the fuel was supplied renewable. In hot water center electricity is produced simultaneously besides hot water - ie renewable electricity.
Electricity demand for Östersund residents is managed thus essentially by hydropower and electricity from hot water central for district heating - energy from renewable resources.
The efficiency of the hot water supply has also increased when a storage tank has been built. Arctura, located at the ski stadium, contains 26 million liters hot water. It is a thermal reserve that allows us to maximize the benefits of our valuable electricity, safe district heating supply and reduce the need for oil. Hot water production, thereby burning; can now be kept at a consistent and effective level. It has great significance for emissions of air pollutants such as CO2.",District heating - Östersund Municipality,1990,In operation,Technical/Infrastructure investment
4606,"Östersund Municipality, Sweden",Sweden,"In the municipality of Östersund there are three recycling centers where local residents is free to leave their environmentally hazardous waste, large and bulky waste. The recycling centers are clearly marked with information signs and staffed which should facilitate the filing.
There is an aid container on Recycling center in Odenskog where you can leave used stuff such as whole and clean furnitures, housewares and clothing, instead of throwing them in a trash container. The Salvation Army, the Pentecostal Church and the Red Cross turns to empty the container weekly and sell things in their Second Hand stores.
Within the municipality there are also 27 recycling facilities where household sorted packages and papers can be submitted. They are in a public place, often at a store, gas station or
residential area. The municipality of Östersund has developed a “Waste disposal guide” for households in Östersund. It is clear and easy to read with informative images that calls for the right sorting. Each year, large amounts of sorted waste is collected as recycled and become new products. This saves raw materials and energy and reduces greenhouse gas emissions. In Östersund, we are very good at sorting out environmentally hazardous waste and we will continue in the same way!",Waste and recycling - Östersund Municipality,,In operation,Technical/Infrastructure investment
4607,"Arusha City Council, Tanzania",Tanzania,"This paper presents the study of municipal solid waste (MSW) as a potential source of renewable energy in Arusha city. The city of Arusha annual average MSW generated was estimated at 43,772 tonnes. Characterization revealed the main components of MSW to compose of biomass materials such as food, paper and wood waste. Based on the characteristics of the MSW, evaluation was conducted to determine energy potential that would be recovered. Results from proximate analysis of MSW samples showed average calorific value of about 12MJ/kg which indicate annual energy potential of 128.9 GWh. Results indicate there is a substantial energy potential to recover from MSW the largest share being renewable energy. The composition of waste from developing and developed countries was further compared with that of Arusha city. Results indicated that in developing countries characteristics of MSW is mainly composed of food waste as was the case of Arusha city.",Waste to energy  - Arusha City Council,2014,In operation,Technical/Infrastructure investment
4608,"Arusha City Council, Tanzania",Tanzania,In this project we aimed at densification of the city center by encourage vertical growth. This will reduce number of cars in the CBD because walking will be easy from one place to another. The project will enhance spatial planning which will ensure sustainable use of resources including water and land. We are planning to enhance tree planting along the rivers and the roads for both food (fruits) as well as walking corridors. The tree will automatically clean air within the city.,City Master Plan - Arusha City Council,2009,In operation,Policy/Strategies/Action Plans
4609,"Arusha City Council, Tanzania",Tanzania,"Action
Community solid waste recycling, the action aims at mitigation measures to reduce anthropogenic GHGs. 
Who is doing it?
Solid waste recycling is done by community groups and three material recycling facilities own by private companies. Public participation/stakeholders and citizens will be fully engaged. 
Where
Recycling activities conducted at the material recycling facilities (buy back centres)
How
Recyclable materials collected, cleaned, shredded, pressed and packed in bales of about 200kg and transported to Dar es Salaam and Nairobi. Glasses are melted in special kiln and blower to manufacture variety of products.",Community recycling - Arusha City Council,2000,In operation,Public Participation/Stakeholder engagement
4610,"Dar Es Salaam City Council, Tanzania",Tanzania,The project is still in progress,Construction of cell and leachate pond (Dar es Salaam City Council)        - Dar Es Salaam City Council,2014,In operation,Technical/Infrastructure investment
4611,"Dar Es Salaam City Council, Tanzania",Tanzania,Project is in phase one,Dar Rapid Transit (DART) phase 1 - Dar Es Salaam City Council,2012,In operation,Technical/Infrastructure investment
4612,"Dar Es Salaam City Council, Tanzania",Tanzania,"The project aims the  ehencing the community on the mulltiple use of the solid waste through reuse, recycle and reduce.",Solid waste Recycling Project - Dar Es Salaam City Council,,Planning phase,Action plan
4613,"Dar Es Salaam City Council, Tanzania",Tanzania,"Dar es Salaam City planned to have flood resilience   as the  among of adtaptation strategies to climate change.  The project includes numbers of activities such as flood modeling, Costrustion  of storm water drains, river embarkment and greening the catchment ares.   co- benefits to the peo[ple and environment",flood resilience Project - Dar Es Salaam City Council,,Planning phase,Technical / Infrastructural
4614,"Moshi Municipal Council, Tanzania",Tanzania,Proper solid waste Managenment can reduce crude dumpsites which encourage improper waste burning at household level and hence reduce CO2 emissions. Also good landfill design and management will allow methane gas to be trapped and used as source of energy instead of exploding and cause fire.,Improvement of solid waste management - Moshi Municipal Council,2014,In operation,
4615,"Moshi Municipal Council, Tanzania",Tanzania,"The project will require financial support from other strakeholders,provision of  equipment and tools for supervision and operations,the process and verifier for carbon measurement.The municipal anticipate to raise and distribute 20 thousand of different varieties of seedlings each year to urban communities,and expecting to gate more tha 1.3mill seedlings from other stakeholders (eg.CBOs,NGO,Finacila institutions,Government Surpport)also establishent of enforcement by laws and create awearennes on urban greening,community envolvement and participation through their nominated leaders.",Urban greening/Tree Planting - Moshi Municipal Council,2014,In operation,
4616,"Moshi Municipal Council, Tanzania",Tanzania,"The preparation of Central Area Re-development Plan will enable the proper land use location with the required pattern of apartment of blocks zoning. Hence plot coverage and plot ratio will properly be planned for buildings to have have land uses like Residential, Commercial and Office premises. High rise building will mean proper use of space vertically rather than horizontally. Bigger population will live in a small compact area hence use of more road space within shorter distance in the Central Business Development (CBD) area. Trees planting will help in absorbing gases emission.",CBD Re-development - Moshi Municipal Council,2014,In operation,
4617,"Moshi Municipal Council, Tanzania",Tanzania,"Construction of Feeder roads will on one hand gradually increase the life span of the urban roads and on the other hand it will encourage people to use bicycles.Since this is part of the larger plan to construct all the feeder roads so that it will help in decongesting the city, providing bicycle lane space and thus reducing urban polution. This is currently in the strategic plan but to be implemented requires funding",Construction of feeder Roads to reduce congestion - Moshi Municipal Council,2014,In operation,
4618,"Moshi Municipal Council, Tanzania",Tanzania,"Energy saving stove project was initiated in 2008 with the objectives of minimizing costs of cooking materials, reducing defforestation and carbon emissions. The project was financed by DANIDA, Moshi Municipal Council, Urban and Environment development Fund and UNDP. Feasibility study was carried out in 2008 and implementation commenced in 2010. Beneficiaries of this projects are pupils, students, teachers and the communities at large.Advantages of this project , among other things, include reduced volume of fire woods by using bricks made from saw dusts, the time used for fetching fire wood, carbon emissions. Not only that but also the project has a spillover effect to the communities.",Using energy saving stoves in School - Moshi Municipal Council,2010,Completed,
4619,"Moshi Municipal Council, Tanzania",Tanzania,Pilot biogas project  is among joint action program of climate partinership between the cities of Moshi and Tubingen with the aim of providing renewable source of energy.  The study for biagas production from waste and agricultural residues was done in 2013 and found the higher Methane Yield about 2.8-3.9 could be produced in Moshi.,Pilot biogas project - Moshi Municipal Council,,In operation,
4620,"Bangkok Metropolitan Administration, Thailand",Thailand,"BMA and the Foundation for Environmental Education for
Sustainable Development (FEED) carried out activities in sixteen
Bangkok primary and secondary schools to transmit
the concept of a low carbon society to students. Activities
included a multiple-
day camping
excursion aimed
at positive behavior
changes that
fosters low carbon
societies in schools.
Additionally, young
students are encouraged
to spread
this concept to
their families, communities,
etc.",Low Carbon School Network - Bangkok Metropolitan Administration,2011,In operation,Education/Awareness Raising
4621,"Bangkok Metropolitan Administration, Thailand",Thailand,"The Bangkok Metropolitan Administration (BMA) studied
energy-saving retrofits on 700 BMA buildings. Preliminary
analysis was carried out in at least twelve buildings and included
data on basic and general information, energy consumption,
and equipment, collected at at least 500 buildings.
The study’s report and analysis are based on sample building
results that look at energy consumption and future retrofit
investment economic value to reduce electrical power by 16
GWh/year or CO2 by 0.01 Mton/year by 2012 (GOAL from
Action plan on Global Warming Mitigation 2007-2012).",Bangkok Metropolitan Administration Existing Building Retrofits for Energy-Saving Buildings - Bangkok Metropolitan Administration,2011,Completed,Technical/Infrastructure investment
4622,"Bangkok Metropolitan Administration, Thailand",Thailand,"Since 2007, BMA and the World Wildlife Fund (WWF) have
campaigned for “turning off one hour to cure global warming,”
for 5 years running, to raise awareness about energy
conservation and global warming mitigation, e.g. bicycle
riding, tree planting and using stairs instead of elevators. In
2011, the campaign was named “do more than turn off for
the earth,” and featured +60 Earth hours in 2011 (culminating
on 26 March 2011). The result was a 2346 MW electricity
reduction, equivalent to 1255 metric tons of CO2 abatement.",60+ Earth Hour - Bangkok Metropolitan Administration,2007,In operation,Education/Awareness Raising
4623,"Chiang Mai City Municipality, Thailand",Thailand,"Chiang Mai is one of the fastest growing cities in Thailand and serves as
a regional economic and cultural hub in the northern part of the country.
Its rich cultural heritage and pristine natural resources draw millions of
tourists each year. However, rapid growth and expansion, exacerbated by",Catalysing sustainable tourism - Chiang Mai City Municipality,2011,Completed,Policy/Strategies/Action Plans
4624,"Chiang Mai City Municipality, Thailand",Thailand,"LEDS action plan as ;
1.Time to switch off
2.Adjust suitable temp & time
3.Unplug for electronic devices
4.Monitor shutdown 
5.Elevator Operation regulation",Energy Efficiency - Chiang Mai City Municipality,2011,Completed,Policy/Strategies/Action Plans
4625,"Chiang Mai City Municipality, Thailand",Thailand,"The concept for strategic plan for sustainable and integrated urban transport and
land use for Chiang Mai city is focused on travel demand management and availability of
transport options. The balance of traffic system can be adjusted during rush hour and
high demand from tourists and visitor, by introducing mass public transportation, safe
bicycle lanes, walkable pedestrian, instead of road expansion.",Sustainable Urban Transport Project - Chiang Mai City Municipality,2011,Completed,Policy/Strategies/Action Plans
4626,"Chiang Mai City Municipality, Thailand",Thailand,GHG Emission inventory for toursim sector in Chiang Mai,sustainable Urban Tourism Thourgh Low carbon initiatives;Experiences from Hue and Chiang Mai  - Chiang Mai City Municipality,2010,Completed,Assessment/Research
4627,"Chiang Rai City Municipality, Thailand",Thailand,"Chaing Rai City Municipality has developed bike lane in the city to promote using bicycles instead of cars to reduse using fossil fuel, to promore safety life, and also encourage bike as an alternative vehicle for tourists. Moreover, municipality and health network promote using bicycle in daily life to reduce expense, reduce carbon emission, and be healthy. This project has more than 1,000 members.",Biking for urban ecotourism and Climate Change Mitigation - Chiang Rai City Municipality,2011,In operation,Policy/Strategies/Action Plans
4628,"Chiang Rai City Municipality, Thailand",Thailand,"Drain blocked problem is a reslut from using cooking oil over and over and pour it into the drains. Chaing Rai City Municipality and  Health Network campaign stop using cooking oil again and again by bought used cooking oil to produce biodiesel which can be use in some vehicles, such as waste truck, mowers, and can also be used in municipal crematory. This help reduce lot of municipal budget.",Biodiesel from Used Cooking Oil - Chiang Rai City Municipality,2010,In operation,Policy/Strategies/Action Plans
4629,"Chiang Rai City Municipality, Thailand",Thailand,"Waste amount in Chaing Rai City Municipality has been increasing every year which is a result from city development and increasing of people in the city from working and tourism. Because of small area for burying and limits of disposal, municipality try to reduce waste amount before dispose by many activities, such as waste exchange with eggs, waste bank, reduce waste community contest, sorting waste school, etc. This project can decrease waste before disposal more than 10 tons/day.",Solid Waste Reduction at Souces - Chiang Rai City Municipality,2010,In operation,Public Participation/Stakeholder engagement
4630,"Chiang Rai City Municipality, Thailand",Thailand,"Slaughterhouse of Chaing Rai City Municipality is surrounded by many houses. The damage in wastewater treatment plant cause the annoying smell annoying. Chaing Rai City Municipality has created biogas production system  to produce biogas from wastewater from slaughterhouse which can use to boil water instead of natural gas, produce electricity use in slaughterhouse and can also decrease the bad scent from slaughterhouse.",Biogas Production from Wastewater from Municipal Slaughterhouse - Chiang Rai City Municipality,2010,Completed,Technical/Infrastructure investment
4631,"Chiang Rai City Municipality, Thailand",Thailand,"Due to the topography, climate and culture of Chiang Rai is suitable for tourism as well as being close to the neighboring countries of Laos and Myanmar, makes this municipality similar to a door to ASEAN. There are many tourists that come and visit the landmarks in the municipality by means of private cars which resulted in the problems of heavy traffic and air pollution while those who live in the municipality don’t receive as much benefit in commerce. The municipality management then thought of a project that will allow for tourism but one that is eco-friendly. The project is using a Green Tram that is able to use both diesel and NGV to transport tourists with no charge twice a day. The municipality also promotes the use of bicycles to tour around the town. The municipality improved the tram roads and bike lanes as well as having other eco-friendly activities as the selling point of the municipality such as a model green hotel, a community organic farm, a cultural community, aqua biodiversity at Nong Purng, biodiversity conservation in 5 mountainous temples, etc. The result is a strong economical foundation and improvement in the environment. Most importantly, the community are encouraged and excited to participate in working together towards conservation and utilizing the benefits from biodiversity and culture to make an income. Currently, they are in the middle of a plan to increase bike lanes by 21 km to other municipalities.",Urban Eco-Cultural Tourism - Chiang Rai City Municipality,,In operation,Education/Awareness Raising
4632,"Chiang Rai City Municipality, Thailand",Thailand,"From the initial screening, it was discovered that those 35 years and older are at high risk of having a chronic non-communicable disease. Since the municipality is headed towards an aging society as well as having plans to become a low carbon city, a new project was initiated. The municipality began with surveying opinions from the community regarding the reduction of this health risk and the communities were interested in biking. The municipality then advocated for the establishing of the Chiang Rai Municipality Bike for Health club and monetarily supported the activities of this club. They also helped with health screenings before and after the project to evaluate improvements in health and calculating fuel saved from biking to incorporate it into the calculations for the reduction of carbon. The result from the project discovered that of the 403 participants, 13.64% had an improvement in health and was able to save 2,200 liters of benzene fuel.",Bike for Health and Enrgy Saving - Chiang Rai City Municipality,,In operation,Public Participation/Stakeholder engagement
4633,"Chiang Rai City Municipality, Thailand",Thailand,"Chiang Rai municipality is an important cultural tourist town in Thailand. In the past, the public and tourists would go visit places outside of Chiang Rai, the town supervisor wanted to stimulate the economy and promote the use and consumption of local products to create food stability and reduce travel distance of food. The municipality initiated a 3-mile walking street on Thanalai Street everyday Saturday from 4:00PM- midnight. This started by the public relations team of the project allowing those from the Chiang Rai municipality to come and sell their goods. There are 5 zones at the walking street: hand-made goods, OTOP products, traditional food, Thai massage and spa service, and miscellaneous goods. There are 21 regulations for vendors at the walking street that is related to reducing carbon emission. This includes: each vendor is allowed no more than 2 LED bulbs, prohibiting the use of electronic devices that uses more than 1000 watts ,prohibiting the use of foam instead using plates made from banana leaves and bagasse. The PR team also promotes the use of reusable cloth bags instead of plastic bags. The 3000 vendors also has to collect waste by having 2 leaders per 10 vendors to regulate. In the past, the walking street gets 1000 visitors per day, with roughly 1 million Baht in circulation per day and reduce foam use by 3000 pieces per month.",Green Walking Street - Chiang Rai City Municipality,,Completed,Public Participation/Stakeholder engagement
4634,"Chiang Rai City Municipality, Thailand",Thailand,"The municipality is expanding and is suffering from a wastewater problem form the community and discovered the root of the problem to come from fat from food. They had a thought for the municipality to buy used vegetable oil from the household and restaurants at 10-15 Baht per liter and produce biodiesel to be used in 2 of the 3 cremation ovens which used 40-60 liters of  100% diesel per cremation. With the conversion of 1 out of 3 parts to biodiesel, the oven uses 700 liters less diesel per month, a decrease of 30%. They also saved… Baht per year and decreased complaints regarding clogged sewage and decrease in reusing oil which is healthier",Biodiesel from used cooking oil - Chiang Rai City Municipality,,In operation,Policy/Strategies/Action Plans
4635,"Chiang Rai City Municipality, Thailand",Thailand,"Due to the municipality’s participation in the “Low Carbon Municipality” project with the NMT and EU since the year 2012, there was an idea to change the way the community live in order to reduce carbon emission. The activity is a competition for a low carbon house with 4 aspects during judging: green space, pollution management in the home, energy use reduction, and sustainable consumption. A PR campaign was launched in the community to choose a household to enter the competition. There were 11 households interested in entering the competition with 7 passing the criteria. In the year 2014, the municipality expanded the results and used the criteria as a guideline for the community, temple and schools to develop an environmental management plan that is sustainable. Afterwards, the municipality organized a team to educate and receive criticism from the community. Through this project, 27 of 64 communities are the example communities with their own environmental management plan with plans to expand into 15 more communities by 2016.",Low Carbon House and Community - Chiang Rai City Municipality,,In operation,Education/Awareness Raising
4636,"Chiang Rai City Municipality, Thailand",Thailand,"Chaing Rai City Municipality cooperate with Enviroment and Natural Resource Management Network set up Big Trees, Big Value Contest in 2012. This project aims to collaborate every sectors in  conservation of the big trees in municipal area and diminish the effect from fog, smoke, and climate change. There are 45 attendants from 3 categories. The winner of each categories is organization category - Samukkee Witthayakom School, Community categories - Doi Saken Community, and personal categories - Mr.Priut Putthajorn .",Big Tree Big Value Contest  - Chiang Rai City Municipality,,Completed,Public Participation/Stakeholder engagement
4637,"Hat Yai City Municipality, Thailand",Thailand,"Food producers often reduce costs by using the oil for several times or buy a filtered used oil which harmful to consumer health. Municipality has strict measures to check the quality of cooking oil in each stores, and the purchase of used vegetable oil to produce biodiesel. In collaboration with the University, municipality acknowledge people and set used oil buyers unit  in the area in order to send these oils to biodiesel production plant with capacity of 1,000 liters and then be sold to the local people, especially the public  bus.",Promoting renewable biodiesel from used oil project - Hat Yai City Municipality,2013,Completed,Public Participation/Stakeholder engagement
4638,"Hat Yai City Municipality, Thailand",Thailand,"Administrator of Hat Yai has a policy to develope of local courses in government schools about composition, separations, and utilization of the waste through various activities such as food waste separation in the schools and then be fermented to produce biogas. This biogas will be use as fuel for cooking in school instead of buying whole of it. Fermentation residues from biogas can also be used as a fertilizer in the vegetable garden, mature trees, flower in school.",Biogas from wet waste in schoolsBiogas from wet waste in schools - Hat Yai City Municipality,2012,Completed,Organizational / Governance
4639,"Hat Yai City Municipality, Thailand",Thailand,"Waste is still one of the most important problem of Hat Yai even we already have the waste-to-energy project. As we have a limited landfill area, we need to reduce the waste from its source through various activities including grocery stores and garbage exchange, recycleble bank, EM and organic fertilizer production, Biogas from animal food waste, and hazardous waste redeem points. This project can reduce waste from 298 tons/day to 170 tons/day.",The waste separation in the community Project - Hat Yai City Municipality,2012,Completed,Public Participation/Stakeholder engagement
4640,"Hat Yai City Municipality, Thailand",Thailand,"The cost of the energy is the burden of the municipality.It is not easy for municipality to save on electricity consumption because it may effect to the service. Anyways, municipal office has realized that we must use energy more efficiently to be a good example for the people. Therefore, municipality has initiated a campaign to raise awareness about energy savings in municipal offices, and has appointed a working group to track performance, and uses this measure as the basis for determining bonuses for units that reduce the energy usage. The project has received support from the staff.",Reduce energy consumption in Hat Yai city project - Hat Yai City Municipality,2011,Completed,Organizational / Governance
4641,"Hat Yai City Municipality, Thailand",Thailand,"Originally our waste dispose to the landfill about 100 rai with 100,000 tons of waste (or around 12.5m height of waste pile), recently we have a problem about not enough landfill. Then, we plan to use the waste disposal system that is efficient and environmentally friendly, gasification ash melting, but the system is highly cost (650 million baht) which exceed the capacity of municipality to perform. Therefore, municipality together with the private sector have invested on waste-to-energy project which can generate electricity of 250 tons per day, 6 MW.",the waste-to-energy project - Hat Yai City Municipality,2010,Completed,Technical/Infrastructure investment
4642,"Hat Yai City Municipality, Thailand",Thailand,"Hat Yai Municipality is a center of Songkla province and other provinces in Southern Thailand, and also connect to neighbor country – Malaysia. Therefore, the municipality has to operate and develop plans to support overall transportation for public. The mayor of Hat Yai municipality has worked together with Transport and Traffic Policy Plan Office to develop dual track railways system to connect districts (Amphur) to Hat Yai and Hat Yat to other provinces and neighbor countries. Moreover, the municipality plans to develop monorail system in the main route of the town at 18.3 km. in total. The aim is to encourage local people and tourists to reduce private vehicle use. The plan is expected to complete within the year 2024. At present, Hat Yai municipality has started operating sustainable mobility under the campaign  “Share the  Road.” The campaign aims at developing roads to support local people and all kind of vehicles to share the road equally and safely. The municipality has improved the landscape along the road to be cleaner and more pleasant and also made the pavements to be more walkable. Moreover, the walkways were built for supporting people with disability. The cycling schools and communities has been created by providing knowledge sharing session on cycling and encouraging students to use bicycles in school activities. The intended outcome of this project is to raising number of  pedestrians and cyclists from 10% to be at least 30%. Moreover, the municipality has a policy to reduce private car use by providing transportation to pick up and drop off students in municipality covering the area about 30 km. The service is available free of charge. The municipality has a plan to purchase more school buses to provide services covering all areas. In 2013, the municipality purchased 3 electric buses and gave it to Prince of Songkla University to provide service for over 20,000 staffs and students from university to public transport hub of Hat Yai municipality. In terms of providing service to tourists, the municipality has initiated the public transportation project to provide services from the city center to municipality’s park which connects to Cable Car which goes up to scenic point on the mountains. The project can reduce the number of cars parked in the parking lots and increase the number of tourists because of its convenience. This can also reduce fuel use considerably.",Hatyai Sustainable Mobility  - Hat Yai City Municipality,,In operation,Technical / Infrastructural
