,Unnamed: 0,city,country,emissions,inventory_type,year
969,969.0,"Arendal Municipality, Norway",Norway,939.0,Government operations inventory,2011.0
970,970.0,"Arendal Municipality, Norway",Norway,1134.0,Government operations inventory,2014.0
971,971.0,"Kristiansand Municipality, Norway",Norway,396500.0,Community inventories,2005.0
972,972.0,"Kristiansand Municipality, Norway",Norway,278600.0,Community inventories,2008.0
973,973.0,"Kristiansand Municipality, Norway",Norway,293100.0,Community inventories,2009.0
974,974.0,"Lørenskog Municipality, Norway",Norway,89200.0,Community inventories,2005.0
975,975.0,"Lørenskog Municipality, Norway",Norway,67100.0,Community inventories,2008.0
976,976.0,"Lørenskog Municipality, Norway",Norway,63200.0,Community inventories,2009.0
977,977.0,"Oslo Municipality, Norway",Norway,1168000.0,Community inventories,1991.0
978,978.0,"Oslo Municipality, Norway",Norway,1166800.0,Community inventories,1995.0
979,979.0,"Oslo Municipality, Norway",Norway,1260100.0,Community inventories,2000.0
980,980.0,"Oslo Municipality, Norway",Norway,1337400.0,Community inventories,2005.0
981,981.0,"Oslo Municipality, Norway",Norway,1295700.0,Community inventories,2008.0
982,982.0,"Oslo Municipality, Norway",Norway,1321100.0,Community inventories,2009.0
983,983.0,"Oslo Municipality, Norway",Norway,42186.0,Government operations inventory,2009.0
984,984.0,"Oslo Municipality, Norway",Norway,43393.0,Government operations inventory,2010.0
985,985.0,"Oslo Municipality, Norway",Norway,41093.0,Government operations inventory,2011.0
986,986.0,"Ringerike Municipality, Norway",Norway,152200.0,Community inventories,2005.0
987,987.0,"Ringerike Municipality, Norway",Norway,156000.0,Community inventories,2008.0
988,988.0,"Ringerike Municipality, Norway",Norway,149300.0,Community inventories,2009.0
989,989.0,"Ringerike Municipality, Norway",Norway,5190.0,Government operations inventory,2007.0
990,990.0,"Sandnes Municipality, Norway",Norway,236900.0,Community inventories,2005.0
991,991.0,"Sandnes Municipality, Norway",Norway,265000.0,Community inventories,2008.0
992,992.0,"Sandnes Municipality, Norway",Norway,255400.0,Community inventories,2009.0
993,993.0,"Stavanger Municipality, Norway",Norway,256400.0,Community inventories,2005.0
994,994.0,"Stavanger Municipality, Norway",Norway,283300.0,Community inventories,2008.0
995,995.0,"Stavanger Municipality, Norway",Norway,278600.0,Community inventories,2009.0
996,996.0,"District Municipality of Miraflores, Peru",Peru,335439.34,Community inventories,2015.0
997,997.0,"District Municipality of Miraflores, Peru",Peru,0.0,Government operations inventory,2015.0
998,998.0,"District Municipality of Miraflores, Peru",Peru,107.56,Government operations inventory,2015.0
999,999.0,"Municipalidad de Santiago de Surco, Peru",Peru,2679538.0,Community inventories,2016.0
1000,1000.0,"Municipalidad de Santiago de Surco, Peru",Peru,18873.66,Government operations inventory,2016.0
1001,1001.0,"Municipality of Magdelena Del Mar, Peru",Peru,29231994.0,Community inventories,2016.0
1002,1002.0,"Municipality of Magdelena Del Mar, Peru",Peru,4.8,Government operations inventory,2016.0
1003,1003.0,"Municipality of San Isidro, Lima, Peru",Peru,1842.0,Community inventories,2015.0
1004,1004.0,"Municipality of San Isidro, Lima, Peru",Peru,0.0,Government operations inventory,2015.0
1005,1005.0,"Municipality of San Isidro, Lima, Peru",Peru,81.74,Government operations inventory,2015.0
1006,1006.0,"City Government of Marikina, Philippines",Philippines,719269.0,Community inventories,2013.0
1007,1007.0,"City of Batangas, Philippines",Philippines,705827.0,Community inventories,2015.0
1008,1008.0,"City of Batangas, Philippines",Philippines,49468.66,Government operations inventory,2015.0
1009,1009.0,"City of Cagayan de Oro, Philippines",Philippines,54845.0,Government operations inventory,2014.0
1010,1010.0,"City of Catbalogan, Philippines",Philippines,74364.0,Community inventories,2016.0
1011,1011.0,"City of Catbalogan, Philippines",Philippines,47584.29,Government operations inventory,2016.0
1012,1012.0,"City of Makati, Philippines",Philippines,14672557.0,Community inventories,2010.0
1013,1013.0,"City of Makati, Philippines",Philippines,314699.0,Community inventories,2016.0
1014,1014.0,"City of Makati, Philippines",Philippines,1748284.7899999996,Community inventories,2016.0
1015,1015.0,"City of Makati, Philippines",Philippines,1659.0,Government operations inventory,2010.0
1016,1016.0,"City of Makati, Philippines",Philippines,8580.0,Government operations inventory,2010.0
1017,1017.0,"City of Makati, Philippines",Philippines,1154.5,Government operations inventory,2016.0
1018,1018.0,"City of Naga, Camarines Sur, Philippines",Philippines,243527.0,Community inventories,2014.0
1019,1019.0,"City of Quezon City, Philippines",Philippines,713312132.0,Community inventories,2010.0
1020,1020.0,"City of Quezon City, Philippines",Philippines,2268.85,Government operations inventory,2010.0
1021,1021.0,"Pasig City Government, Philippines",Philippines,659168.0,Community inventories,2010.0
1022,1022.0,"Pasig City Government, Philippines",Philippines,0.0,Government operations inventory,2010.0
1023,1023.0,"City of Warsaw, Poland",Poland,12333428.54029113,Community inventories,2012.0
1024,1024.0,"City of Warsaw, Poland",Poland,0.0,Government operations inventory,2012.0
1025,1025.0,"Municipality of Almada, Portugal",Portugal,246916.0,Community inventories,2006.0
1026,1026.0,"Municipality of Almada, Portugal",Portugal,1811.0,Government operations inventory,2006.0
1027,1027.0,"Municipality of Oeiras, Portugal",Portugal,737209.0,Community inventories,2006.0
1028,1028.0,"Asan City, Republic of Korea",Republic of Korea,2761356.0,Community inventories,2008.0
1029,1029.0,"City of Changwon, Republic of Korea",Republic of Korea,0.0,Government operations inventory,2005.0
1030,1030.0,"Gangdong-gu Municipal Government, Republic of Korea",Republic of Korea,938.0,Community inventories,2013.0
1031,1031.0,"Gangneung City, Republic of Korea",Republic of Korea,7124024.0,Community inventories,2005.0
1032,1032.0,"Gangneung City, Republic of Korea",Republic of Korea,9546519.0,Community inventories,2010.0
1033,1033.0,"Pyeongchang County Government, Republic of Korea",Republic of Korea,492082.0,Community inventories,2005.0
1034,1034.0,"Pyeongchang County Government, Republic of Korea",Republic of Korea,452187.0,Community inventories,2010.0
1035,1035.0,"Seoul Metropolitan Government, Republic of Korea",Republic of Korea,49581584.0,Community inventories,2010.0
1036,1036.0,"Seoul Metropolitan Government, Republic of Korea",Republic of Korea,47588425.0,Community inventories,2011.0
1037,1037.0,"Seoul Metropolitan Government, Republic of Korea",Republic of Korea,46400612.0,Community inventories,2012.0
1038,1038.0,"Seoul Metropolitan Government, Republic of Korea",Republic of Korea,18180000.0,Government operations inventory,2005.0
1039,1039.0,"Seoul Metropolitan Government, Republic of Korea",Republic of Korea,15850000.0,Government operations inventory,2010.0
1040,1040.0,"Seoul Metropolitan Government, Republic of Korea",Republic of Korea,15439000.0,Government operations inventory,2011.0
1041,1041.0,"Seoul Metropolitan Government, Republic of Korea",Republic of Korea,15473000.0,Government operations inventory,2012.0
1042,1042.0,"Suwon City, Republic of Korea",Republic of Korea,5850754.4120000005,Community inventories,2005.0
1043,1043.0,"Suwon City, Republic of Korea",Republic of Korea,5654867.518999999,Community inventories,2015.0
1044,1044.0,"Wonju City, Republic of Korea",Republic of Korea,1272591.0,Community inventories,2005.0
1045,1045.0,"Wonju City, Republic of Korea",Republic of Korea,1489458.0,Community inventories,2007.0
1046,1046.0,"Wonju City, Republic of Korea",Republic of Korea,4254019.0,Community inventories,2010.0
1047,1047.0,"Wonju City, Republic of Korea",Republic of Korea,1928493.0,Community inventories,2012.0
1048,1048.0,"Yeosu City, Republic of Korea",Republic of Korea,29626846.0,Community inventories,2005.0
1049,1049.0,"Yeosu City, Republic of Korea",Republic of Korea,33282024.0,Community inventories,2009.0
1050,1050.0,"Yeosu City, Republic of Korea",Republic of Korea,34543258.0,Community inventories,2010.0
1051,1051.0,"Yeosu City, Republic of Korea",Republic of Korea,49764214.0,Community inventories,2011.0
1052,1052.0,"Yeosu City, Republic of Korea",Republic of Korea,54345536.0,Community inventories,2012.0
1053,1053.0,"Yeosu City, Republic of Korea",Republic of Korea,54018083.0,Community inventories,2013.0
1054,1054.0,"Yeosu City, Republic of Korea",Republic of Korea,53879759.0,Community inventories,2014.0
1055,1055.0,"Yeosu City, Republic of Korea",Republic of Korea,53143361.0,Community inventories,2015.0
1056,1056.0,"Government of Singapore, Singapore",Singapore,38202400.587570004,Community inventories,2000.0
1057,1057.0,"Government of Singapore, Singapore",Singapore,46831680.0,Community inventories,2010.0
1058,1058.0,"Government of Singapore, Singapore",Singapore,0.0,Government operations inventory,2010.0
1059,1059.0,"Buffalo City Metropolitan Municipality, South Africa",South Africa,2592942.0,Community inventories,2007.0
1060,1060.0,"Buffalo City Metropolitan Municipality, South Africa",South Africa,6187.0,Government operations inventory,2007.0
1061,1061.0,"Cape Town Metropolitan Municipality, South Africa",South Africa,19949344.0,Community inventories,2007.0
1062,1062.0,"Cape Town Metropolitan Municipality, South Africa",South Africa,19358001.0,Community inventories,2012.0
1063,1063.0,"Cape Town Metropolitan Municipality, South Africa",South Africa,23706147.0,Community inventories,2012.0
1064,1064.0,"Cape Town Metropolitan Municipality, South Africa",South Africa,14029281.0,Community inventories,2015.0
1065,1065.0,"Cape Town Metropolitan Municipality, South Africa",South Africa,41310.0,Government operations inventory,2007.0
1066,1066.0,"Cape Town Metropolitan Municipality, South Africa",South Africa,40673.0,Government operations inventory,2012.0
1067,1067.0,"Cape Town Metropolitan Municipality, South Africa",South Africa,40673.282,Government operations inventory,2012.0
1068,1068.0,"City of Johannesburg Metropolitan Municipality, South Africa",South Africa,22186188.0,Community inventories,2007.0
1069,1069.0,"City of Johannesburg Metropolitan Municipality, South Africa",South Africa,24716711.0,Community inventories,2014.0
1070,1070.0,"City of Johannesburg Metropolitan Municipality, South Africa",South Africa,25.0,Government operations inventory,2007.0
1071,1071.0,"Ekurhuleni Metropolitan Municipality, South Africa",South Africa,26783460.0,Community inventories,2011.0
1072,1072.0,"Ekurhuleni Metropolitan Municipality, South Africa",South Africa,19330397.0,Community inventories,2014.0
1073,1073.0,"Ekurhuleni Metropolitan Municipality, South Africa",South Africa,291485.0,Government operations inventory,2011.0
1074,1074.0,"KwaDukuza Local Municipality, South Africa",South Africa,992961.0,Community inventories,2012.0
1075,1075.0,"KwaDukuza Local Municipality, South Africa",South Africa,1751999.0,Community inventories,2012.0
1076,1076.0,"KwaDukuza Local Municipality, South Africa",South Africa,75387.0,Government operations inventory,2012.0
1077,1077.0,"Msunduzi Local Municipality, South Africa",South Africa,1289214.0,Community inventories,2015.0
1078,1078.0,"Nelson Mandela Bay Metropolitan Municipality, South Africa",South Africa,4208081.0,Community inventories,2007.0
1079,1079.0,"Nelson Mandela Bay Metropolitan Municipality, South Africa",South Africa,4986052.0,Community inventories,2012.0
1080,1080.0,"Nelson Mandela Bay Metropolitan Municipality, South Africa",South Africa,333608.0,Government operations inventory,2012.0
1081,1081.0,"Steve Tshwete Local Municipality, South Africa",South Africa,3819692.0,Community inventories,2012.0
1082,1082.0,"Steve Tshwete Local Municipality, South Africa",South Africa,73771.0,Government operations inventory,2012.0
1083,1083.0,"Tshwane Metropolitan Municipality, South Africa",South Africa,16292831.0,Community inventories,2007.0
1084,1084.0,"Tshwane Metropolitan Municipality, South Africa",South Africa,11984730.0,Community inventories,2013.0
1085,1085.0,"Tshwane Metropolitan Municipality, South Africa",South Africa,29145.0,Government operations inventory,2007.0
1086,1086.0,"Tshwane Metropolitan Municipality, South Africa",South Africa,990623.0,Government operations inventory,2013.0
1087,1087.0,"eThekwini Metropolitan Municipality, South Africa",South Africa,21160200.0,Community inventories,2010.0
1088,1088.0,"eThekwini Metropolitan Municipality, South Africa",South Africa,21563446.0,Community inventories,2011.0
1089,1089.0,"eThekwini Metropolitan Municipality, South Africa",South Africa,22778331.0,Community inventories,2012.0
1090,1090.0,"eThekwini Metropolitan Municipality, South Africa",South Africa,28163058.0,Community inventories,2013.0
1091,1091.0,"eThekwini Metropolitan Municipality, South Africa",South Africa,27991829.0,Community inventories,2014.0
1092,1092.0,"eThekwini Metropolitan Municipality, South Africa",South Africa,22118090.0,Community inventories,2015.0
1093,1093.0,"eThekwini Metropolitan Municipality, South Africa",South Africa,693003.0,Government operations inventory,2010.0
1094,1094.0,"eThekwini Metropolitan Municipality, South Africa",South Africa,1123557.0,Government operations inventory,2011.0
1095,1095.0,"eThekwini Metropolitan Municipality, South Africa",South Africa,859367.0,Government operations inventory,2012.0
1096,1096.0,"eThekwini Metropolitan Municipality, South Africa",South Africa,142848.0,Government operations inventory,2013.0
1097,1097.0,"eThekwini Metropolitan Municipality, South Africa",South Africa,145556.0,Government operations inventory,2014.0
1098,1098.0,"Municipality of A Coruña, Spain",Spain,2525261.0,Community inventories,2009.0
1099,1099.0,"Municipality of A Coruña, Spain",Spain,2272.0,Government operations inventory,2009.0
1100,1100.0,"Municipality of Amurrio, Spain",Spain,188073.0,Community inventories,2013.0
1101,1101.0,"Municipality of Amurrio, Spain",Spain,26.9425217917065,Government operations inventory,2013.0
1102,1102.0,"Municipality of Areatza, Spain",Spain,3807.0,Community inventories,2013.0
1103,1103.0,"Municipality of Areatza, Spain",Spain,3.908,Government operations inventory,2013.0
1104,1104.0,"Municipality of Balmaseda, Spain",Spain,41602.0,Community inventories,2013.0
1105,1105.0,"Municipality of Balmaseda, Spain",Spain,301.75,Government operations inventory,2013.0
1106,1106.0,"Municipality of Barcelona, Spain",Spain,3595726.0,Community inventories,2012.0
1107,1107.0,"Municipality of Bilbao, Spain",Spain,1476036.0,Community inventories,2013.0
1108,1108.0,"Municipality of Bilbao, Spain",Spain,13504.14,Government operations inventory,2013.0
1109,1109.0,"Municipality of Córdoba, Spain",Spain,1278675.0,Community inventories,2007.0
1110,1110.0,"Municipality of Córdoba, Spain",Spain,123032.0,Government operations inventory,2007.0
1111,1111.0,"Municipality of Durango, Spain",Spain,88787.0,Community inventories,2013.0
1112,1112.0,"Municipality of Durango, Spain",Spain,12.83,Government operations inventory,2013.0
1113,1113.0,"Municipality of Errenteria, Spain",Spain,224082.0,Community inventories,2013.0
1114,1114.0,"Municipality of Errenteria, Spain",Spain,57.72,Government operations inventory,2013.0
1115,1115.0,"Municipality of Granada, Spain",Spain,997065.6923,Community inventories,2013.0
1116,1116.0,"Municipality of Granada, Spain",Spain,2742.93,Government operations inventory,2013.0
1117,1117.0,"Municipality of Legazpi, Spain",Spain,62826.0,Community inventories,2013.0
1118,1118.0,"Municipality of Legazpi, Spain",Spain,178.52,Government operations inventory,2013.0
1119,1119.0,"Municipality of Madrid, Spain",Spain,11527000.0,Community inventories,2011.0
1120,1120.0,"Municipality of Madrid, Spain",Spain,10497750.0,Community inventories,2013.0
1121,1121.0,"Municipality of Palma, Spain",Spain,3078320.0,Community inventories,2005.0
1122,1122.0,"Municipality of Palma, Spain",Spain,269041.5,Government operations inventory,2005.0
1123,1123.0,"Municipality of Tolosa, Spain",Spain,88162.0,Community inventories,2013.0
1124,1124.0,"Municipality of Tolosa, Spain",Spain,247.38,Government operations inventory,2013.0
1125,1125.0,"City of Gothenburg, Sweden",Sweden,7129647.0,Community inventories,2012.0
1126,1126.0,"City of Gothenburg, Sweden",Sweden,4098261.5360000003,Community inventories,2014.0
1127,1127.0,"City of Gothenburg, Sweden",Sweden,226527.0,Government operations inventory,2013.0
1128,1128.0,"City of Malmö, Sweden",Sweden,1425000.0,Community inventories,1990.0
1129,1129.0,"City of Malmö, Sweden",Sweden,1499000.0,Community inventories,2009.0
1130,1130.0,"City of Malmö, Sweden",Sweden,2078800.0,Community inventories,2010.0
1131,1131.0,"City of Malmö, Sweden",Sweden,1598937.0,Community inventories,2011.0
1132,1132.0,"City of Malmö, Sweden",Sweden,1753446.0,Community inventories,2015.0
1133,1133.0,"City of Malmö, Sweden",Sweden,31652.0,Government operations inventory,2010.0
1134,1134.0,"City of Malmö, Sweden",Sweden,0.0,Government operations inventory,2015.0
1135,1135.0,"City of Stockholm, Sweden",Sweden,3670000.0,Community inventories,1990.0
1136,1136.0,"City of Stockholm, Sweden",Sweden,3510000.0,Community inventories,2000.0
1137,1137.0,"City of Stockholm, Sweden",Sweden,3104000.0,Community inventories,2005.0
1138,1138.0,"City of Stockholm, Sweden",Sweden,2852000.0,Community inventories,2009.0
1139,1139.0,"City of Stockholm, Sweden",Sweden,1913994.0,Community inventories,2015.0
1140,1140.0,"City of Stockholm, Sweden",Sweden,0.0,Government operations inventory,2006.0
1141,1141.0,"City of Stockholm, Sweden",Sweden,0.0,Government operations inventory,2007.0
1142,1142.0,"City of Stockholm, Sweden",Sweden,0.0,Government operations inventory,2008.0
1143,1143.0,"City of Stockholm, Sweden",Sweden,0.0,Government operations inventory,2009.0
1144,1144.0,"Eskilstuna Municipality, Sweden",Sweden,283141.0,Community inventories,2011.0
1145,1145.0,"Eskilstuna Municipality, Sweden",Sweden,3548.0,Government operations inventory,2012.0
1146,1146.0,"Gävle Municipality, Sweden",Sweden,363052.0,Community inventories,2011.0
1147,1147.0,"Gävle Municipality, Sweden",Sweden,0.0,Government operations inventory,2013.0
1148,1148.0,"Haninge Municipality, Sweden",Sweden,223671.84,Community inventories,2010.0
1149,1149.0,"Huddinge Municipality, Sweden",Sweden,220310.0,Community inventories,2011.0
1150,1150.0,"Huddinge Municipality, Sweden",Sweden,374.0,Government operations inventory,2013.0
1151,1151.0,"Karlstad Municipality, Sweden",Sweden,7659.0,Government operations inventory,2014.0
1152,1152.0,"Kristianstad Municipality, Sweden",Sweden,474621.0,Community inventories,2011.0
1153,1153.0,"Kristianstad Municipality, Sweden",Sweden,228224.08,Community inventories,2014.0
1154,1154.0,"Kristianstad Municipality, Sweden",Sweden,422547.0,Community inventories,2014.0
1155,1155.0,"Kristianstad Municipality, Sweden",Sweden,2013.0,Government operations inventory,2011.0
1156,1156.0,"Kristianstad Municipality, Sweden",Sweden,0.0,Government operations inventory,2016.0
1157,1157.0,"Lund Municipality, Sweden",Sweden,436186.0,Community inventories,1990.0
1158,1158.0,"Lund Municipality, Sweden",Sweden,334298.0,Community inventories,2012.0
1159,1159.0,"Lund Municipality, Sweden",Sweden,0.0,Government operations inventory,2016.0
1160,1160.0,"Sollentuna Municipality, Sweden",Sweden,203.0,Government operations inventory,2013.0
1161,1161.0,"Säffle Municipality, Sweden",Sweden,638100.061,Community inventories,1990.0
1162,1162.0,"Säffle Municipality, Sweden",Sweden,229606.89800000004,Community inventories,2000.0
1163,1163.0,"Säffle Municipality, Sweden",Sweden,196059.69600000003,Community inventories,2005.0
1164,1164.0,"Säffle Municipality, Sweden",Sweden,201858.821,Community inventories,2006.0
1165,1165.0,"Säffle Municipality, Sweden",Sweden,192079.889,Community inventories,2007.0
1166,1166.0,"Säffle Municipality, Sweden",Sweden,181974.367,Community inventories,2008.0
1167,1167.0,"Säffle Municipality, Sweden",Sweden,178537.18200000003,Community inventories,2009.0
1168,1168.0,"Säffle Municipality, Sweden",Sweden,187016.00699999998,Community inventories,2010.0
1169,1169.0,"Säffle Municipality, Sweden",Sweden,97.0,Government operations inventory,2006.0
1170,1170.0,"Säffle Municipality, Sweden",Sweden,82.0,Government operations inventory,2007.0
1171,1171.0,"Säffle Municipality, Sweden",Sweden,77.0,Government operations inventory,2008.0
1172,1172.0,"Säffle Municipality, Sweden",Sweden,73.0,Government operations inventory,2009.0
1173,1173.0,"Säffle Municipality, Sweden",Sweden,90.0,Government operations inventory,2010.0
1174,1174.0,"Säffle Municipality, Sweden",Sweden,113.0,Government operations inventory,2011.0
1175,1175.0,"Täby Municipality, Sweden",Sweden,2160.0,Government operations inventory,2009.0
1176,1176.0,"Umeå Municipality, Sweden",Sweden,545003.0,Community inventories,1990.0
1177,1177.0,"Umeå Municipality, Sweden",Sweden,530623.0,Community inventories,1995.0
1178,1178.0,"Umeå Municipality, Sweden",Sweden,519427.0,Community inventories,2000.0
1179,1179.0,"Umeå Municipality, Sweden",Sweden,521009.0,Community inventories,2005.0
1180,1180.0,"Umeå Municipality, Sweden",Sweden,529385.0,Community inventories,2008.0
1181,1181.0,"Umeå Municipality, Sweden",Sweden,580138.0,Community inventories,2009.0
1182,1182.0,"Umeå Municipality, Sweden",Sweden,539025.0,Community inventories,2010.0
1183,1183.0,"Umeå Municipality, Sweden",Sweden,469200.0,Community inventories,2011.0
1184,1184.0,"Umeå Municipality, Sweden",Sweden,516159.0,Community inventories,2012.0
1185,1185.0,"Umeå Municipality, Sweden",Sweden,521267.0,Community inventories,2013.0
1186,1186.0,"Umeå Municipality, Sweden",Sweden,1733.0,Government operations inventory,2014.0
1187,1187.0,"Upplands Väsby Municipality, Sweden",Sweden,81190.0,Community inventories,2013.0
1188,1188.0,"Upplands Väsby Municipality, Sweden",Sweden,90.0,Government operations inventory,2012.0
1189,1189.0,"Uppsala Municipality, Sweden",Sweden,1289300.0,Community inventories,1990.0
1190,1190.0,"Uppsala Municipality, Sweden",Sweden,1147300.0,Community inventories,2000.0
1191,1191.0,"Uppsala Municipality, Sweden",Sweden,1099700.0,Community inventories,2005.0
1192,1192.0,"Uppsala Municipality, Sweden",Sweden,1191800.0,Community inventories,2006.0
1193,1193.0,"Uppsala Municipality, Sweden",Sweden,1025000.0,Community inventories,2007.0
1194,1194.0,"Uppsala Municipality, Sweden",Sweden,1109580.0,Community inventories,2008.0
1195,1195.0,"Uppsala Municipality, Sweden",Sweden,1124500.0,Community inventories,2009.0
1196,1196.0,"Uppsala Municipality, Sweden",Sweden,1185300.0,Community inventories,2010.0
1197,1197.0,"Uppsala Municipality, Sweden",Sweden,1099200.0,Community inventories,2011.0
1198,1198.0,"Uppsala Municipality, Sweden",Sweden,1182401.0,Community inventories,2014.0
1199,1199.0,"Uppsala Municipality, Sweden",Sweden,0.0,Government operations inventory,
1200,1200.0,"Uppsala Municipality, Sweden",Sweden,3890.0,Government operations inventory,2009.0
1201,1201.0,"Uppsala Municipality, Sweden",Sweden,4811.0,Government operations inventory,2010.0
1202,1202.0,"Uppsala Municipality, Sweden",Sweden,4467.0,Government operations inventory,2011.0
1203,1203.0,"Uppsala Municipality, Sweden",Sweden,172.0,Government operations inventory,2014.0
1204,1204.0,"Västerås Municipality, Sweden",Sweden,918500.0,Community inventories,1990.0
1205,1205.0,"Västerås Municipality, Sweden",Sweden,913900.0,Community inventories,2000.0
1206,1206.0,"Västerås Municipality, Sweden",Sweden,822100.0,Community inventories,2008.0
1207,1207.0,"Västerås Municipality, Sweden",Sweden,890300.0,Community inventories,2009.0
1208,1208.0,"Västerås Municipality, Sweden",Sweden,948100.0,Community inventories,2010.0
1209,1209.0,"Västerås Municipality, Sweden",Sweden,819800.0,Community inventories,2011.0
1210,1210.0,"Västerås Municipality, Sweden",Sweden,760988.0,Community inventories,2012.0
1211,1211.0,"Västerås Municipality, Sweden",Sweden,2430.0,Government operations inventory,2009.0
1212,1212.0,"Västerås Municipality, Sweden",Sweden,1815.0,Government operations inventory,2011.0
1213,1213.0,"Västerås Municipality, Sweden",Sweden,1795.0,Government operations inventory,2012.0
1214,1214.0,"Västerås Municipality, Sweden",Sweden,1724.0,Government operations inventory,2013.0
1215,1215.0,"Växjö Municipality, Sweden",Sweden,326763.0,Community inventories,1993.0
1216,1216.0,"Växjö Municipality, Sweden",Sweden,441323.0,Community inventories,1993.0
1217,1217.0,"Växjö Municipality, Sweden",Sweden,264643.0,Community inventories,2000.0
1218,1218.0,"Växjö Municipality, Sweden",Sweden,368019.0,Community inventories,2003.0
1219,1219.0,"Växjö Municipality, Sweden",Sweden,287550.0,Community inventories,2005.0
1220,1220.0,"Växjö Municipality, Sweden",Sweden,246396.0,Community inventories,2009.0
1221,1221.0,"Växjö Municipality, Sweden",Sweden,229342.0,Community inventories,2011.0
1222,1222.0,"Växjö Municipality, Sweden",Sweden,231818.0,Community inventories,2012.0
1223,1223.0,"Växjö Municipality, Sweden",Sweden,207042.0,Community inventories,2013.0
1224,1224.0,"Växjö Municipality, Sweden",Sweden,285353.0,Community inventories,2013.0
1225,1225.0,"Växjö Municipality, Sweden",Sweden,0.0,Government operations inventory,1993.0
1226,1226.0,"Växjö Municipality, Sweden",Sweden,0.0,Government operations inventory,2003.0
1227,1227.0,"Växjö Municipality, Sweden",Sweden,7670.0,Government operations inventory,2005.0
1228,1228.0,"Växjö Municipality, Sweden",Sweden,7859.0,Government operations inventory,2011.0
1229,1229.0,"Växjö Municipality, Sweden",Sweden,6956.0,Government operations inventory,2012.0
1230,1230.0,"Växjö Municipality, Sweden",Sweden,0.0,Government operations inventory,2013.0
1231,1231.0,"Växjö Municipality, Sweden",Sweden,5399.0,Government operations inventory,2013.0
1232,1232.0,"Växjö Municipality, Sweden",Sweden,4564.0,Government operations inventory,2014.0
1233,1233.0,"Vårgårda Municipality, Sweden",Sweden,101157.0,Community inventories,2010.0
1234,1234.0,"Vårgårda Municipality, Sweden",Sweden,97915.0,Community inventories,2011.0
1235,1235.0,"Vårgårda Municipality, Sweden",Sweden,93882.0,Community inventories,2012.0
1236,1236.0,"Vårgårda Municipality, Sweden",Sweden,92364.0,Community inventories,2013.0
1237,1237.0,"Vårgårda Municipality, Sweden",Sweden,60878.0,Community inventories,2015.0
1238,1238.0,"Vårgårda Municipality, Sweden",Sweden,62.0,Government operations inventory,2011.0
1239,1239.0,"Vårgårda Municipality, Sweden",Sweden,59.0,Government operations inventory,2012.0
1240,1240.0,"Vårgårda Municipality, Sweden",Sweden,45.0,Government operations inventory,2013.0
1241,1241.0,"Vårgårda Municipality, Sweden",Sweden,37.0,Government operations inventory,2014.0
1242,1242.0,"Vårgårda Municipality, Sweden",Sweden,210.0,Government operations inventory,2015.0
1243,1243.0,"Örebro Municipality, Sweden",Sweden,1308037.1,Community inventories,2008.0
1244,1244.0,"Örebro Municipality, Sweden",Sweden,491983.0,Community inventories,2013.0
1245,1245.0,"Örebro Municipality, Sweden",Sweden,485561.0,Community inventories,2014.0
1246,1246.0,"Örebro Municipality, Sweden",Sweden,470149.0,Community inventories,2015.0
1247,1247.0,"Örebro Municipality, Sweden",Sweden,14600.0,Government operations inventory,2014.0
1248,1248.0,"Örebro Municipality, Sweden",Sweden,28685.0,Government operations inventory,2014.0
1249,1249.0,"Östersund Municipality, Sweden",Sweden,428160.0,Community inventories,1990.0
1250,1250.0,"Östersund Municipality, Sweden",Sweden,315301.0,Community inventories,2000.0
1251,1251.0,"Östersund Municipality, Sweden",Sweden,324587.0,Community inventories,2005.0
1252,1252.0,"Östersund Municipality, Sweden",Sweden,291316.0,Community inventories,2006.0
1253,1253.0,"Östersund Municipality, Sweden",Sweden,305832.0,Community inventories,2007.0
1254,1254.0,"Östersund Municipality, Sweden",Sweden,285561.0,Community inventories,2008.0
1255,1255.0,"Östersund Municipality, Sweden",Sweden,279666.0,Community inventories,2009.0
1256,1256.0,"Östersund Municipality, Sweden",Sweden,270143.0,Community inventories,2010.0
1257,1257.0,"Östersund Municipality, Sweden",Sweden,6357.901999999999,Government operations inventory,2010.0
1258,1258.0,"Moshi Municipal Council, Tanzania",Tanzania,3000.0,Government operations inventory,2006.0
1259,1259.0,"Bangchak Sub District Municipality, Thailand",Thailand,26233.0,Community inventories,2015.0
1260,1260.0,"Bangchak Sub District Municipality, Thailand",Thailand,2513.120000000001,Government operations inventory,2015.0
1261,1261.0,"Chiang Mai City Municipality, Thailand",Thailand,9567.0,Government operations inventory,2013.0
1262,1262.0,"Chiang Rai City Municipality, Thailand",Thailand,-8442072.0,Community inventories,2013.0
1263,1263.0,"Chiang Rai City Municipality, Thailand",Thailand,70522.0,Government operations inventory,2011.0
1264,1264.0,"Chiang Rai City Municipality, Thailand",Thailand,70875.0,Government operations inventory,2011.0
1265,1265.0,"Hat Siao Sub-District Municipality, Thailand",Thailand,29572.0,Community inventories,2013.0
1266,1266.0,"Hat Siao Sub-District Municipality, Thailand",Thailand,10391.96,Government operations inventory,2013.0
1267,1267.0,"Hat Yai City Municipality, Thailand",Thailand,477723.0,Community inventories,2013.0
1268,1268.0,"Hat Yai City Municipality, Thailand",Thailand,134977.0,Government operations inventory,2011.0
