,Unnamed: 0,baseline_year,baseline_year_emissions,city,commitment,commitment_type,country,emissions_reduction_by_target_year,ghg_subtype,percent_reduction,target_year,target_year_emissions
581,581.0,,,"Helsingborg Municipality, Sweden","The Helsingborg Municipality committed to increase its Share of renewable energy in primary energy mix in Community by 100% by 2035The target is going to be reached by activities in Electricity and Heating & cooling sector.  The Helsingborg Municipality committed to increase its Share of renewable energy in primary energy mix in Local Government by 100% by 2020The target is going to be reached by activities in Electricity, Heating & cooling and Transport sector.",Renewable energy target,Sweden,,,,,
582,582.0,,,"Helsingborg Municipality, Sweden","0% Energy efficiency improvement by 2035The Helsingborg Municipality committed to increase its energy efficiency in Final energy and Community energy consumption by 0% by 2035 compared to 2005 levels. This target will be achieved in Electricity, Heating & cooling, Transport and Industry sectors 0% Energy efficiency improvement by 2035The Helsingborg Municipality committed to increase its energy efficiency in Final energy and Local Government energy consumption by 0% by 2035 compared to 2005 levels. This target will be achieved in Electricity and Heating & cooling sectors",Energy efficiency target,Sweden,,,,,
583,583.0,2008.0,730122.0,"Karlstad Municipality, Sweden"," The Karlstad Municipality has committed to reduce its Community emissions by 25% by 2020 compared to 2008 emission level. The target is going to be reached by activities in Stationary energy, Transport, Waste management, Industrial processes and product use (IPPU) and Agriculture, forest and other land use (AFOLU) sectors.",GHG emission reduction target,Sweden,182530.0,Community,,2020.0,547591.0
584,584.0,2009.0,27000.0,"Karlstad Municipality, Sweden"," The Karlstad Municipality has committed to reduce its Local Government emissions by 30% by 2020 compared to 2009 emission level. The target is going to be reached by activities in Stationary energy, Transport and Waste management sectors.",GHG emission reduction target,Sweden,8100.0,Local Government,,2020.0,18900.0
585,585.0,,,"Karlstad Municipality, Sweden",0% Energy efficiency improvement by 2015The Karlstad Municipality committed to increase its energy efficiency in Final energy and Community energy consumption by 0% by 2015 compared to 2008 levels. Final energy energy consumption: 799000. 0 MwhThis target will be achieved in Electricity and Heating & cooling sectors0% Energy efficiency improvement by 2020The Karlstad Municipality committed to increase its energy efficiency in Final energy and Community energy consumption by 0% by 2020 compared to 2008 levels. Final energy energy consumption: 799000. 0 MwhThis target will be achieved in Electricity and Heating & cooling sectors 0% Energy efficiency improvement by 2015The Karlstad Municipality committed to increase its energy efficiency in Final energy and Local Government energy consumption by 0% by 2015 compared to 2009 levels. Final energy energy consumption: 71653. 0 MwhThis target will be achieved in Electricity and Heating & cooling sectors0% Energy efficiency improvement by 2020The Karlstad Municipality committed to increase its energy efficiency in Final energy and Local Government energy consumption by 0% by 2020 compared to 2009 levels. Final energy energy consumption: 71653. 0 MwhThis target will be achieved in Electricity and Heating & cooling sectors,Renewable energy target,Sweden,,,,,
586,586.0,1990.0,620000.0,"Kristianstad Municipality, Sweden"," The Kristianstad Municipality has committed to reduce its Community emissions by 40% by 2020 compared to 1990 emission level. The target is going to be reached by activities in Stationary energy, Industrial processes and product use (IPPU), Transport, Agriculture, forest and other land use (AFOLU) and Waste management sectors.",GHG emission reduction target,Sweden,248000.0,Community,,2020.0,372000.0
587,587.0,,,"Kristianstad Municipality, Sweden","The Kristianstad Municipality committed to increase its share of renewable energy in final energy mix in Community by 50% by 2020The target is going to be reached by activities in Electricity, Transport, Heating & cooling and Industry sectors.  The Kristianstad Municipality committed to increase its share of renewable energy in final energy mix in Local Government by 100% by 2020Current share of renewable energy in final energy mix: 95. 0% 2019The target is going to be reached by activities in Electricity, Transport and Heating & cooling sectors.",Renewable energy target,Sweden,,,,,
588,588.0,,,"Kristianstad Municipality, Sweden","15% Energy efficiency improvement by 2020The Kristianstad Municipality committed to increase its energy efficiency in Final energy and Community energy consumption by 15% by 2020 compared to 2008 levels. Final energy energy consumption: 632. 22 MwhThis target will be achieved in Electricity, Transport, Heating & cooling and Industry sectors 16% Energy efficiency improvement by 2020The Kristianstad Municipality committed to increase its energy efficiency in Final energy and Local Government energy consumption by 16% by 2020 compared to 2009 levels. Final energy energy consumption: 215000. 0 MwhThis target will be achieved in Electricity and Heating & cooling sectors",Energy efficiency target,Sweden,,,,,
589,589.0,1990.0,199534.0,"Lund Municipality, Sweden"," The Lund Municipality has committed to reduce its Community emissions by 100% by 2050 compared to 1990 emission level. The target is going to be reached by activities in Stationary energy, Industrial processes and product use (IPPU), Transport, Agriculture, forest and other land use (AFOLU) and Waste management sectors.",GHG emission reduction target,Sweden,199534.0,Community,,2050.0,0.0
590,590.0,,,"Lund Municipality, Sweden","The Lund Municipality committed to increase its share of renewable energy in final energy mix in Local Government by 100% by 2020The target is going to be reached by activities in Electricity, Transport and Heating & cooling sectors. The Lund Municipality committed to increase its share of renewable energy in final energy mix in Local Government by 100% by 2020The target is going to be reached by activities in Electricity, Heating & cooling and Transport sectors.",Renewable energy target,Sweden,,,,,
591,591.0,1998.0,,"Piteå Municipality, Sweden", The Piteå Municipality has committed to reduce its Community emissions by 50% by 2020 compared to 1998 emission level. The target is going to be reached by activities in Stationary energy and Transport sectors.,GHG emission reduction target,Sweden,,Community,50.0,2020.0,
592,592.0,1998.0,,"Piteå Municipality, Sweden", The Piteå Municipality has committed to reduce its Local Government emissions by 90% by 2020 compared to 1998 emission level. The target is going to be reached by activities in Stationary energy sector.,GHG emission reduction target,Sweden,,Local Government,90.0,2020.0,
593,593.0,,,"Piteå Municipality, Sweden","The Piteå Municipality committed to increase its share of renewable energy in final energy mix in Community by 100% by 2020Current share of renewable energy in final energy mix: 830000. 0% The target is going to be reached by activities in Electricity, Heating & cooling and Industry sector.",Renewable energy target,Sweden,,,,,
594,594.0,,,"Sollentuna Municipality, Sweden",The Sollentuna Municipality committed to increase its share of renewable energy in final energy mix in Local Government by 100% by 2014The target is going to be reached by activities in Electricity sector.,Renewable energy target,Sweden,,,,,
595,595.0,2006.0,,"Säffle Municipality, Sweden", The Säffle Municipality has committed to reduce its Local Government emissions by 70% by 2015 compared to 2006 emission level.,GHG emission reduction target,Sweden,,Local Government,70.0,2015.0,
596,596.0,1990.0,,"Södertälje Municipality, Sweden", The Södertälje Municipality has committed to reduce its Community emissions by 65% by 2020 compared to 1990 emission level.,GHG emission reduction target,Sweden,,Community,65.0,2020.0,
597,597.0,1990.0,,"Södertälje Municipality, Sweden", The Södertälje Municipality has committed to reduce its Local Government emissions by 100% by 2020 compared to 1990 emission level.,GHG emission reduction target,Sweden,,Local Government,100.0,2020.0,
598,598.0,,,"Trollhättan Municipality, Sweden","0% Energy efficiency improvement by 2020The Trollhättan Municipality committed to increase its energy efficiency in Final energy and Community energy consumption by 0% by 2020 compared to 2008 levels. Final energy energy consumption: 1985. 0 MwhThis target will be achieved in Electricity, Heating & cooling, Transport and Industry sectors 0% Energy efficiency improvement by 2020The Trollhättan Municipality committed to increase its energy efficiency in Final energy and Local Government energy consumption by 0% by 2020 compared to 2008 levels. Final energy energy consumption: 157. 0 MwhThis target will be achieved in Electricity, Heating & cooling, Transport and Industry sectors",Renewable energy target,Sweden,,,,,
599,599.0,2015.0,,"Täby Municipality, Sweden"," The Täby Municipality has committed to reduce its Community emissions by 0% by 2050 compared to Baseline scenario (BAU) reduction target emission level. The target is going to be reached by activities in Stationary energy, Transport, Waste management, Industrial processes and product use (IPPU) and Agriculture, forest and other land use (AFOLU) sectors.",GHG emission reduction target,Sweden,,Community,0.0,2050.0,
600,600.0,,,"Täby Municipality, Sweden",The Täby Municipality committed to increase its share of renewable energy in final energy mix in Community by 20% by 2020The target is going to be reached by activities in Transport sector.  The Täby Municipality committed to increase its share of renewable energy in final energy mix in Local Government by 50% by 2020The target is going to be reached by activities in Electricity and Heating & cooling sectors. The Täby Municipality committed to increase its share of renewable energy in final energy mix in Local Government by 50% by 2020The target is going to be reached by activities in Transport sectors.,Renewable energy target,Sweden,,,,,
601,601.0,,,"Täby Municipality, Sweden",0% Energy efficiency improvement by 2020The Täby Municipality committed to increase its energy efficiency in Final energy and Community energy consumption by 0% by 2020 compared to 2009 levels. Final energy energy consumption: 775. 0 MwhThis target will be achieved in Electricity and Heating & cooling sectors 0% Energy efficiency improvement by 2020The Täby Municipality committed to increase its energy efficiency in Final energy and Local Government energy consumption by 0% by 2020 compared to 2009 levels. Final energy energy consumption: 34000. 0 MwhThis target will be achieved in Electricity sectors,Energy efficiency target,Sweden,,,,,
602,602.0,1990.0,545003.0,"Umeå Municipality, Sweden", The Umeå Municipality has committed to reduce its Community emissions by 85% by 2045 compared to 1990 emission level. The target is going to be reached by activities in Stationary energy and Transport sectors.,GHG emission reduction target,Sweden,463252.0,Community,,2045.0,81750.0
603,603.0,2010.0,545003.0,"Umeå Municipality, Sweden"," The Umeå Municipality has committed to reduce its Local Government emissions by 100% by 2018 compared to Baseline scenario (BAU) reduction target emission level. The target is going to be reached by activities in Stationary energy, Transport, Waste management and Industrial processes and product use (IPPU) sectors.",GHG emission reduction target,Sweden,463252.0,Local Government,100.0,2018.0,81750.0
604,604.0,,,"Umeå Municipality, Sweden",0% Energy efficiency improvement by 2015The Umeå Municipality committed to increase its energy efficiency in Final energy and Local Government energy consumption by 0% by 2015 compared to 2008 levels. Final energy energy consumption: 31. 385555555558 MwhThis target will be achieved in Electricity and Heating & cooling sectors0% Energy efficiency improvement by 2020The Umeå Municipality committed to increase its energy efficiency in Final energy and Local Government energy consumption by 0% by 2020 compared to 2007 levels. This target will be achieved in Electricity and Heating & cooling sectors20% Energy efficiency improvement by 2020The Umeå Municipality committed to increase its energy efficiency in Final energy and Local Government energy consumption by 20% by 2020 compared to 2008 levels. Final energy energy consumption: 31. 39 MwhThis target will be achieved in Electricity and Heating & cooling sectors20% Energy efficiency improvement by 2020The Umeå Municipality committed to increase its energy efficiency in Final energy and Local Government energy consumption by 20% by 2020 compared to 2007 levels. Final energy energy consumption: 191500. 0 MwhThis target will be achieved in Electricity and Heating & cooling sectors20% Energy efficiency improvement by 2020The Umeå Municipality committed to increase its energy efficiency in Final energy and Local Government energy consumption by 20% by 2020 compared to 2007 levels. Final energy energy consumption: 191500. 0 MwhThis target will be achieved in Electricity and Heating & cooling sectors20% Energy efficiency improvement by 2020The Umeå Municipality committed to increase its energy efficiency in Final energy and Local Government energy consumption by 20% by 2020 compared to 2008 levels. Final energy energy consumption: 31. 39 MwhThis target will be achieved in Electricity and Heating & cooling sectors,Renewable energy target,Sweden,,,,,
605,605.0,1990.0,118916.0,"Upplands Väsby Municipality, Sweden"," The Upplands Väsby Municipality has committed to reduce its Community emissions by 50% by 2020 compared to 1990 emission level. The target is going to be reached by activities in Stationary energy, Transport, Waste management, Industrial processes and product use (IPPU) and Agriculture, forest and other land use (AFOLU) sectors.",GHG emission reduction target,Sweden,59458.0,Community,,2020.0,59458.0
606,606.0,,,"Upplands Väsby Municipality, Sweden",The Upplands Väsby Municipality committed to increase its share of renewable energy in final energy mix in Local Government by 100% by 2020The target is going to be reached by activities in Transport sector.,Renewable energy target,Sweden,,,,,
607,607.0,,,"Upplands Väsby Municipality, Sweden",0% Energy efficiency improvement by 2020The Upplands Väsby Municipality committed to increase its energy efficiency in Final energy and Local Government energy consumption by 0% by 2020 compared to 2009 levels. Final energy energy consumption: 33206. 0 MwhThis target will be achieved in Electricity and Heating & cooling sectors,Energy efficiency target,Sweden,,,,,
608,608.0,1990.0,1421000.0,"Uppsala Municipality, Sweden"," The Uppsala Municipality has committed to reduce its Community emissions by 110% by 2070 compared to 1990 emission level. The target is going to be reached by activities in Stationary energy, Transport, Waste management, Industrial processes and product use (IPPU) and Agriculture, forest and other land use (AFOLU) sectors.",GHG emission reduction target,Sweden,1563100.0,Community,,2070.0,-142100.0
609,609.0,,,"Uppsala Municipality, Sweden",The Uppsala Municipality committed to increase its share of renewable energy in final energy mix in Community by 100% by 2030The target is going to be reached by activities in  sectors.  The Uppsala Municipality committed to increase its share of renewable energy in final energy mix in Local Government by 0% by 2020The target is going to be reached by activities in Heating & cooling sectors.,Renewable energy target,Sweden,,,,,
610,610.0,,,"Uppsala Municipality, Sweden","0% Energy efficiency improvement by 2020The Uppsala Municipality committed to increase its energy efficiency in Final energy and Local Government energy consumption by 0% by 2020 compared to 2014 levels. Final energy energy consumption: 460863. 0 MwhThis target will be achieved in Electricity, Transport, Heating & cooling and Industry sectors25% Energy efficiency improvement by 2020The Uppsala Municipality committed to increase its energy efficiency in Final energy and Local Government energy consumption by 25% by 2020 compared to 2014 levels.",Energy efficiency target,Sweden,,,,,
611,611.0,1990.0,,"Västerås Municipality, Sweden", The Västerås Municipality has committed to reduce its Community emissions by 80% by 2050 compared to 1990 emission level.,GHG emission reduction target,Sweden,,Community,80.0,2050.0,
612,612.0,2009.0,,"Västerås Municipality, Sweden", The Västerås Municipality has committed to reduce its Local Government emissions by 90% by 2050 compared to 2009 emission level.,GHG emission reduction target,Sweden,,Local Government,90.0,2050.0,
613,613.0,1993.0,,"Växjö Municipality, Sweden", The Växjö Municipality has committed to reduce its Community emissions by 100% by 2030 compared to 1993 emission level.,GHG emission reduction target,Sweden,,Community,100.0,2030.0,
614,614.0,1999.0,,"Växjö Municipality, Sweden", The Växjö Municipality has committed to reduce its Local Government emissions by 100% by 2020 compared to 1999 emission level.,GHG emission reduction target,Sweden,,Local Government,100.0,2020.0,
615,615.0,,,"Vårgårda Municipality, Sweden",0% Energy efficiency improvement by 2020The Vårgårda Municipality committed to increase its energy efficiency in Final energy and Local Government energy consumption by 0% by 2020 compared to 2009 levels. Final energy energy consumption: 18733. 0 MwhThis target will be achieved in Electricity and Heating & cooling sectors30% Energy efficiency improvement by 2020The Vårgårda Municipality committed to increase its energy efficiency in Final energy and Local Government energy consumption by 30% by 2020 compared to 2009 levels. Final energy energy consumption: 18733. 0 MwhThis target will be achieved in Electricity and Heating & cooling sectors,Renewable energy target,Sweden,,,,,
616,616.0,2000.0,880000.0,"Örebro Municipality, Sweden", The Örebro Municipality has committed to reduce its Community emissions by 40% of per capita/ per GDP emissions by 2020 compared to 2000 emission level. The target is going to be reached by activities in Stationary energy and Transport sectors.,GHG emission reduction target,Sweden,352000.0,Community,,2020.0,880000.0
617,617.0,,,"Örebro Municipality, Sweden","The Örebro Municipality committed to increase its Installed capacity of Renewable energy in Local Government to 2 MW by 2020The target is going to be reached by activities in Electricity sectors. The Örebro Municipality committed to increase its Installed capacity of Renewable energy in Local Government to 2 MW by 2020The target is going to be reached by activities in Transport, Heating & cooling and Totally 75% of transport should be operated by biogas-driven vehicles within the municipality.  sectors.",Renewable energy target,Sweden,,,,,
618,618.0,,,"Örebro Municipality, Sweden",25% Energy efficiency improvement by 2030The Örebro Municipality committed to increase its energy efficiency in Final energy and Local Government energy consumption by 25% by 2030 compared to 2014 levels. Final energy energy consumption: 331000. 0 MwhThis target will be achieved in Heating & cooling sectors30% Energy efficiency improvement by 2030The Örebro Municipality committed to increase its energy efficiency in Final energy and Local Government energy consumption by 30% by 2030 compared to 2014 levels. Final energy energy consumption: 129000. 0 MwhThis target will be achieved in Electricity sectors,Energy efficiency target,Sweden,,,,,
619,619.0,2014.0,,"Dar Es Salaam City Council, Tanzania", The Dar Es Salaam City Council has committed to reduce its Community emissions by 60% by 2016 compared to 2014 emission level.,GHG emission reduction target,Tanzania,,Community,60.0,2016.0,
620,620.0,2006.0,,"Moshi Municipal Council, Tanzania", The Moshi Municipal Council has committed to reduce its Community emissions by 60% by 2025 compared to Baseline scenario (BAU) reduction target emission level.,GHG emission reduction target,Tanzania,,Community,60.0,2025.0,
621,621.0,2012.0,,"Moshi Municipal Council, Tanzania", The Moshi Municipal Council has committed to reduce its Local Government emissions by 40% by 2025 compared to 2012 emission level.,GHG emission reduction target,Tanzania,,Local Government,40.0,2025.0,
622,622.0,2015.0,2756.0,"Bangchak Sub District Municipality, Thailand"," The Bangchak Sub District Municipality has committed to reduce its Local Government emissions by 5% by 2021 compared to 2015 emission level. The target is going to be reached by activities in Stationary energy, Agriculture, forest and other land use (AFOLU) and Waste management sectors.",GHG emission reduction target,Thailand,137.0,Local Government,,2021.0,2618.0
623,623.0,2010.0,,"Chiang Mai City Municipality, Thailand", The Chiang Mai City Municipality has committed to reduce its Community emissions by 10% by 2030 compared to Baseline scenario (BAU) reduction target emission level.,GHG emission reduction target,Thailand,,Community,10.0,2030.0,
624,624.0,2012.0,10378.0,"Hat Siao Sub-District Municipality, Thailand"," The Hat Siao Sub-District Municipality has committed to reduce its Local Government emissions by 30% by 2021 compared to 2012 emission level. The target is going to be reached by activities in Stationary energy, Transport, Agriculture, forest and other land use (AFOLU) and Waste management sectors.",GHG emission reduction target,Thailand,3113.0,Local Government,,2021.0,7264.0
625,625.0,,,"Hat Siao Sub-District Municipality, Thailand",10% Energy efficiency improvement by 2021The Hat Siao Sub-District Municipality committed to increase its energy efficiency in Final energy and Community energy consumption by 10% by 2021 compared to 2015 levels. Final energy energy consumption: 166. 4 MwhThis target will be achieved in Electricity sectors,Renewable energy target,Thailand,,,,,
626,626.0,2012.0,,"Hat Yai City Municipality, Thailand", The Hat Yai City Municipality has committed to reduce its Community emissions by 15% by 2020 compared to 2012 emission level.,GHG emission reduction target,Thailand,,Community,15.0,2020.0,
627,627.0,2012.0,,"Hat Yai City Municipality, Thailand", The Hat Yai City Municipality has committed to reduce its Local Government emissions by 10% by 2020 compared to Baseline scenario (BAU) reduction target emission level.,GHG emission reduction target,Thailand,,Local Government,10.0,2020.0,
628,628.0,,,"Hat Yai City Municipality, Thailand",The Hat Yai City Municipality committed to increase its Installed capacity of Renewable energy in Local Government to 5 MW by 2030The target is going to be reached by activities in Electricity sectors.,Renewable energy target,Thailand,,,,,
629,629.0,,,"Hat Yai City Municipality, Thailand",10% Energy efficiency improvement by 2027The Hat Yai City Municipality committed to increase its energy efficiency in Final energy and Local Government energy consumption by 10% by 2027 compared to 2013 levels. Final energy energy consumption: 922. 33 MwhThis target will be achieved in Electricity sectors,Energy efficiency target,Thailand,,,,,
630,630.0,2014.0,3433.0,"Huai Khao Kam Municipality, Thailand", The Huai Khao Kam Municipality has committed to reduce its Local Government emissions by 15% by 2021 compared to 2014 emission level. The target is going to be reached by activities in Waste management sector.,GHG emission reduction target,Thailand,514.0,Local Government,,2021.0,2918.0
631,631.0,,,"Huai Khao Kam Municipality, Thailand",10% Energy efficiency improvement by 2021The Huai Khao Kam Municipality committed to increase its energy efficiency in Final energy and Community energy consumption by 10% by 2021 compared to 2015 levels. Final energy energy consumption: 12115. 67 MwhThis target will be achieved in Electricity sectors,Renewable energy target,Thailand,,,,,
632,632.0,2016.0,10878.0,"Kalangnakorn Town Municipality, Thailand"," The Kalangnakorn Town Municipality has committed to reduce its Community emissions by 5% by 2021 compared to 2016 emission level. The target is going to be reached by activities in Stationary energy, Industrial processes and product use (IPPU), Agriculture, forest and other land use (AFOLU) and Waste management sectors.",GHG emission reduction target,Thailand,543.0,Community,,2021.0,10334.0
633,633.0,2012.0,,"Khok Kruat Municipality, Thailand", The Khok Kruat Municipality has committed to reduce its Local Government emissions by 15% by 2017 compared to 2012 emission level.,GHG emission reduction target,Thailand,,Local Government,15.0,2017.0,
634,634.0,,,"Khok Kruat Municipality, Thailand",The Khok Kruat Municipality committed to increase its share of renewable energy in final energy mix in Local Government by 5% by 2017The target is going to be reached by activities in  sector.,Renewable energy target,Thailand,,,,,
635,635.0,,,"Khok Kruat Municipality, Thailand",0% Energy efficiency improvement by 2017The Khok Kruat Municipality committed to increase its energy efficiency in Final energy and Local Government energy consumption by 0% by 2017 compared to 2012 levels.,Energy efficiency target,Thailand,,,,,
636,636.0,2011.0,197154.0,"Khon Kaen City Municipality, Thailand", The Khon Kaen City Municipality has committed to reduce its Local Government emissions by 30% by 2025 compared to 2011 emission level. The target is going to be reached by activities in Waste management sector.,GHG emission reduction target,Thailand,59146.0,Local Government,,2025.0,138007.0
637,637.0,2011.0,,"Khun Han Municipality, Thailand", The Khun Han Municipality has committed to reduce its Local Government emissions by 5% by 2014 compared to Baseline scenario (BAU) reduction target emission level.,GHG emission reduction target,Thailand,,Local Government,5.0,2014.0,
638,638.0,2011.0,,"Lampang City Municipality, Thailand", The Lampang City Municipality has committed to reduce its Local Government emissions by 10% by 2020 compared to 2011 emission level.,GHG emission reduction target,Thailand,,Local Government,10.0,2020.0,
639,639.0,2012.0,,"Mae Raeng Municipality, Thailand", The Mae Raeng Municipality has committed to reduce its Local Government emissions by 5% by 2014 compared to Baseline scenario (BAU) reduction target emission level.,GHG emission reduction target,Thailand,,Local Government,5.0,2014.0,
640,640.0,2012.0,,"Map Ammarit Municipality, Thailand", The Map Ammarit Municipality has committed to reduce its Community emissions by 5% of per capita/ per GDP emissions by 2022 compared to 2012 emission level.,GHG emission reduction target,Thailand,,Community,5.0,2022.0,
641,641.0,2012.0,,"Map Ammarit Municipality, Thailand", The Map Ammarit Municipality has committed to reduce its Local Government emissions by 10% of per capita/ per GDP emissions by 2022 compared to 2012 emission level.,GHG emission reduction target,Thailand,,Local Government,10.0,2022.0,
642,642.0,,,"Map Ammarit Municipality, Thailand",The Map Ammarit Municipality committed to increase its Installed capacity of Renewable energy in Local Government to 0 MW by 2022The target is going to be reached by activities in Electricity sectors.,Renewable energy target,Thailand,,,,,
643,643.0,,,"Map Ammarit Municipality, Thailand",30% Energy efficiency improvement by 2020The Map Ammarit Municipality committed to increase its energy efficiency in Final energy and Local Government energy consumption by 30% by 2020 compared to 2012 levels. Final energy energy consumption: 134. 49 MwhThis target will be achieved in Electricity sectors,Energy efficiency target,Thailand,,,,,
644,644.0,2012.0,,"Na Kaeo Municipality, Thailand", The Na Kaeo Municipality has committed to reduce its Local Government emissions by 10% by 2020 compared to Baseline scenario (BAU) reduction target emission level.,GHG emission reduction target,Thailand,,Local Government,10.0,2020.0,
645,645.0,2012.0,,"Nang Lae Municipality, Thailand", The Nang Lae Municipality has committed to reduce its Local Government emissions by 10% by 2020 compared to Baseline scenario (BAU) reduction target emission level.,GHG emission reduction target,Thailand,,Local Government,10.0,2020.0,
646,646.0,2011.0,,"Nong Samrong Town Municipality, Thailand", The Nong Samrong Town Municipality has committed to reduce its Local Government emissions by 5% by 2021 compared to 2011 emission level.,GHG emission reduction target,Thailand,,Local Government,5.0,2021.0,
647,647.0,2012.0,,"Nonthaburi City Municipality, Thailand", The Nonthaburi City Municipality has committed to reduce its Community emissions by 5% by 2020 compared to Baseline scenario (BAU) reduction target emission level.,GHG emission reduction target,Thailand,,Community,5.0,2020.0,
648,648.0,2012.0,,"Nonthaburi City Municipality, Thailand", The Nonthaburi City Municipality has committed to reduce its Local Government emissions by 10% by 2020 compared to 2012 emission level.,GHG emission reduction target,Thailand,,Local Government,10.0,2020.0,
649,649.0,2013.0,663.0,"Patong Municipality, Thailand", The Patong Municipality has committed to reduce its Community emissions by 5% by 2030 compared to 2013 emission level. The target is going to be reached by activities in Waste management sector.,GHG emission reduction target,Thailand,33.0,Community,,2030.0,629.0
650,650.0,2012.0,12805.0,"Phanat Nikhom Town Municipality, Thailand", The Phanat Nikhom Town Municipality has committed to reduce its Local Government emissions by 5% by 2016 compared to 2012 emission level. The target is going to be reached by activities in Stationary energy sector.,GHG emission reduction target,Thailand,640.0,Local Government,,2016.0,12164.0
651,651.0,2012.0,6809.0,"Phanom Sarakham Municipality, Thailand", The Phanom Sarakham Municipality has committed to reduce its Local Government emissions by 20% by 2017 compared to 2012 emission level. The target is going to be reached by activities in Stationary energy and Waste management sectors.,GHG emission reduction target,Thailand,1361.0,Local Government,,2017.0,5447.0
652,652.0,2010.0,10450.0,"Phuket City Municipality, Thailand", The Phuket City Municipality has committed to reduce its Local Government emissions by 10% by 2016 compared to 2010 emission level. The target is going to be reached by activities in Stationary energy sector.,GHG emission reduction target,Thailand,1045.0,Local Government,,2016.0,9405.0
653,653.0,2012.0,2629.0,"Pong Municipality, Thailand"," The Pong Municipality has committed to reduce its Local Government emissions by 5% by 2016 compared to 2012 emission level. The target is going to be reached by activities in Stationary energy, Transport, Waste management and Agriculture, forest and other land use (AFOLU) sectors.",GHG emission reduction target,Thailand,131.0,Local Government,,2016.0,2497.0
654,654.0,,,"Prix Municipality, Thailand",10% Energy efficiency improvement by 2020The Prix Municipality committed to increase its energy efficiency in Final energy and Local Government energy consumption by 10% by 2020 compared to 2014 levels. Final energy energy consumption: 326. 09 MwhThis target will be achieved in Electricity sectors,Renewable energy target,Thailand,,,,,
655,655.0,2015.0,6251.0,"Ranong Town Municipality, Thailand", The Ranong Town Municipality has committed to reduce its Local Government emissions by 10% by 2021 compared to 2015 emission level. The target is going to be reached by activities in Transport sector.,GHG emission reduction target,Thailand,625.0,Local Government,,2021.0,5625.0
656,656.0,,,"Ranong Town Municipality, Thailand",10% Energy efficiency improvement by 2021The Ranong Town Municipality committed to increase its energy efficiency in Final energy and Local Government energy consumption by 10% by 2021 compared to 2015 levels. Final energy energy consumption: 1934. 86 MwhThis target will be achieved in Electricity sectors,Renewable energy target,Thailand,,,,,
657,657.0,2012.0,,"Rong Kwang Municipality, Thailand", The Rong Kwang Municipality has committed to reduce its Local Government emissions by 10% by 2020 compared to Baseline scenario (BAU) reduction target emission level.,GHG emission reduction target,Thailand,,Local Government,10.0,2020.0,
658,658.0,2011.0,,"Sikhio Town Municipality, Thailand", The Sikhio Town Municipality has committed to reduce its Community emissions by 10% by 2020 compared to 2011 emission level.,GHG emission reduction target,Thailand,,Community,10.0,2020.0,
659,659.0,2011.0,,"Sikhio Town Municipality, Thailand", The Sikhio Town Municipality has committed to reduce its Local Government emissions by 10% by 2015 compared to 2011 emission level.,GHG emission reduction target,Thailand,,Local Government,10.0,2015.0,
660,660.0,2012.0,,"Sisaket Town Municipality, Thailand", The Sisaket Town Municipality has committed to reduce its Local Government emissions by 10% by 2020 compared to 2012 emission level.,GHG emission reduction target,Thailand,,Local Government,10.0,2020.0,
661,661.0,2011.0,40727.0,"Thung Song Town Municipality, Thailand", The Thung Song Town Municipality has committed to reduce its Local Government emissions by 20% by 2017 compared to 2011 emission level. The target is going to be reached by activities in Stationary energy sector.,GHG emission reduction target,Thailand,8145.0,Local Government,,2017.0,32581.0
662,662.0,,,"Thung Song Town Municipality, Thailand",The Thung Song Town Municipality committed to increase its share of renewable energy in final energy mix in Local Government by 5% by 2017The target is going to be reached by activities in Electricity sector.,Renewable energy target,Thailand,,,,,
663,663.0,2015.0,28669.0,"Ubonratchathani Municipality, Thailand", The Ubonratchathani Municipality has committed to reduce its Local Government emissions by 5% by 2021 compared to 2015 emission level. The target is going to be reached by activities in Stationary energy and Waste management sectors.,GHG emission reduction target,Thailand,1433.0,Local Government,,2021.0,27235.0
664,664.0,2012.0,,"Umong Municipality, Thailand", The Umong Municipality has committed to reduce its Local Government emissions by 10% by 2020 compared to Baseline scenario (BAU) reduction target emission level.,GHG emission reduction target,Thailand,,Local Government,10.0,2020.0,
665,665.0,2013.0,78772.0,"Yasothon Town Municipality, Thailand"," The Yasothon Town Municipality has committed to reduce its Community emissions by 20% by 2020 compared to 2013 emission level. The target is going to be reached by activities in Stationary energy, Transport and Waste management sectors.",GHG emission reduction target,Thailand,15754.0,Community,,2020.0,63017.0
666,666.0,2013.0,36857.0,"Yasothon Town Municipality, Thailand", The Yasothon Town Municipality has committed to reduce its Local Government emissions by 20% by 2020 compared to 2013 emission level. The target is going to be reached by activities in Waste management sector.,GHG emission reduction target,Thailand,7371.0,Local Government,,2020.0,29485.0
667,667.0,,,"Yasothon Town Municipality, Thailand",0% Energy efficiency improvement by 2017The Yasothon Town Municipality committed to increase its energy efficiency in Primary energy and Community energy consumption by 0% by 2017 compared to 2014 levels. Primary energy energy consumption: 2032. 73 MwhThis target will be achieved in Electricity sectors,Renewable energy target,Thailand,,,,,
