,country,emissions_baseline_year,emissions_factor,energy_consumption_baseline_year,mwh_energy_consumption_from_electricity,mwh_energy_consumption_from_fossil fuels,mwh_energy_consumption_from_heat/cold,mwh_energy_consumption_from_renewables,mwh_energy_consumption_industry,mwh_energy_consumption_municipal,mwh_energy_consumption_other,mwh_energy_consumption_public lighting,mwh_energy_consumption_residential,mwh_energy_consumption_tertiary,mwh_energy_consumption_transport,mwh_per_capita,name,percent_emissions_industry,percent_emissions_municipal,percent_emissions_non-energy related,percent_emissions_other,percent_emissions_public lighting,percent_emissions_residential,percent_emissions_tertiary,percent_emissions_transport,percent_energy_consumption_from_electricity,percent_energy_consumption_from_fossil fuels,percent_energy_consumption_from_heat/cold,percent_energy_consumption_from_renewables,percent_energy_consumption_industry,percent_energy_consumption_municipal,percent_energy_consumption_other,percent_energy_consumption_public lighting,percent_energy_consumption_residential,percent_energy_consumption_tertiary,percent_energy_consumption_transport,tons_co2_industry,tons_co2_municipal,tons_co2_non-energy related,tons_co2_other,tons_co2_per_capita,tons_co2_public lighting,tons_co2_residential,tons_co2_tertiary,tons_co2_transport
5467,Spain,2005,IPCC,2005,8973.46,25471.85,,,,979.15,,795.26,6067.97,2502.83,24100.1,12.51,Sant Salvador de Guardiola,,1.32,10.85,-15.29,3.11,35.47,13.22,51.32,26.05,73.95,,,,2.84,,2.31,17.62,7.27,69.97,,162.06732,1330.3,-1875.16585,4.46,381.7248,4350.3999,1621.8699,6294.24102
5468,Spain,2005,IPCC,2005,400105.3,414109.5,,,581557,4532,,2843,82822,43650,98863,30.52,Sant Vicenc dels Horts,70.83,0.59,4.01,,0.47,8.83,6.48,8.78,49.14,50.86,,,71.42,0.56,,0.35,10.17,5.36,12.14,204316.841,1704.248,11572,,10.81,1367.483,25459.2375,18691.459,25339.616
5469,Spain,2005,IPCC,2005,20736.1,90786.4,,83,,663.4,,1059.7,42567.9,10896.5,56418,14.42,Sant Vicenç de Castellet,,0.62,6.00,,1.46,35.96,12.54,43.42,18.58,81.35,,0.07,,0.59,,0.95,38.14,9.76,50.55,,213.633,2049.5,,4.42,498.059,12293.0568,4287.6381,14841.191
5470,Spain,2005,IPCC,2005,22012.32,428030.41,,,191690.11,607,191690.11,1148,34767.65,7560.97,22578.88,94.33,Sant Vicenç de Montalt,37.77,0.21,2.87,38.00,0.58,11.83,2.52,6.22,4.89,95.11,,,42.59,0.13,42.59,0.26,7.73,1.68,5.02,36038.32363,200.3944,2741,36253.45581,20.00,552.0437,11284.57865,2408.30094,5934.76982
5471,Spain,2005,IPCC,2005,4978.62,23397,,24.4,,666.35,,408.4,8768.07,1987.5,16569.7,14.74,Sant Vicenç de Torelló,,2.35,3.70,,1.93,30.73,8.84,52.46,17.53,82.38,,0.09,,2.35,,1.44,30.87,7.00,58.34,,195.17297,307.2,,4.31,160.5012,2553.26584,734.3775,4358.9203
5472,Spain,2005,IPCC,2005,3728.66,13301.96,,,,172.96,,250.23,6005.22,2789.72,7812.49,17.58,Sant llorenç de morunys,,0.90,40.17,,1.39,22.44,11.36,23.74,21.89,78.11,,,,1.02,,1.47,35.26,16.38,45.87,,78.14524,3481.13,,8.94,120.36063,1944.399,984.86028,2057.64423
5473,Italy,2007,IPCC,2007,54188,237341.48,,7824.72,78169.23,1584.51,,581.6,56843.78,39305.38,122869.7,43.28,Sant' Agostino,29.94,0.41,2.59,,0.28,14.77,11.29,40.72,18.10,79.28,,2.61,26.11,0.53,,0.19,18.99,13.13,41.04,22975.5859,316.902,1984.23,,11.09,215.192,11332.9593,8662.7084,31240.0753
5474,Italy,,IPCC,2005,2926.33,3762.8,,80.27,975.75,445.57,3.0E-28,,2297.33,1352.43,1698.32,,Sant' Antonio di Gallura,,,,,,,,,43.23,55.59,,1.19,14.41,6.58,0.00,,33.94,19.98,25.09,,,,,,,,,
5475,Italy,2005,IPCC,2005,450.341,1479.3135,,,,45.7905,,23.46,1436.21,348.9,75.294,5.96,Sant' Eufemia a Maiella,,1.99,,0.00,2.18,70.00,22.13,3.70,23.34,76.66,,,,2.37,,1.22,74.43,18.08,3.90,,10.337994,,4.5929482439532E-14,1.61,11.33118,364.27313,115.1568,19.2643003
5476,Italy,2008,IPCC,2008,37213,135050,,,60015.3,593.8,,340.2,45158.9,8748.4,57407.9,23.75,Sant'Agata Bolognese,38.82,0.49,,-0.00,0.34,23.64,6.86,29.85,21.60,78.40,,,34.84,0.34,,0.20,26.21,5.08,33.33,18797.848,237.596,,-0.689,6.68,164.22,11446.457,3322.905,14456.374
5477,Italy,2005,IPCC,2005,4560.92,10098.51,,17.2,672.54,474.62,,480.45,10629.31,1795.28,624.44,6.40,Sant'Agata di Puglia,6.14,3.63,,,5.37,63.16,18.02,3.68,31.08,68.81,,0.12,4.58,3.23,,3.27,72.42,12.23,4.25,265.70933,156.80154,,,1.89,232.05735,2731.29422,779.24144,159.27256
5478,Italy,2008,IPCC,2008,16526,109573,,2323,79542,812,,438,22069,4000,21561,47.14,Sant'Agata sul Santerno,60.30,0.77,,,0.67,15.60,5.43,17.23,12.87,85.32,,1.81,61.94,0.63,,0.34,17.18,3.11,16.79,19025.185,242.062,,,11.58,211.554,4920.836,1712.893,5436.728
5479,Italy,2011,IPCC,2011,6463.99,8861.33,,,,187.21,50.93,565.05,4987.77,3244.26,6290.1,10.24,Sant'Alessio Siculo,,1.68,,0.38,5.07,32.08,29.09,31.70,42.18,57.82,,,,1.22,0.33,3.69,32.55,21.17,41.04,,86.1166,,19.47902,3.43,259.923,1645.73519,1492.3596,1625.82542
5480,Italy,2011,IPCC,2011,2792.5,7182.5,,,,49.7,,381.8,3881,1670,3992.5,6.13,Sant'Alfio,,0.78,,,6.02,41.45,17.84,33.91,27.99,72.01,,,,0.50,,3.83,38.91,16.74,40.03,,23.9057,,,1.88,183.6458,1265.2398,544.4362,1035.0375
5481,Italy,2005,IPCC,2005,56503.33,227189.5,,,37800.53,4737.78,,788.93,72321.12,20481.67,147562.8,25.87,Sant'Ambrogio di Valpolicella,18.16,2.27,,,0.47,21.43,10.66,47.02,19.92,80.08,,,13.32,1.67,,0.28,25.49,7.22,52.01,14868.12159,1859.45744,,,7.47,381.05319,17540.91016,8726.15941,38490.9876
5482,Italy,2011,IPCC,2011,27035.7,69497.4,,,,4303.4,,209,56134.8,5447.9,30438,3.58,Sant'Anastasia,,3.52,,,0.35,63.04,5.56,27.53,28.01,71.99,,,,4.46,,0.22,58.15,5.64,31.53,,1016.8399,,,1.07,100.947,18222.9428,1607.5122,7956.8643
5483,Italy,2009,IPCC,2009,3212.8,31792.6,,21810.7,75.9,205,3773.2,201.6,34681.2,779.5,17099.7,30.21,Sant'Andrea Frius,0.35,0.68,,9.02,0.92,43.45,3.55,42.05,5.65,55.96,,38.39,0.13,0.36,6.64,0.35,61.04,1.37,30.10,36.6597,71.7126,,956.9364,5.64,97.3728,4609.8297,376.4985,4461.1911
5484,Italy,2005,IPCC,2005,523.02,2037.71,,5.72,,90.86,-1.1368683772162E-13,124.95,659.79,110.83,1580.01,6.90,Sant'Angelo Limosano,,3.95,,-0.00,7.98,30.18,3.96,53.92,20.38,79.40,,0.22,,3.54,-0.00,4.87,25.71,4.32,61.56,,30.17982,,-5.5541127252925E-14,2.06,60.9756,230.61437,30.28693,411.9616
5485,Italy,2005,IPCC,2005,45403.393,162221.63668345,,4356.157223,25225.74676,2086.447682,4.6E-25,1152.799,98371.64886,50561.65105,34582.89356875,16.37,Sant'Angelo Lodigiano,4.68,0.07,,0.00,0.06,31.31,11.20,52.68,21.42,76.53,,2.05,11.90,0.98,0.00,0.54,46.41,23.85,16.31,32686.2484476,471.8215049869,,2.9394868761301E-12,55.07,408.10496432935,218730.68006211,78253.312088402,367986.94862219
5486,Italy,2005,IPCC,2005,1158.1,8912.04,,1118.35,,163.96,,51.94,8267.21,429.64,2275.74,11.95,Sant'Angelo Lomellina,,1.47,,,0.86,68.71,5.03,23.94,10.35,79.65,,10.00,,1.47,,0.46,73.89,3.84,20.34,,35.46226,,,2.87,20.776,1662.91573,121.72802,579.43143
5487,Italy,2011,IPCC,2011,4301.7,9180.3,,,1363.9,269.2,,127.2,3480.1,2006.9,6234.7,9.23,Sant'Angelo Muxaro,11.50,2.08,,,1.42,27.68,19.54,37.78,31.91,68.09,,,10.12,2.00,,0.94,25.81,14.89,46.24,497.964,90.1216,,,2.96,61.4376,1198.1043,845.7408,1635.0741
5488,Italy,2011,IPCC,2011,8732.05,18588.73,,3751.44,,1682.17,,452.33,9797.72,5297.69,13842.31,9.45,Sant'Angelo di Brolo,,7.77,,,2.18,23.73,21.04,45.28,28.10,59.82,,12.07,,5.41,,1.46,31.53,17.05,44.55,,611.92214,,,2.40,171.43307,1869.01331,1657.16622,3566.63402
5489,Italy,2006,IPCC,2006,0.63,1.29,,,,1.92,,,,,,0.00,Sant'Anna Arresi,,100.00,,,,,,,32.81,67.19,,,,100.00,,,,,,,0.75845,,,0.00,,,,
5490,Italy,2010,IPCC,2010,7084.93,30049.61,,13797,,1020.25,3338,384.99,23023,4260,18905.3,19.17,Sant'Anna d'Alfaedo (Vr),,2.01,,8.17,1.34,41.02,12.41,35.05,13.91,59.00,,27.09,,2.00,6.55,0.76,45.20,8.36,37.12,,276.87363,,1126.354,5.19,184.41021,5652.794,1710.888,4830.2231
5491,Italy,2010,IPCC,2010,51682,243373.23,,,,1960,,2638,109876.76,21638.18,158942.29,9.49,Sant'Antimo,,0.74,,,1.52,38.43,10.38,48.93,17.52,82.48,,,,0.66,,0.89,37.24,7.33,53.87,,617.91,,,2.69,1274.154,32186.4666,8689.02344,40980.20667
5492,Italy,2000,IPCC,2000,5919,51176,,3067,,,41431,,,,18731,14.37,Sant'Antonino di Susa,,,,67.43,,,,32.57,9.84,85.06,,5.10,,,68.87,,,,31.13,,,,9946.508,3.71,,,,4803.889
5493,Italy,2011,IPCC,2011,38535.2,127179.2,,,9664.3,814.7,,974.6,52326.2,11078.4,90856.2,8.48,Sant'Antonio Abate,7.89,0.51,,,0.96,33.78,9.66,47.21,23.25,76.75,,,5.83,0.49,,0.59,31.58,6.69,54.83,3877.9378,249.9372,,,2.51,470.7318,16603.9178,4747.223,23208.042
5494,Italy,2009,LCA,2009,10263,47241,,9829.9,,1168,,628,29892.9,5199,30446,10.26,Sant'Arcangelo,,2.03,3.59,,1.97,34.84,13.70,43.86,15.24,70.16,,14.60,,1.73,,0.93,44.40,7.72,45.22,,428.424,756.9,,3.21,415.108,7335.9145,2885.699,9235.014
5495,Italy,2005,IPCC,2005,19121.7,83061.7,,4610.7,,3121.1,,718.1,58366.2,25301,19287.7,11.18,Sant'Egidio alla Vibrata,,,,81.69,,,,18.31,17.91,77.78,,4.32,,2.92,,0.67,54.65,23.69,18.06,,,,22167.8119,2.97,,,,4968.8881
5496,Italy,2008,IPCC,2008,5603.63,28470.23,,,2212.26,521.32,,283,11687.19,2080.8,17289.29,15.33,Sant'Elena,8.52,1.32,3.16,,1.31,30.92,8.09,46.68,16.45,83.55,,,6.49,1.53,,0.83,34.30,6.11,50.74,823.63883,127.86253,306,,4.35,126.784,2990.87012,782.21259,4515.19697
5497,Italy,2005,IPCC,2005,2316.1,10679.62,,28.66,,450,-9.0949470177294E-13,299.02,3583.6,773.99,7917.78,6.09,Sant'Elia a Pianisi,,3.54,,0.00,3.86,31.44,6.49,54.67,17.78,82.00,,0.22,,3.46,-0.00,2.30,27.51,5.94,60.79,,133.8,,2.2191670723259E-13,1.77,145.92176,1187.63519,245.24789,2065.43096
5498,Italy,2005,IPCC,2005,899.62,4768.84,,571.91,,151.26,,85.64,4267.91,706.98,1028.58,15.00,Sant'Eusanio Forconese,,2.37,,,2.79,60.20,16.57,18.07,14.42,76.42,,9.16,,2.42,,1.37,68.39,11.33,16.48,,35.2416,,,3.57,41.36412,894.02402,246.09713,268.33554
5499,Italy,2005,IPCC,2005,7610.02,40813.61,,,,94.4,,569.07,32606.19,3622.76,11531.2,20.24,Sant'Eusanio del Sangro,,0.23,1.76,,2.15,62.07,10.59,23.20,15.72,84.28,,,,0.19,,1.18,67.34,7.48,23.81,,29.7187,225.29,,5.34,274.86081,7933.44576,1353.74606,2965.08528
5500,Italy,2007,IPCC,2007,13975.03,122054.03,,,,2500.14,,1203.11,54848.72,,77477.09,12.83,Sant'Ilario d'Enza,,1.54,4.96,,1.23,36.34,,55.93,10.27,89.73,,,,1.84,,0.88,40.32,,56.96,,553.62832,1782.171,,3.39,441.54137,13049.05432,,20082.67466
5501,Italy,2010,IPCC,2010,2363.606,19509.42,,,,188.854,1.8189894035459E-12,244.862,14820.59,163,6405.72,14.33,Sant'Ilario sullo Ionio,,1.76,,,2.29,75.11,1.30,19.54,10.81,89.19,,,,0.87,0.00,1.12,67.91,0.75,29.35,,91.216482,,,3.81,118.268346,3885.84179,67.2704,1010.65464
5502,Italy,2005,IPCC,2005,12009.8,54434.8,,3115.7,,817.8,,532.9,39979.2,16422.7,11807.7,12.62,Sant'Omero,,,,82.62,,,,17.38,17.27,78.26,,4.48,,1.18,,0.77,57.47,23.61,16.97,,,,14469.4221,3.33,,,,3043.5222
5503,Italy,2005,IPCC,2005,5964.011665,35298.6754132,,17330.443294,,947.396,-7.2759576141834E-12,439,43410.06588,4369.387255,9427.281232,11.88,Sant'Omobono Terme,,1.97,,0.00,1.71,60.57,12.43,23.32,10.18,60.24,,29.58,,1.62,-0.00,0.75,74.09,7.46,16.09,,202.600592,,1.0322764865123E-13,2.96,175.6,6228.7728917524,1278.0500591428,2398.5514232484
5504,Italy,2008,IPCC,2008,1649.81,30749.6,,1748.19,,374.36,-3.6379788070917E-12,92.45,22210.74,5298.57,6171.48,28.93,Sant'Orsola Terme,,1.00,,-0.00,,63.74,15.65,19.61,4.83,90.05,,5.12,,1.10,-0.00,0.27,65.04,15.52,18.07,,81.80205,,-3.2258640203509E-15,7.67,,5199.23024,1276.59375,1599.13801
5505,Spain,2007,IPCC,2007,1059,6280.59,,668.44,2,99.28,802.65,113.9,2012.22,315.18,4662.8,14.14,Santa Ana la Real,0.04,1.46,,1.50,2.38,30.93,5.97,57.72,13.22,78.43,,8.35,0.02,1.24,10.02,1.42,25.13,3.94,58.23,0.9,31.3236,,32.2104,4.14,51.255,665.1594,128.4786,1241.3434
5506,Italy,2005,IPCC,2005,1067.92,8118.37,,3932.35,283.26,408.57,-1.8189894035458E-12,,9798.69,945.79,1682.33,14.86,Santa Brigida,2.97,3.77,,-0.00,,60.90,11.10,21.26,8.14,61.88,,29.98,2.16,3.11,-0.00,,74.69,7.21,12.82,64.11368,81.42008,,-2.7171154215467E-14,3.50,,1314.62356,239.55135,458.79949
5507,Spain,2005,IPCC,2005,21257.75,54911.31,,212.12,,455.87,,511.09,14242.8,16677.42,44494,21.14,Santa Bàrbara,,0.75,3.79,,0.96,18.45,29.79,46.25,27.83,71.89,,0.28,,0.60,,0.67,18.65,21.83,58.25,,191.73896,966,,7.05,245.83429,4700.91077,7589.87405,11782.09474
5508,Spain,2007,IPCC,2007,2635,16899.86,,1617.95,191,203.46,1925.16,189.91,4345.35,1131.61,13166.32,16.44,Santa Bárbara de Casa,1.51,1.46,,1.30,1.50,24.71,7.93,61.58,12.46,79.89,,7.65,0.90,0.96,9.10,0.90,20.54,5.35,62.24,85.95,83.0304,,73.7304,4.79,85.4595,1405.2645,451.1547,3501.3294
5509,Italy,2011,IPCC,2011,10388.1,18742.6,,409.8,,623.2,,688.3,12277.3,4062.9,11888.8,5.16,Santa Caterina Villarmosa,,1.74,,,3.05,42.54,16.03,36.64,35.17,63.45,,1.39,,2.11,,2.33,41.56,13.75,40.25,,149.7163,,,1.51,262.9306,3667.0489,1381.2835,3158.4832
5510,Italy,2007,IPCC,2007,9346.3,16929.1,,,,164.2,,1152.2,11767.9,5156.5,8034.5,8.45,Santa Cesarea Terme,,0.61,,,6.59,41.53,26.74,24.53,35.57,64.43,,,,0.62,,4.39,44.79,19.62,30.58,,51.8221,,,2.71,556.28216,3506.61476,2257.58932,2070.7484
5511,Spain,2005,IPCC,2005,17348.4,74874.3,,80.4,,844.2,,821.6,28294.9,7179.7,55162.7,13.25,Santa Coloma de Cervelló,,1.13,7.66,,1.35,29.64,10.73,49.48,18.80,81.12,,0.09,,0.91,,0.89,30.65,7.78,59.76,,332.0311,2246,,4.21,395.1896,8687.7806,3143.2958,14501.9583
5512,Spain,2005,IPCC,2005,32982,144510,,,,1422.6,-4.969E-12,1843.9,42752.3,24443.9,107032.4,16.81,Santa Coloma de Farners,,0.84,7.95,-0.00,1.56,24.93,15.13,49.60,18.58,81.42,,,,0.80,-0.00,1.04,24.09,13.77,60.30,,480.3339,4528.47,-0.57299999999838,5.40,886.9159,14202.8953,8623.6029,28260.459
5513,Spain,2005,IPCC,2005,222933.3,781316,,778.4,,11536.5,,5887,274357.1,138083.7,575163.4,8.51,Santa Coloma de Gramenet,,1.16,10.98,,0.84,26.05,16.42,44.55,22.18,77.74,,0.08,,1.15,,0.59,27.30,13.74,57.23,,3920.115,37121.3,,2.86,2831.647,88070.4509,55529.3818,150649.9538
5514,Italy,,,,,,,,,,,,,,,,Santa Cristina d'Aspromonte,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5515,Italy,2008,IPCC,2008,4456,29132,,1818.61,,279,,235,22713,3409,8772,17.48,Santa Cristina e Bissone,,0.79,,,1.32,57.26,14.14,26.48,12.59,82.28,,5.14,,0.79,,0.66,64.15,9.63,24.77,,67.879,,,4.23,113.505,4912.618,1212.966,2271.827
5516,Italy,2011,IPCC,2011,38774.6,36586.7,,385.1,5719.1,2262.3,12926.5,1689,24398.4,8216.4,20534.7,8.00,Santa Croce Camerina (RG),7.85,2.57,,15.51,1.86,29.78,9.54,32.90,51.19,48.30,,0.51,7.55,2.99,17.07,2.23,32.21,10.85,27.11,1259.8481,411.5811,,2487.0935,1.69,298.953,4775.8871,1529.3719,5276.201
5517,Spain,2008,LCA,2008,591919.21,192566.57,,,,41454.38,,16144,274236.7,256579.43,196071.27,3.80,Santa Cruz de Tenerife,,5.50,,,2.14,36.38,34.04,21.95,75.45,24.55,,,,5.28,,2.06,34.96,32.71,24.99,,15959.9363,,,1.40,6215.44,105581.1295,98783.08055,63696.71061
5518,Italy,2011,IPCC,2011,3720.6,6096.35,,,423.43,189.91,,546.2,1415.75,1666.18,5575.48,9.86,Santa Domenica Vittoria,5.95,1.75,,,7.89,17.65,23.66,43.11,37.90,62.10,,,4.31,1.93,,5.56,14.42,16.97,56.79,199.01471,58.66126,,,3.36,263.8146,590.26235,791.26402,1441.89664
5519,Spain,2007,IPCC,2007,4927,10619.59,,9764.38,13,997,11341.25,,1971,1946,9042.44,25.21,Santa Elena,0.11,8.68,3.02,8.97,,17.15,16.93,45.14,19.47,41.96,,38.58,0.05,3.94,44.81,,7.79,7.69,35.73,5.85,448.65,156,464.12434,5.15,,886.95,875.7,2334.1401
5520,Italy,2011,IPCC,2011,7691.6,20910.2,,473.9,,227,,579.9,8431.7,4927.3,14909.8,10.50,Santa Elisabetta ,,0.95,,,3.05,28.12,22.52,45.36,26.45,71.92,,1.63,,0.78,,1.99,29.00,16.95,51.28,,81.5372,,,3.11,263.2746,2423.4061,1940.9364,3910.0164
5521,Spain,2005,IPCC,2005,6751,27127.5,,30.4,,336.9,,301.8,7594.1,4320.9,21355.2,16.57,Santa Eugènia de Berga,,0.93,5.66,,1.33,24.04,16.81,51.23,19.91,80.00,,0.09,,0.99,,0.89,22.40,12.74,62.98,,101.4645,619.9,,5.35,145.1658,2631.1145,1840.4639,5607.3274
5522,Spain,2005,IPCC,2005,18691.024,70818.713,,,,627.517,,850.92,26069.88,8035.44,53925.94,15.40,Santa Eulàlia de Ronçana,,0.76,16.60,0.00,1.17,27.37,10.23,43.87,20.88,79.12,,,,0.70,,0.95,29.13,8.98,60.25,,245.649503,5342.94,1.6116246115416E-12,5.54,376.95756,8809.84956,3293.95152,14122.51266
5523,Spain,2012,IPCC,2012,86767,158065.65,,2419.12,,,123329.94,,,,123922.11,16.39,Santa Fe,,2.41,4.28,10.39,16.33,16.14,12.03,38.43,35.09,63.93,,0.98,,,49.88,,,,50.12,,2003.4,3563,8645.5946,5.57,13597.65,13431.6,10012.5,31989.8676
5524,Spain,2007,IPCC,2007,5106,6093.41,,120.12,,,6898.65,,,,4420.87,22.27,Santa Fe de Mondújar,,36.88,2.47,10.85,,6.80,14.21,28.79,45.11,53.83,,1.06,,,60.94,,,,39.06,,1463.85,98,430.6297,7.89,,270,563.85,1142.7015
5525,Spain,2005,IPCC,2005,1061.65,8524.1,,,,92.64,,5.01,867.87,701.09,7919.14,30.82,Santa Llogaia d'Àlguema,,1.37,5.62,,0.08,10.81,10.48,71.63,11.08,88.92,,,,0.97,,0.05,9.05,7.31,82.61,,40.27984,164.81,,9.42,2.40981,316.78105,307.07647,2098.92354
5526,Italy,2007,IPCC,2007,48233.1,122954.1,,,27502.8,1396.2,,482.7,63447,14486.2,63872.3,19.95,Santa Lucia di Piave ,20.40,0.69,1.00,,0.42,34.66,10.66,32.17,28.18,71.82,,,16.07,0.82,,0.28,37.06,8.46,37.31,10645.8799,358.7271,520.2,,6.08,221.5593,18087.3202,5564.94,16785.0522
5527,Spain,,,,,,,,,,,,,,,,Santa Lucía,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5528,Malta,2005,IPCC,2005,5487.08,5940.1,,11.66,,17.96,-9.0949470177293E-13,196.89,5226.62,2011.47,3985.9,3.59,Santa Luċija,,0.23,6.65,-0.00,2.55,55.68,19.54,15.35,47.97,51.93,,0.10,,0.16,-0.00,1.72,45.69,17.58,34.85,,15.57132,445.18,-7.8853190643713E-13,2.10,170.70363,3728.16965,1308.76247,1027.81526
5529,Spain,2005,IPCC,2005,64296,98456,,,,1515,,2106,39458,45337,74335,,Santa Margalida,,,100.00,,,,,,39.51,60.49,,,,0.93,,1.29,24.24,27.86,45.67,,,7940,,,,,,
5530,Spain,2005,IPCC,2005,17579,87764,,,,1783,,798,34795,5105,62864,11.11,Santa Margarida de Montbui,,1.88,11.68,,1.13,30.54,6.00,48.76,16.69,83.31,,,,1.69,,0.76,33.03,4.85,59.67,,635.453,3959,,3.57,383.838,10347.19,2034.355,16521.73
5531,Spain,2005,IPCC,2005,26312.07,66756.75,,17.6,,763.85,3.0E-26,909.97,21198.83,20246.01,49967.77,15.69,Santa Margarida i els Monjos,,0.93,8.09,-0.00,1.39,19.86,28.09,41.65,28.27,71.71,,0.02,,0.82,0.00,0.98,22.77,21.75,53.68,,294.35895,2551.42,-1.6959802451311E-12,5.32,437.69557,6266.75224,8863.41685,13141.72995
5532,Italy,2010,IPCC,2010,17203,29729,,,3248,180,1497,251,10889,13009,17858,19.90,Santa Margherita d'Adige,6.19,0.36,1.41,2.53,0.77,19.38,39.71,29.65,36.66,63.34,,,6.92,0.38,3.19,0.53,23.20,27.72,38.05,977.279,56.873,223,399.699,6.69,121.233,3056.907,6264.52,4677.51
5533,Italy,2011,IPCC,2011,10108,15996,,1,,1177,-1.0E-14,845.5,7569.6,2197,14320.1,4.00,Santa Margherita di Belice,,4.15,7.89,-0.01,3.41,29.41,8.08,47.06,38.72,61.28,,0.00,,4.51,-0.00,3.24,28.99,8.41,54.85,,336.0665,638.97,-0.88120000000013,1.24,276.4785,2382.2842,654.565,3811.43
5534,Italy,2011,IPCC,2011,81973.92,282439.69,,,17988.94,3931.81,,1906.57,119259.97,37735.84,183590.48,11.21,Santa Maria Capua Vetere,6.71,1.15,,,0.85,32.18,14.71,44.39,22.49,77.51,,,4.94,1.08,,0.52,32.73,10.36,50.38,7148.58148,1228.82108,,,3.28,907.52732,34258.01156,15659.7749,47261.5065
5535,Italy,2010,LCA,2010,4910.2,12344.7,,520.4,887.8906882,202.46,-9.0949470177293E-13,182.479996,3273.86943,2273.087022,10919.211735,12.23,Santa Maria Coghinas,6.88,1.21,,-0.00,1.51,19.28,18.54,52.57,27.62,69.45,,2.93,5.01,1.14,-0.00,1.03,18.46,12.81,61.55,426.310806216,75.010224675,,-3.6405413084141E-14,4.26,93.775155775,1194.91078948,1148.809180404,3257.385189984
5536,Italy,2012,IPCC,2012,4027.02,20030.33,,,,211.53,,238.75,13993.73,1713.89,7899.45,13.69,Santa Maria Imbaro,,0.90,3.91,,1.72,53.27,9.88,30.32,16.74,83.26,,,,0.88,,0.99,58.17,7.12,32.84,,59.94593,261.88,,3.81,115.31625,3563.81213,661.29951,2028.22055
5537,Italy,2009,IPCC,2009,4628,18779,,1673,,508,,342,13011,3883,7337,18.55,Santa Maria Maggiore,,1.79,,,2.55,47.10,20.59,27.96,18.45,74.88,,6.67,,2.03,,1.36,51.88,15.48,29.25,,116.192,,,5.13,165.186,3049.384,1333.159,1810.463
5538,Italy,2010,IPCC,2010,6902,24095,,615,,1282,,400,20280,4094,5556,7.52,Santa Maria Nuova,,3.84,,,1.96,61.54,15.00,17.65,21.83,76.22,,1.95,,4.06,,1.27,64.15,12.95,17.58,,300.232,,,1.86,153.2,4805.242,1171.335,1378.473
5539,Spain,2005,IPCC,2005,36639.25,83203.2,,89.7,,1262.96,,1710.14,35020.95,19801.3,62136.8,15.45,Santa Maria de Palautordera,,1.03,,,2.11,31.79,23.14,41.93,30.55,69.38,,0.07,,1.05,,1.43,29.20,16.51,51.81,,399.55901,,,5.02,822.57734,12379.8026,9010.5573,16328.79
5540,Italy,2011,IPCC,2011,32470.3,54683.5,,986.4,11646.1,273.6,3990,1243.4,18785.9,16873.4,35327.8,12.04,Santa Maria di Licodia,16.88,0.29,,3.73,2.02,20.52,24.39,32.19,36.84,62.04,,1.12,13.21,0.31,4.53,1.41,21.31,19.14,40.08,4807.6966,81.7065,,1061.2284,3.89,575.6942,5843.6104,6946.4407,9168.0356
5541,Italy,2005,IPCC,2005,35386.52,192570.76,,996.68,,3538.76,,808.57,95297.96,26287.3,103021.37,14.75,Santa Maria di Sala,,1.45,,,0.62,39.92,15.97,42.05,15.46,84.11,,0.44,,1.55,,0.35,41.62,11.48,45.00,,903.74863,,,4.03,390.53931,24959.45156,9983.0646,26293.86595
5542,Italy,2011,IPCC,2011,23313.3,70544.4,,,3231.9,810.4,,803,32018.3,9075,47919.1,8.00,Santa Maria la Carità,4.62,0.83,,,1.38,35.84,13.74,43.59,24.84,75.16,,,3.44,0.86,,0.86,34.11,9.67,51.06,1297.3454,232.2367,,,2.39,387.849,10058.146,3855.0574,12231.1154
5543,Italy,2012,IPCC,2012,4450,18200.2,,,12.7,258.3,,410.6,9302.9,1258.6,11407.1,8.45,Santa Maria la Fossa,0.09,1.00,,,3.04,42.07,8.13,45.66,19.65,80.35,,,0.06,1.14,,1.81,41.07,5.56,50.36,5.7164,64.5066,,,2.40,195.4456,2702.2818,522.4558,2933.0129
5544,Portugal,2008,IPCC,2008,13919,131548,,10565,969,839,880,1394,21151,4241,126558,20.44, Santa Marta de Penaguião,0.95,0.82,,0.67,1.37,8.72,4.02,83.45,8.92,84.31,,6.77,0.62,0.54,0.56,0.89,13.56,2.72,81.11,377.91,327.21,,268.016,5.21,543.66,3470.047,1598.217,33211.35
5545,Spain,2007,IPCC,2007,9945,24191.38,,2947.18,2545,1082.83,3506.78,278.46,9346.29,2878.29,17445.91,15.77,Santa Olalla del Cala,10.48,3.95,,1.23,1.15,29.33,11.35,42.52,26.82,65.23,,7.95,6.86,2.92,9.46,0.75,25.20,7.76,47.04,1145.25,431.6013,,134.304,5.05,125.307,3203.7183,1239.5583,4644.7787
5546,Spain,,,,,,,,,,,,,,,,Santa Oliva,,,,,,,,,,,,,,,,,,,,,,,,,,,,
