,attr_Emissions_reduction,attr_Energy_access_&_efficiency,attr_Renewable_energy,baseline_year,cdp,company_classification,country,dollar_value,entity_type,name,percent_reduction,raw_commitment,target_year,url,attr_Use_of_carbon_price,attr_Building,attr_Private_finance,climatebonds,green_bond,carbonn,community_wide,covenant_of_mayors,attr_Resilience,attr_Forest,attr_Transport,attr_Other,attr_Short_term_pollutants,climategroup,investorsclimatechange,globalcompact,attr_Agriculture
6418,1.0,,,2005.0,,,Italy,,City,San Cesario di Lecce,28,Reduce community-wide CO2 emissions by 28% from 2005 to 2020,2020.0,/city/san-cesario-di-lecce/italy,,,,,,,1.0,1.0,,,,,,,,,
6419,1.0,,,2008.0,,,Spain,,City,San Cristóbal de La Laguna,21,Reduce community-wide CO2 emissions by 21% from 2008 to 2020,2020.0,/city/san-cristobal-de-la-laguna/spain,,,,,,,1.0,1.0,,,,,,,,,
6420,1.0,,,2004.0,1.0,,United States of America,,City,San Diego,15,Reduce CO2e emissions from government operations by 15% from 2004 to 2020,2020.0,/city/san-diego/united-states-of-america,,,,,,,,,,,,,,,,,
6421,1.0,,,1990.0,1.0,,United States of America,,City,San Diego,80,Reduce CO2e emissions from government operations by 80% from 1990 to 2050,2050.0,/city/san-diego/united-states-of-america,,,,,,,,,,,,,,,,,
6422,,1.0,,,,,United States of America,100000000.0,City,San Diego County,,USD 100m green bonds issued for projects in water management in United States of America by the San Diego County Water Authority,,/city/san-diego-county/united-states-of-america,,,,1.0,1.0,,,,1.0,,,,,,,,
6423,,1.0,1.0,,,,United States of America,100000000.0,CSO,San Diego Unified School District,,"USD 100m green bonds issued for projects in renewable energy, energy efficiency, low carbon buildings, water management, resilience in United States of America",,/cso/san-diego-unified-school-district,,1.0,,1.0,1.0,,,,1.0,,,,,,,,
6424,1.0,,,2005.0,,,Italy,,City,San Donato Milanese,21,Reduce community-wide CO2e emissions by 21% from 2005 to 2020,2020.0,/city/san-donato-milanese/italy,,,,,,,1.0,1.0,,,,,,,,,
6425,1.0,,,1998.0,,,Italy,,City,San Felice sul Panaro,20,Reduce community-wide CO2 emissions by 20% from 1998 to 2020,2020.0,/city/san-felice-sul-panaro/italy,,,,,,,1.0,1.0,,,,,,,,,
6426,1.0,,,2010.0,,,Italy,,City,San Ferdinando di Puglia,27,Reduce community-wide CO2 emissions by 27% from 2010 to 2020,2020.0,/city/san-ferdinando-di-puglia/italy,,,,,,,1.0,1.0,,,,,,,,,
6427,1.0,,,2007.0,,,Spain,,City,San Fernando,20,Reduce community-wide CO2e emissions by 20% from 2007 to 2020,2020.0,/city/san-fernando/spain,,,,,,,1.0,1.0,,,,,,,,,
6428,1.0,,,1990.0,1.0,,United States of America,,City,San Francisco,80,Reduce community-wide CO2e emissions by 80% from 1990 to 2050,2050.0,/city/san-francisco/united-states-of-america,,,,,,1.0,1.0,,,,,,,,,,
6429,,,1.0,,,,United States of America,,City,San Francisco,100,Increase share of renewables in final energy mix for government operations to 100% by 2020,2020.0,/city/san-francisco/united-states-of-america,,,,,,1.0,,,,,,,,,,,
6430,1.0,,,1990.0,1.0,,United States of America,,City,San Francisco,40,Reduce community-wide CO2e emissions by 40% from 1990 to 2025,2025.0,/city/san-francisco/united-states-of-america,,,,,,1.0,1.0,,,,,,,,,,
6431,1.0,,,,,,United States of America,,City,San Francisco,80,Reduce CO2 emissions from government operations by 80% by 2050 based on 2005 levels,2050.0,/city/san-francisco/united-states-of-america,,,,,,1.0,,,,,,,,,,,
6432,1.0,,,,,,United States of America,,City,San Francisco,40,Reduce CO2 emissions from government operations by 40% by 2025 based on 2005 levels,2025.0,/city/san-francisco/united-states-of-america,,,,,,1.0,,,,,,,,,,,
6433,1.0,,,,,,United States of America,,City,San Francisco,25,Reduce CO2 emissions from government operations by 25% by 2017 based on 2005 levels,2017.0,/city/san-francisco/united-states-of-america,,,,,,1.0,,,,,,,,,,,
6434,,,,,,,United States of America,70000000.0,City,San Francisco,,"USD 70m green bonds issued for projects in renewable energy, sustainable water management and climate adaptation and resilience in United States of America by East Bay Municipal Utility District",,/city/san-francisco/united-states-of-america,,,,1.0,1.0,,,,1.0,,,1.0,,,,,
6435,,1.0,,,,,United States of America,240000000.0,City,San Francisco,,USD 240m green bonds issued for projects in water management in United States of America,,/city/san-francisco/united-states-of-america,,,,1.0,1.0,,,,1.0,,,,,,,,
6436,,1.0,1.0,,,,United States of America,30000000.0,City,San Francisco,,USD 30m green bonds issued for projects in renewable energy and energy efficiency in United States of America by San Francisco Public Utlities,,/city/san-francisco/united-states-of-america,,,,1.0,1.0,,,,,,,,,,,,
6437,,,1.0,,,,United States of America,70000000.0,City,San Francisco,,"USD 70m green bonds issued for projects in renewable energy, sustainable water management and climate adaptation and resilience in United States of America by East Bay Municipal Utility District",,/city/san-francisco/united-states-of-america,,,,1.0,1.0,,,,,,,,,,,,
6438,,,1.0,,1.0,,United States of America,,City,San Francisco,,Supply 100% of city-wide electricity demand with renewable sources by 2030,2030.0,/city/san-francisco/united-states-of-america,,,,,,,,,,,,,,,,,
6439,1.0,,,1990.0,1.0,,United States of America,,City,San Francisco,25,Reduce community-wide CO2e emissions by 25% from 1990 to 2017,2017.0,/city/san-francisco/united-states-of-america,,,,,,1.0,1.0,,,,,,,,,,
6440,1.0,,,2005.0,,,Malta,,City,San Ġiljan,23,Reduce community-wide CO2 emissions by 23% from 2005 to 2020,2020.0,/city/san-giljan/malta,,,,,,,1.0,1.0,,,,,,,,,
6441,1.0,,,2005.0,,,Italy,,City,San Giorgio di Mantova,21,Reduce community-wide CO2 emissions by 21% from 2005 to 2020,2020.0,/city/san-giorgio-di-mantova/italy,,,,,,,1.0,1.0,,,,,,,,,
6442,1.0,,,2011.0,,,Italy,,City,San Giovanni Gemini,22,Reduce community-wide CO2 emissions by 22% from 2011 to 2020,2020.0,/city/san-giovanni-gemini/italy,,,,,,,1.0,1.0,,,,,,,,,
6443,1.0,,,2013.0,,,Italy,,City,San Giovanni in Fiore,22,Reduce community-wide CO2 emissions by 22% from 2013 to 2020,2020.0,/city/san-giovanni-in-fiore/italy,,,,,,,1.0,1.0,,,,,,,,,
6444,1.0,,,2008.0,,,Italy,,City,San Giovanni in Persiceto,25,Reduce community-wide CO2 emissions by 25% from 2008 to 2020,2020.0,/city/san-giovanni-in-persiceto/italy,,,,,,,1.0,1.0,,,,,,,,,
6445,1.0,,,2011.0,,,Italy,,City,San Giovanni La Punta,22,Reduce community-wide CO2 emissions by 22% from 2011 to 2020,2020.0,/city/san-giovanni-la-punta/italy,,,,,,,1.0,1.0,,,,,,,,,
6446,1.0,,,2010.0,,,Italy,,City,San Giovanni Lupatoto,23,Reduce community-wide CO2 emissions by 23% from 2010 to 2020,2020.0,/city/san-giovanni-lupatoto/italy,,,,,,,1.0,1.0,,,,,,,,,
6447,1.0,,,2005.0,,,Italy,,City,San Giovanni Teatino,21,Reduce community-wide CO2e emissions by 21% from 2005 to 2020,2020.0,/city/san-giovanni-teatino/italy,,,,,,,1.0,1.0,,,,,,,,,
6448,1.0,,,2011.0,,,Italy,,City,San Giuseppe Jato,20,Reduce community-wide CO2 emissions by 20% from 2011 to 2020,2020.0,/city/san-giuseppe-jato/italy,,,,,,,1.0,1.0,,,,,,,,,
6449,1.0,,,2011.0,,,Italy,,City,San Gregorio di Catania,23,Reduce community-wide CO2 emissions by 23% from 2011 to 2020,2020.0,/city/san-gregorio-di-catania/italy,,,,,,,1.0,1.0,,,,,,,,,
6450,,,1.0,,,,Peru,,City,San Isidro,3,Increase share of renewables  in final energy mix for the community  to 3% by 2015,2015.0,/city/san-isidro/peru,,,,,,1.0,1.0,,,,,,,,,,
6451,,,1.0,,,,Peru,,City,San Isidro,3,Increase share of renewables  in primary energy mix for the community  to 3% by 2021,2021.0,/city/san-isidro/peru,,,,,,1.0,1.0,,,,,,,,,,
6452,1.0,,,,,,Peru,,City,San Isidro,3,Reduce  emissions from the community  by 3% by 2021 compared to 2015 BAU levels,2021.0,/city/san-isidro/peru,,,,,,1.0,1.0,,,,,,,,,,
6453,1.0,,,2008.0,,,Spain,,City,San Javier,20,Reduce community-wide CO2 emissions by 20% from 2008 to 2020,2020.0,/city/san-javier/spain,,,,,,,1.0,1.0,,,,,,,,,
6454,,,1.0,,1.0,,United States of America,,City,"San José, CA",,Install 50 megawatts of renewable energy capacity on municipal facilities by 2022,2022.0,"/city/san-jose,-ca/united-states-of-america",,,,,,,,,,,,,,,,,
6455,1.0,,,,1.0,,United States of America,,City,"San José, CA",,Reduce community-wide CO2e emissions to 1990 levels by 2040,2040.0,"/city/san-jose,-ca/united-states-of-america",,,,,,,1.0,,,,,,,,,,
6456,1.0,,,2007.0,,,Spain,,City,San Juan de Aznalfarache,20,Reduce community-wide CO2e emissions by 20% from 2007 to 2020,2020.0,/city/san-juan-de-aznalfarache/spain,,,,,,,1.0,1.0,,,,,,,,,
6457,1.0,,,2007.0,,,Spain,,City,San Juan del Puerto,22,Reduce community-wide CO2e emissions by 22% from 2007 to 2020,2020.0,/city/san-juan-del-puerto/spain,,,,,,,1.0,1.0,,,,,,,,,
6458,1.0,,,2008.0,,,Italy,,City,San Lazzaro di Savena,20,Reduce community-wide CO2 emissions by 20% from 2008 to 2020,2020.0,/city/san-lazzaro-di-savena/italy,,,,,,,1.0,1.0,,,,,,,,,
6459,1.0,,,2005.0,,,Italy,,City,San Marco in Lamis,21,Reduce community-wide CO2 emissions by 21% from 2005 to 2020,2020.0,/city/san-marco-in-lamis/italy,,,,,,,1.0,1.0,,,,,,,,,
6460,1.0,,,2010.0,,,Italy,,City,San Martino Buon Albergo,20,Reduce community-wide CO2 emissions by 20% from 2010 to 2020,2020.0,/city/san-martino-buon-albergo/italy,,,,,,,1.0,1.0,,,,,,,,,
6461,1.0,,,2005.0,,,Italy,,City,San Martino di Lupari,20,Reduce community-wide CO2 emissions by 20% from 2005 to 2020,2020.0,/city/san-martino-di-lupari/italy,,,,,,,1.0,1.0,,,,,,,,,
6462,1.0,,,2000.0,,,Italy,,City,San Maurizio Canavese,34,Reduce community-wide CO2 emissions by 34% from 2000 to 2020,2020.0,/city/san-maurizio-canavese/italy,,,,,,,1.0,1.0,,,,,,,,,
6463,1.0,,,2005.0,,,Italy,,City,San Michele al Tagliamento,20,Reduce community-wide CO2 emissions by 20% from 2005 to 2020,2020.0,/city/san-michele-al-tagliamento/italy,,,,,,,1.0,1.0,,,,,,,,,
6464,1.0,,,2008.0,,,Italy,,City,San Nicola La Strada,23,Reduce community-wide CO2 emissions by 23% from 2008 to 2020,2020.0,/city/san-nicola-la-strada/italy,,,,,,,1.0,1.0,,,,,,,,,
6465,1.0,,,2008.0,,,Spain,,City,San Pedro del Pinatar,20,Reduce community-wide CO2 emissions by 20% from 2008 to 2020,2020.0,/city/san-pedro-del-pinatar/spain,,,,,,,1.0,1.0,,,,,,,,,
6466,1.0,,,,,,Mexico,,City,San Pedro Tlaquepaque,10,Reduce CO2e emissions from the community  by 10% by 2020 compared to 2008 absolute levels,2020.0,/city/san-pedro-tlaquepaque/mexico,,,,,,1.0,1.0,,,,,,,,,,
6467,1.0,,,,,,Mexico,,City,San Pedro Tlaquepaque,10,Reduce CO2 emissions from government operations by 10% by 2020 compared to 2008 absolute levels,2020.0,/city/san-pedro-tlaquepaque/mexico,,,,,,1.0,,,,,,,,,,,
6468,1.0,,,,,,Mexico,,City,San Pedro Tlaquepaque,10,Reduce CO2 emissions from government operations by 10% by 2030 compared to 2008 BAU levels,2030.0,/city/san-pedro-tlaquepaque/mexico,,,,,,1.0,,,,,,,,,,,
6469,1.0,,,,,,Mexico,,City,San Pedro Tlaquepaque,10,Reduce CO2 emissions from the community  by 10% by 2030 compared to 2008 BAU levels,2030.0,/city/san-pedro-tlaquepaque/mexico,,,,,,1.0,1.0,,,,,,,,,,
6470,,1.0,,,,,Mexico,,City,San Pedro Tlaquepaque,20,Increase energy efficiency of the community by 20% by 2020 based on 2008 levels,2020.0,/city/san-pedro-tlaquepaque/mexico,,,,,,1.0,1.0,,,,,,,,,,
6471,,,1.0,,,,Mexico,,City,San Pedro Tlaquepaque,10,Increase share of renewables in final energy mix of the community to 10% by 2030,2030.0,/city/san-pedro-tlaquepaque/mexico,,,,,,1.0,1.0,,,,,,,,,,
6472,1.0,,,,,,Mexico,,City,San Pedro Tlaquepaque,10,Reduce CO2 emissions from the community by 10% by 2030 compared to a 2008 business as usual scenario,2030.0,/city/san-pedro-tlaquepaque/mexico,,,,,,1.0,1.0,,,,,,,,,,
6473,1.0,,,,,,Mexico,,City,San Pedro Tlaquepaque,10,Reduce CO2e emissions from government operations by 10% by 2020 based on 2008 absolute levels,2020.0,/city/san-pedro-tlaquepaque/mexico,,,,,,1.0,,,,,,,,,,,
6474,,1.0,,,,,Mexico,,City,San Pedro Tlaquepaque,30,Increase energy efficiency of government operations by 30% by 2020 based on 2008 levels,2020.0,/city/san-pedro-tlaquepaque/mexico,,,,,,1.0,,,,,,,,,,,
6475,,,1.0,,,,Mexico,,City,San Pedro Tlaquepaque,10,Increase share of renewables in final energy mix for government operations to 10% by 2030,2030.0,/city/san-pedro-tlaquepaque/mexico,,,,,,1.0,,,,,,,,,,,
6476,1.0,,,,,,Mexico,,City,San Pedro Tlaquepaque,10,Reduce CO2 emissions from the community by 10% by 2020 based on 2008 absolute levels,2020.0,/city/san-pedro-tlaquepaque/mexico,,,,,,1.0,1.0,,,,,,,,,,
6477,1.0,,,2005.0,,,Italy,,City,San Pietro in Cariano,22,Reduce community-wide CO2 emissions by 22% from 2005 to 2020,2020.0,/city/san-pietro-in-cariano/italy,,,,,,,1.0,1.0,,,,,,,,,
6478,1.0,,,,,,United States of America,,City,San Rafael,25,Reduce CO2e emissions from the community by 25% by 2020 based on 2005 levels,2020.0,/city/san-rafael/united-states-of-america,,,,,,1.0,1.0,,,,,,,,,,
6479,1.0,,,2007.0,,,Spain,,City,San Roque,20,Reduce community-wide CO2e emissions by 20% from 2007 to 2020,2020.0,/city/san-roque/spain,,,,,,,1.0,1.0,,,,,,,,,
6480,1.0,,,2001.0,,,Italy,,City,San Salvo,23,Reduce community-wide CO2 emissions by 23% from 2001 to 2020,2020.0,/city/san-salvo/italy,,,,,,,1.0,1.0,,,,,,,,,
6481,,,1.0,,,,Spain,,City,San Sebastián,25,Increase share of renewables  in final energy mix for the community  to 25% by 2030,2030.0,/city/san-sebastian/spain,,,,,,1.0,1.0,,,,,,,,,,
6482,1.0,,,,,,Spain,,City,San Sebastián,30,Reduce  emissions from the community  by 30% by 2030 compared to 2010 absolute levels,2030.0,/city/san-sebastian/spain,,,,,,1.0,1.0,,,,,,,,,,
6483,1.0,,,2007.0,,,Spain,,City,San Sebastián,20,Reduce community-wide CO2e emissions by 20% from 2007 to 2020,2020.0,/city/san-sebastian/spain,,,,,,,1.0,1.0,,,,,,,,,
6484,1.0,,,2005.0,,,Italy,,City,San Severo,21,Reduce community-wide CO2 emissions by 21% from 2005 to 2020,2020.0,/city/san-severo/italy,,,,,,,1.0,1.0,,,,,,,,,
6485,1.0,,,2007.0,,,Spain,,City,San Vicente del Raspeig,22,Reduce community-wide CO2 emissions by 22% from 2007 to 2020,2020.0,/city/san-vicente-del-raspeig/spain,,,,,,,1.0,1.0,,,,,,,,,
6486,1.0,1.0,,2011.0,1.0,Technology Hardware and Equipment,United States of America,,Company,SanDisk Corporation,30,Reduce operational CO2e emissions intensity by 30% per petabyte from 2011 to 2016 through increased energy efficiency,2016.0,/company/sandisk-corporation,,,,,,,,,,,,,,,,,
6487,1.0,,,,,,Norway,,City,Sandnes,40,Reduce CO2e emissions from the community by 40% by 2020 based on 2008 levels,2020.0,/city/sandnes/norway,,,,,,1.0,1.0,,,,,,,,,,
6488,,1.0,,,,,Norway,,City,Sandnes,15,Increase energy efficiency of the community by 15% by 2020 based on 2008 levels,2020.0,/city/sandnes/norway,,,,,,1.0,1.0,,,,,,,,,,
6489,,,1.0,,,,Norway,,City,Sandnes,20,Increase share of renewables in final energy mix for government operations to 20% by 2020,2020.0,/city/sandnes/norway,,,,,,1.0,,,,,,,,,,,
6490,1.0,,,,,,Norway,,City,Sandnes,45,Reduce CO2e emissions from the community by 45% by 2016 based on 2008 levels,2016.0,/city/sandnes/norway,,,,,,1.0,1.0,,,,,,,,,,
6491,,1.0,,,,,Norway,,City,Sandnes,15,Increase energy efficiency of government operations by 15% by 2016 based on 2008 levels,2016.0,/city/sandnes/norway,,,,,,1.0,,,,,,,,,,,
6492,,1.0,,,,,Norway,,City,Sandnes,20,Increase energy efficiency of government operations by 20% by 2020 based on 2008 levels,2020.0,/city/sandnes/norway,,,,,,1.0,,,,,,,,,,,
6493,1.0,,,,,,Norway,,City,Sandnes,20,Reduce CO2e emissions from the community  by 20% by 2020 compared to 1991 absolute levels,2020.0,/city/sandnes/norway,,,,,,1.0,1.0,,,,,,,,,,
6494,,,1.0,,,,Norway,,City,Sandnes,10,Increase share of renewables in final energy mix for government operations to 10% by 2016,2016.0,/city/sandnes/norway,,,,,,1.0,,,,,,,,,,,
6495,1.0,,,2008.0,,,Germany,,City,Sankt Leon-Rot,20,Reduce community-wide CO2 emissions by 20% from 2008 to 2020,2020.0,/city/sankt-leon-rot/germany,,,,,,,1.0,1.0,,,,,,,,,
6496,1.0,,,1990.0,,,Belgium,,City,Sankt Vith,20,Reduce community-wide CO2 emissions by 20% from 1990 to 2020,2020.0,/city/sankt-vith/belgium,,,,,,,1.0,1.0,,,,,,,,,
6497,1.0,1.0,,,1.0,"Banks, Diverse Financials, and Insurance",South Africa,,Investor,Sanlam,15,Reduce emissions throughout the value chain related to traveling and paper consumption by 15% by 2015,2015.0,/company/sanlam,,,,,,,,,,,,,,,,,
6498,1.0,1.0,,,1.0,"Banks, Diverse Financials, and Insurance",South Africa,,Investor,Sanlam,20,Reduce electricity consumption by 20% by 2015 through energy efficiency initiatives such as chiller temperature modification and building retrofits,2015.0,/company/sanlam,,1.0,,,,,,,,,,,,,,,
6499,,,,2010.0,1.0,"Banks, Diverse Financials, and Insurance",South Africa,,Investor,Sanlam,10,Reduce water consumption by 10% per square meter of office space for six of their regional offices from 2010 to 2015,2015.0,/company/sanlam,,,,,,,,,1.0,,,,,,,,
6500,1.0,1.0,,2010.0,1.0,"Banks, Diverse Financials, and Insurance",South Africa,,Investor,Sanlam,15,Reduce CO2e emissions intensity from business travel by 15% per full-time employee from 2010 to 2015 through increased use of video- and tele-conferencing,2015.0,/company/sanlam,,,,,,,,,,,,,,,,,
6501,1.0,,,2007.0,,,Spain,,City,Sanlúcar de Barrameda,20,Reduce community-wide CO2e emissions by 20% from 2007 to 2020,2020.0,/city/sanlucar-de-barrameda/spain,,,,,,,1.0,1.0,,,,,,,,,
6502,1.0,,,2007.0,,,Spain,,City,Sanlúcar la Mayor,24,Reduce community-wide CO2e emissions by 24% from 2007 to 2020,2020.0,/city/sanlucar-la-mayor/spain,,,,,,,1.0,1.0,,,,,,,,,
6503,1.0,1.0,,2012.0,1.0,"Pharmaceuticals, Biotechnology, and Life Sciences",France,,Company,SANOFI,10,Reduce direct CO2e emissions intensity of vehicle fleet by 10% per kilometer from 2012 to 2015 by switching to more efficient vehicles,2015.0,/company/sanofi,,,,,,,,,,,1.0,,,,,,
6504,,,1.0,,1.0,"Pharmaceuticals, Biotechnology, and Life Sciences",France,,Company,SANOFI,,Acquire 30% of total energy consumption from renewable sources by 2020 from 8.4% in 2015,2020.0,/company/sanofi,,,,,,,,,,,,,,,,,
6505,1.0,1.0,,2010.0,1.0,"Pharmaceuticals, Biotechnology, and Life Sciences",France,,Company,SANOFI,20,Reduce operational CO2e emissions by 20% from 2010 to 2020 through increased energy efficiency,2020.0,/company/sanofi,,,,,,,,,,,,,,,,,
6506,,,,2010.0,1.0,"Pharmaceuticals, Biotechnology, and Life Sciences",France,,Company,SANOFI,25,Reduce absolute water withdrawal in cubic meters at the group level by 25% from 2010 to 2020,2020.0,/company/sanofi,,,,,,,,,1.0,,,,,,,,
6507,,,,,1.0,"Pharmaceuticals, Biotechnology, and Life Sciences",France,,Company,SANOFI,,Set an internal carbon price by 2017,2017.0,/company/sanofi,1.0,,,,,,,,,,,,,,,,
6508,1.0,,,2005.0,,,Spain,,City,Sant Adrià de Besòs,21,Reduce community-wide CO2e emissions by 21% from 2005 to 2020,2020.0,/city/sant-adria-de-besos/spain,,,,,,,1.0,1.0,,,,,,,,,
6509,1.0,,,2005.0,,,Spain,,City,Sant Andreu de la Barca,20,Reduce community-wide CO2e emissions by 20% from 2005 to 2020,2020.0,/city/sant-andreu-de-la-barca/spain,,,,,,,1.0,1.0,,,,,,,,,
6510,1.0,,,2005.0,,,Spain,,City,Sant Andreu de Llavaneres,20,Reduce community-wide CO2e emissions by 20% from 2005 to 2020,2020.0,/city/sant-andreu-de-llavaneres/spain,,,,,,,1.0,1.0,,,,,,,,,
6511,1.0,,,2005.0,,,Spain,,City,Sant Boi de Llobregat,20,Reduce community-wide CO2e emissions by 20% from 2005 to 2020,2020.0,/city/sant-boi-de-llobregat/spain,,,,,,,1.0,1.0,,,,,,,,,
6512,1.0,,,2005.0,,,Spain,,City,Sant Celoni,20,Reduce community-wide CO2e emissions by 20% from 2005 to 2020,2020.0,/city/sant-celoni/spain,,,,,,,1.0,1.0,,,,,,,,,
6513,1.0,,,2005.0,,,Spain,,City,Sant Cugat del Vallès,20,Reduce community-wide CO2e emissions by 20% from 2005 to 2020,2020.0,/city/sant-cugat-del-valles/spain,,,,,,,1.0,1.0,,,,,,,,,
6514,1.0,,,2007.0,,,Spain,,City,Sant Joan d’Alacant,20,Reduce community-wide CO2 emissions by 20% from 2007 to 2020,2020.0,/city/sant-joan-d’alacant/spain,,,,,,,1.0,1.0,,,,,,,,,
6515,1.0,,,2005.0,,,Spain,,City,Sant Joan Despí,20,Reduce community-wide CO2e emissions by 20% from 2005 to 2020,2020.0,/city/sant-joan-despi/spain,,,,,,,1.0,1.0,,,,,,,,,
6516,1.0,,,2005.0,,,Spain,,City,Sant Just Desvern,20,Reduce community-wide CO2e emissions by 20% from 2005 to 2020,2020.0,/city/sant-just-desvern/spain,,,,,,,1.0,1.0,,,,,,,,,
6517,1.0,,,2005.0,,,Spain,,City,Sant Pere de Ribes,20,Reduce community-wide CO2e emissions by 20% from 2005 to 2020,2020.0,/city/sant-pere-de-ribes/spain,,,,,,,1.0,1.0,,,,,,,,,
6518,1.0,,,2005.0,,,Spain,,City,Sant Quirze del Vallès,24,Reduce community-wide CO2e emissions by 24% from 2005 to 2020,2020.0,/city/sant-quirze-del-valles/spain,,,,,,,1.0,1.0,,,,,,,,,
6519,1.0,,,2005.0,,,Spain,,City,Sant Sadurní d'Anoia,20,Reduce community-wide CO2e emissions by 20% from 2005 to 2020,2020.0,/city/sant-sadurni-d'anoia/spain,,,,,,,1.0,1.0,,,,,,,,,
6520,1.0,,,2005.0,,,Spain,,City,Sant Vicenc dels Horts,20,Reduce community-wide CO2e emissions by 20% from 2005 to 2020,2020.0,/city/sant-vicenc-dels-horts/spain,,,,,,,1.0,1.0,,,,,,,,,
6521,1.0,,,2005.0,,,Spain,,City,Santa Coloma de Cervelló,43,Reduce community-wide CO2e emissions by 43% from 2005 to 2020,2020.0,/city/santa-coloma-de-cervello/spain,,,,,,,1.0,1.0,,,,,,,,,
6522,1.0,,,2005.0,,,Spain,,City,Santa Coloma de Farners,21,Reduce community-wide CO2 emissions by 21% from 2005 to 2020,2020.0,/city/santa-coloma-de-farners/spain,,,,,,,1.0,1.0,,,,,,,,,
6523,1.0,,,2005.0,,,Spain,,City,Santa Coloma de Gramenet,36,Reduce community-wide CO2e emissions by 36% from 2005 to 2020,2020.0,/city/santa-coloma-de-gramenet/spain,,,,,,,1.0,1.0,,,,,,,,,
6524,1.0,,,2011.0,,,Italy,,City,Santa Croce Camerina,25,Reduce community-wide CO2 emissions by 25% from 2011 to 2020,2020.0,/city/santa-croce-camerina/italy,,,,,,,1.0,1.0,,,,,,,,,
6525,1.0,,,,,,United States of America,,Region,Santa Cruz County,64,Reduce CO2e emissions from the community by 64% by 2050 compared to a 2009 business as usual scenario,2050.0,/subnational-region/santa-cruz-county/united-states-of-america,,,,,,1.0,1.0,,,,,,,,,,
6526,,1.0,,,,,United States of America,,Region,Santa Cruz County,15,Increase energy efficiency of the community by 15% by 2035 based on 2009 levels,2035.0,/subnational-region/santa-cruz-county/united-states-of-america,,,,,,1.0,1.0,,,,,,,,,,
6527,,,1.0,,,,United States of America,,Region,Santa Cruz County,100,Increase share of renewables in final energy mix of the community to 100% by 2035,2035.0,/subnational-region/santa-cruz-county/united-states-of-america,,,,,,1.0,1.0,,,,,,,,,,
6528,1.0,,,,,,United States of America,,Region,Santa Cruz County,21,Reduce CO2e emissions from the community by 21% by 2020 compared to a business as usual scenario,2020.0,/subnational-region/santa-cruz-county/united-states-of-america,,,,,,1.0,1.0,,,,,,,,,,
6529,1.0,,,,,,United States of America,,Region,Santa Cruz County,43,Reduce CO2e emissions from the community by 43% by 2035 compared to a 2009 business as usual scenario,2035.0,/subnational-region/santa-cruz-county/united-states-of-america,,,,,,1.0,1.0,,,,,,,,,,
6530,1.0,,,2008.0,,,Spain,,City,Santa Cruz de Tenerife,20,Reduce community-wide CO2e emissions by 20% from 2008 to 2020,2020.0,/city/santa-cruz-de-tenerife/spain,,,,,,,1.0,1.0,,,,,,,,,
6531,1.0,,,,1.0,,Ecuador,,Region,Santa Elena,25,Reduce region-wide CO2 emissions intensity by 25% by 2025 on 2010 levels.,2025.0,/subnational-region/santa-elena/ecuador,,,,,,,,,,,,,,,,,
6532,1.0,,,2012.0,,,Spain,,City,Santa Fe,20,Reduce community-wide CO2e emissions by 20% from 2012 to 2020,2020.0,/city/santa-fe/spain,,,,,,,1.0,1.0,,,,,,,,,
6533,1.0,,,2007.0,,,Italy,,City,Santa Lucia di Piave,25,Reduce community-wide CO2e emissions by 25% from 2007 to 2020,2020.0,/city/santa-lucia-di-piave/italy,,,,,,,1.0,1.0,,,,,,,,,
6534,1.0,,,2005.0,,,Spain,,City,Santa Margalida,27,Reduce community-wide CO2 emissions by 27% from 2005 to 2020,2020.0,/city/santa-margalida/spain,,,,,,,1.0,1.0,,,,,,,,,
6535,1.0,,,2005.0,,,Spain,,City,Santa Margarida de Montbui,26,Reduce community-wide CO2e emissions by 26% from 2005 to 2020,2020.0,/city/santa-margarida-de-montbui/spain,,,,,,,1.0,1.0,,,,,,,,,
6536,1.0,,,2005.0,,,Spain,,City,Santa Maria de Palautordera,21,Reduce community-wide CO2e emissions by 21% from 2005 to 2020,2020.0,/city/santa-maria-de-palautordera/spain,,,,,,,1.0,1.0,,,,,,,,,
6537,1.0,,,2011.0,,,Italy,,City,Santa Maria la Carità,22,Reduce community-wide CO2 emissions by 22% from 2011 to 2020,2020.0,/city/santa-maria-la-carita/italy,,,,,,,1.0,1.0,,,,,,,,,
6538,1.0,,,1990.0,1.0,,United States of America,,City,Santa Monica,80,Reduce community-wide CO2e emissions by 80% from 1990 to 2050,2050.0,/city/santa-monica/united-states-of-america,,,,,,,1.0,,,,,,,,,,
6539,,,1.0,,1.0,,United States of America,,City,Santa Monica,,Supply 5% of city-wide electricity demand with renewable sources by 2020,2020.0,/city/santa-monica/united-states-of-america,,,,,,,,,,,,,,,,,
6540,,,1.0,,1.0,,United States of America,,City,Santa Monica,,Supply 4% of municipal electricity demand with renewable sources by 2020,2020.0,/city/santa-monica/united-states-of-america,,,,,,,,,,,,,,,,,
6541,,,1.0,,1.0,,United States of America,,City,Santa Monica,,Supply 100% of city-wide electricity demand from renewable sources by 2025,2025.0,/city/santa-monica/united-states-of-america,,,,,,,,,,,,,,,,,
