name,country,commitments,submission,year,region,population,sectors,target
Riudarenes,Spain,2020,2019-02-06				,2016			,"",2214,Transport; Local electricity production; Others; Public lighting; Municipal buildings equipment facilities; Tertiary buildings equipment facilities; Residential buildings,30%
Riudellots de la Selva,Spain,2020,2018-11-12				,2014			,"",2022,Transport; Public lighting; Residential buildings; Tertiary buildings equipment facilities; Municipal buildings equipment facilities; Others; Local heat cold production; Local electricity production,20%
Riva del Garda,Italy,2020,2018-09-27				,2016			,Trento,16755,Others; Local heat cold production; Local electricity production; Transport; Public lighting; Residential buildings; Tertiary buildings equipment facilities; Municipal buildings equipment facilities,20%
Rivalta di Torino,Italy,2020,2017-02-20				,2014			,"",19483,Transport; Municipal buildings equipment facilities; Residential buildings; Public lighting; Others; Local electricity production; Tertiary buildings equipment facilities,26%
Rivisondoli,Italy,2020,2016-04-28				,2015			,L'Aquila,688,Transport; Local electricity production; Tertiary buildings equipment facilities; Residential buildings; Public lighting; Others,23%
Rivne,Ukraine,2020,2018-08-13				,2014			,"",250205,Tertiary buildings equipment facilities; Municipal buildings equipment facilities; Local electricity production; Industry; Transport; Public lighting; Residential buildings,20%
Rivoli,Italy,2020,2014-12-29				,2013			,Torino,49683,Public lighting; Municipal buildings equipment facilities; Tertiary buildings equipment facilities; Residential buildings; Transport; Others; Local heat cold production,26%
Robbiate,Italy,2020,2015-02-20				,2013			,"",4961,Residential buildings; Transport; Others; Municipal buildings equipment facilities; Local heat cold production; Public lighting; Local electricity production,21%
Robbio,Italy,2020,2016-02-19				,2011			,"",6109,Others; Transport; Municipal buildings equipment facilities; Residential buildings; Public lighting; Local heat cold production; Local electricity production,22%
Robecchetto con Induno,Italy,2020,2016-05-26				,2014			,"",4320,Transport; Local electricity production; Municipal buildings equipment facilities; Public lighting; Local heat cold production; Others,20%
Rocca Pia,Italy,2020,2015-12-17				,2015			,L'Aquila,178,Transport; Local electricity production; Residential buildings; Public lighting; Others,23%
Rocca Priora,Italy,2020,2015-02-18				,2012			,"",11859,Transport; Municipal buildings equipment facilities; Residential buildings; Public lighting; Industry; Others,23%
Rocca di Botte,Italy,2020,2016-04-28				,2015			,L'Aquila,834,Transport; Local electricity production; Municipal buildings equipment facilities; Residential buildings; Public lighting,22%
Rocca di Cambio,Italy,2020,2016-05-04				,2015			,L'Aquila,495,Local electricity production; Residential buildings; Public lighting,23%
Rocca di Mezzo,Italy,2020,2015-06-23				,2015			,L'Aquila,1499,Public lighting; Local electricity production; Residential buildings,20%
Roccacasale,Italy,2020,2016-04-28				,2015			,L'Aquila,712,Transport; Local electricity production; Municipal buildings equipment facilities; Residential buildings; Public lighting,24%
Roccaraso,Italy,2020,2016-05-04				,2015			,L'Aquila,1631,Local electricity production; Municipal buildings equipment facilities; Tertiary buildings equipment facilities; Residential buildings,20%
Roda de Ter,Spain,2020,2016-04-22				,2013			,"",6198,Transport; Local electricity production; Municipal buildings equipment facilities; Tertiary buildings equipment facilities; Residential buildings; Public lighting; Others,20%
Rodengo Saiano,Italy,2020,2016-10-28				,2014			,"",9051,Local electricity production; Transport; Municipal buildings equipment facilities; Tertiary buildings equipment facilities; Residential buildings; Public lighting; Local heat cold production; Others,20%
Romano di Lombardia,Italy,2020,2015-05-21				,2013			,"",19184,Transport; Local heat cold production; Local electricity production; Others; Public lighting; Residential buildings; Tertiary buildings equipment facilities; Municipal buildings equipment facilities,20%
Roncadelle,Italy,2020,2015-11-23				,2013			,"",9490,Municipal buildings equipment facilities; Transport; Local electricity production; Tertiary buildings equipment facilities; Residential buildings; Public lighting; Industry; Local heat cold production; Others,20%
Roncegno Terme,Italy,2020,2017-08-12				,2013			,"",2840,Residential buildings; Transport; Local electricity production; Municipal buildings equipment facilities; Public lighting; Local heat cold production; Others,31%
Ronchi Valsugana,Italy,2020,2017-01-03				,2013			,"",424,Transport; Local electricity production; Municipal buildings equipment facilities; Residential buildings; Public lighting; Local heat cold production; Others,23%
Ronco Briantino,Italy,2020,2015-04-17				,2011			,"",3087,Transport; Others; Public lighting; Municipal buildings equipment facilities; Tertiary buildings equipment facilities; Residential buildings; Local electricity production,22%
Roncobello,Italy,2020,2016-08-09				,2012			,"",440,Transport; Local electricity production; Municipal buildings equipment facilities; Tertiary buildings equipment facilities; Local heat cold production; Residential buildings; Public lighting,91%
Roncoferraro,Italy,2020,2015-01-19				,2012			,Mantova,7290,Industry; Tertiary buildings equipment facilities; Local electricity production; Public lighting; Residential buildings; Municipal buildings equipment facilities; Others; Local heat cold production; Transport,23%
Ronda,Spain,2020,2017-11-09				,2011			,"",36827,Transport; Local electricity production; Municipal buildings equipment facilities; Public lighting; Others,21%
Ronneby,Sweden,2020;2030;ADAPT,2019-05-02				,2013			,"",28000,Municipal buildings equipment facilities; Residential buildings; Public lighting; Industry; Transport; Local electricity production; Local heat cold production; Others; Tertiary buildings equipment facilities,40%
Ronzo Chienis,Italy,2020,2017-07-26				,2015			,"",996,Public lighting; Transport; Municipal buildings equipment facilities; Tertiary buildings equipment facilities; Residential buildings; Industry; Others,20%
Roquetas de Mar,Spain,2020,2018-10-16				,2011			,"",65886,Others; Municipal buildings equipment facilities; Transport,24%
Roses,Spain,2020,2019-03-01				,2019			,"",19896,Transport; Municipal buildings equipment facilities; Public lighting; Others; Residential buildings; Local heat cold production,32.99%
Rossano Veneto,Italy,2020,2015-11-24				,2012			,"",8005,Transport; Municipal buildings equipment facilities; Tertiary buildings equipment facilities; Residential buildings; Public lighting; Local electricity production; Others,21%
Rostock,Germany,2020;ADAPT,2015-02-24				,2010			,"",201096,Local electricity production; Public lighting; Local heat cold production; Others; Transport; Municipal buildings equipment facilities; Residential buildings; Tertiary buildings equipment facilities,24%
Rosà,Italy,2020,2015-02-10				,2012			,"",14138,Local electricity production; Tertiary buildings equipment facilities; Others; Residential buildings; Municipal buildings equipment facilities; Transport; Local heat cold production; Public lighting,24%
Rota,Spain,2020,2018-02-07				,2011			,Cádiz,28904,Others; Transport; Municipal buildings equipment facilities; Local electricity production; Public lighting,20%
Rotselaar,Belgium,2020,2018-01-26				,2016			,Arr. Leuven,16170,Transport; Local electricity production; Municipal buildings equipment facilities; Tertiary buildings equipment facilities; Residential buildings; Public lighting; Industry; Others,20%
Rovato,Italy,2020,2017-06-05				,2014			,"",19117,Transport; Local electricity production; Municipal buildings equipment facilities; Tertiary buildings equipment facilities; Residential buildings; Public lighting; Local heat cold production; Others,20%
Rovellasca,Italy,2020,2016-09-26				,2014			,"",7703,Transport; Local electricity production; Municipal buildings equipment facilities; Residential buildings; Public lighting; Others,20%
Rovereto,Italy,2020,2015-08-06				,2012			,"",38141,Tertiary buildings equipment facilities; Municipal buildings equipment facilities; Transport; Others; Local electricity production; Public lighting; Industry; Residential buildings,23%
Roveré della Luna,Italy,2020,2018-10-12				,2016			,Trento,1590,Others; Local electricity production; Transport; Public lighting; Municipal buildings equipment facilities; Residential buildings; Tertiary buildings equipment facilities,29%
Rovetta,Italy,2020,2015-05-06				,2013			,"",3889,Others; Local heat cold production; Local electricity production; Transport; Public lighting; Residential buildings; Tertiary buildings equipment facilities; Municipal buildings equipment facilities,20%
Rubano,Italy,2020,2017-03-28				,2014			,"",14463,Others; Public lighting; Residential buildings; Industry; Municipal buildings equipment facilities; Transport; Local electricity production,20%
Rubiera,Italy,2020;2030;ADAPT,2017-06-06				,2015			,"",14559,Transport; Local electricity production; Municipal buildings equipment facilities; Residential buildings; Public lighting; Others,20%
Rubí,Spain,2020;2030;ADAPT,2015-04-09				,2010			,"",73778,Municipal buildings equipment facilities; Transport; Local electricity production; Residential buildings; Public lighting; Others; Tertiary buildings equipment facilities,20%
Rudiano,Italy,2020,2015-10-07				,2012			,"",5861,Transport; Local electricity production; Municipal buildings equipment facilities; Public lighting; Others; Residential buildings,21%
Rumst,Belgium,2020,2019-01-14				,2016			,Arr. Antwerpen,15025,Tertiary buildings equipment facilities; Residential buildings; Others; Industry; Transport; Local electricity production; Public lighting; Municipal buildings equipment facilities,20%
Rute,Spain,2020,2018-08-23				,2011			,"",10309,Others; Local electricity production; Transport; Industry; Public lighting; Residential buildings; Tertiary buildings equipment facilities; Municipal buildings equipment facilities,20%
S. João da Pesqueira,Portugal,2020,2018-03-12				,2015			,Douro,7799,Transport; Local electricity production; Municipal buildings equipment facilities; Tertiary buildings equipment facilities; Residential buildings; Public lighting; Industry; Others,20%
STRIANO,Italy,2020,2019-01-28				,2017			,Napoli,8249,Municipal buildings equipment facilities; Residential buildings; Others; Local electricity production; Public lighting; Industry; Transport; Tertiary buildings equipment facilities,41%
Saalfelden,Austria,2020,2015-11-19				,2012			,"",16034,Transport; Local electricity production; Municipal buildings equipment facilities; Tertiary buildings equipment facilities; Residential buildings; Public lighting; Local heat cold production; Others,20%
Sabbioneta,Italy,2020,2016-09-19				,2014			,Mantova,4341,Local electricity production; Transport; Municipal buildings equipment facilities; Tertiary buildings equipment facilities; Residential buildings; Public lighting; Industry; Local heat cold production; Others,20%
Sabrosa,Portugal,2020,2018-08-21				,2015			,Douro,6339,Transport; Industry; Public lighting; Residential buildings; Tertiary buildings equipment facilities; Municipal buildings equipment facilities; Others; Local electricity production,21%
Sacrofano,Italy,2020,2014-11-18				,2012			,"",7288,Transport; Municipal buildings equipment facilities; Residential buildings; Public lighting; Industry; Others,23%
Sagra,Spain,2020,2016-10-12				,2011			,Alicante / Alacant,408,Municipal buildings equipment facilities; Public lighting; Transport; Residential buildings; Tertiary buildings equipment facilities,33%
Sala Baganza,Italy,2020,2018-11-20				,2013			,"",5394,Others; Local heat cold production; Local electricity production; Transport; Industry; Public lighting; Residential buildings; Tertiary buildings equipment facilities; Municipal buildings equipment facilities,25%
Saldus,Latvia,2020,2017-02-22				,2014			,Kurzeme,28156,Transport; Municipal buildings equipment facilities; Residential buildings; Public lighting; Local heat cold production; Others,20%
Sale Marasino,Italy,2020,2015-02-23				,2013			,"",3399,Municipal buildings equipment facilities; Others; Tertiary buildings equipment facilities; Transport; Local electricity production; Local heat cold production; Public lighting; Residential buildings; Industry,25%
Salerno,Italy,2020;ADAPT,2015-02-22				,2012			,"",139579,Transport; Local electricity production; Municipal buildings equipment facilities; Residential buildings; Public lighting; Others,23%
Salinas,Spain,2020;2030;ADAPT,2015-11-23				,2011			,Alicante / Alacant,1585,Others; Tertiary buildings equipment facilities; Municipal buildings equipment facilities; Public lighting; Residential buildings; Local electricity production; Transport,20%
Salle,Italy,2020,2015-03-14				,2015			,"",323,Others; Municipal buildings equipment facilities; Transport,20%
Sallent,Spain,2020,2018-09-14				,2011			,Barcelona,7088,Residential buildings; Others; Public lighting; Tertiary buildings equipment facilities; Municipal buildings equipment facilities; Transport,20%
Salsomaggiore Terme,Italy,2020,2017-11-21				,2015			,"",19735,Transport; Local electricity production; Municipal buildings equipment facilities; Tertiary buildings equipment facilities; Residential buildings; Public lighting; Industry; Others,23%
Salteras,Spain,2020,2016-08-13				,2012			,"",4142,Transport; Municipal buildings equipment facilities; Residential buildings; Public lighting; Others,20%
Saluzzo,Italy,2020,2017-08-28				,2014			,"",17228,Transport; Local electricity production; Municipal buildings equipment facilities; Residential buildings; Public lighting; Others,27%
Salzano,Italy,2020,2015-11-10				,2012			,"",12727,Others; Local electricity production; Transport; Public lighting; Residential buildings; Municipal buildings equipment facilities,20%
Samassi,Italy,2020,2015-11-24				,2012			,"",5338,Transport; Local electricity production; Municipal buildings equipment facilities; Public lighting; Others,25%
Sambir,Ukraine,2020,2018-08-20				,2014			,"",35054,Local heat cold production; Transport; Industry; Residential buildings; Tertiary buildings equipment facilities; Municipal buildings equipment facilities; Public lighting,20%
San Benedetto Po,Italy,2020,2015-02-22				,2012			,Mantova,7655,Others; Public lighting; Transport; Local electricity production; Residential buildings; Industry; Municipal buildings equipment facilities; Local heat cold production; Tertiary buildings equipment facilities,35%
San Benedetto dei Marsi,Italy,2020,2015-12-15				,2015			,L'Aquila,3977,Residential buildings; Municipal buildings equipment facilities; Local electricity production,21%
San Benedetto in Perillis,Italy,2020,2016-05-04				,2015			,L'Aquila,120,Residential buildings; Local electricity production; Public lighting,26%
San Biagio Platani,Italy,2020;2030;ADAPT,2017-12-06				,2015			,"",3468,Local electricity production; Transport; Municipal buildings equipment facilities; Residential buildings; Public lighting; Others,24%
San Biagio di Callalta,Italy,2020,2017-12-05				,2015			,"",13066,Transport; Local electricity production; Municipal buildings equipment facilities; Tertiary buildings equipment facilities; Residential buildings; Public lighting; Others,23%
San Bonifacio,Italy,2020,2016-08-31				,2012			,"",20774,Transport; Local electricity production; Others; Residential buildings; Municipal buildings equipment facilities; Public lighting; Tertiary buildings equipment facilities; Industry,20%
San Demetrio ne' Vestini,Italy,2020,2016-06-23				,2015			,L'Aquila,1883,Local electricity production; Residential buildings; Public lighting,25%
San Donato Milanese,Italy,2020,2015-11-23				,2012			,"",32354,Residential buildings; Transport; Local electricity production; Municipal buildings equipment facilities; Tertiary buildings equipment facilities; Public lighting; Local heat cold production; Others,21%
San Donà di Piave,Italy,2020;2030;ADAPT,2015-11-19				,2012			,Venezia,41774,Transport; Local electricity production; Municipal buildings equipment facilities; Tertiary buildings equipment facilities; Residential buildings; Public lighting; Others,20%
San Fernando,Spain,2020,2018-02-05				,2011			,Cádiz,96366,Transport; Local electricity production; Municipal buildings equipment facilities; Public lighting; Others,20%
San Germano dei Berici,Italy,2020,2016-09-22				,2013			,"",1166,Transport; Local electricity production; Residential buildings; Others; Municipal buildings equipment facilities; Public lighting,27%
San Giorgio Su Legnano,Italy,2020,2017-11-22				,2013			,"",6173,Transport; Local electricity production; Municipal buildings equipment facilities; Tertiary buildings equipment facilities; Residential buildings; Public lighting; Others,21%
San Giorgio di Mantova,Italy,2020,2015-02-13				,2012			,Mantova,9514,Local heat cold production; Residential buildings; Transport; Municipal buildings equipment facilities; Others; Local electricity production; Tertiary buildings equipment facilities; Industry; Public lighting,21%
San Giorgio in Bosco,Italy,2020,2015-11-23				,2013			,"",6289,Municipal buildings equipment facilities; Tertiary buildings equipment facilities; Transport; Public lighting; Local electricity production; Residential buildings,24%
San Giovanni Bianco,Italy,2020,2016-08-08				,2012			,"",5130,Transport; Local electricity production; Municipal buildings equipment facilities; Tertiary buildings equipment facilities; Public lighting; Industry; Local heat cold production; Residential buildings,30%
San Giovanni La Punta,Italy,2020;2030;ADAPT,2017-06-19				,2015			,Catania,22054,Transport; Local electricity production; Municipal buildings equipment facilities; Tertiary buildings equipment facilities; Residential buildings; Public lighting,21%
San Giuseppe Vesuviano,Italy,2020;ADAPT,2019-01-28				,2017			,"",30207,Municipal buildings equipment facilities; Local electricity production; Tertiary buildings equipment facilities; Residential buildings; Industry; Transport; Public lighting; Others,26%
San José del Valle,Spain,2020,2018-01-25				,2011			,Cádiz,4210,Municipal buildings equipment facilities; Others; Local electricity production; Public lighting; Transport,21%
San Juan de Aznalfarache,Spain,2020,2016-08-12				,2011			,"",20121,Transport; Municipal buildings equipment facilities; Public lighting; Others,20%
San Juan del Puerto,Spain,2020,2017-07-28				,2011			,"",8049,Transport; Local electricity production; Municipal buildings equipment facilities; Public lighting; Others,22%
San Lazzaro di Savena,Italy,2020;2030;ADAPT,2018-11-21				,2014			,Bologna,31093,Others; Transport; Municipal buildings equipment facilities; Tertiary buildings equipment facilities; Residential buildings; Industry; Public lighting; Local electricity production; Local heat cold production,20%
San Martino di Lupari,Italy,2020,2017-07-31				,2014			,"",13251,Transport; Local electricity production; Municipal buildings equipment facilities; Tertiary buildings equipment facilities; Residential buildings; Local heat cold production; Others,20%
San Maurizio Canavese,Italy,2020,2017-08-04				,2014			,Torino,9763,Transport; Municipal buildings equipment facilities; Tertiary buildings equipment facilities; Residential buildings; Public lighting; Others,34%
San Mauro Castelverde,Italy,2020;2030;ADAPT,2018-02-09				,2015			,Palermo,1542,Residential buildings; Transport; Local electricity production; Municipal buildings equipment facilities; Tertiary buildings equipment facilities; Public lighting; Local heat cold production; Others,26%
San Mauro Pascoli,Italy,2020,2018-11-22				,2015			,"",11495,Local electricity production; Transport; Public lighting; Residential buildings; Municipal buildings equipment facilities,22%
San Michele al Tagliamento,Italy,2020,2015-02-20				,2012			,"",12130,Municipal buildings equipment facilities; Others; Local electricity production; Tertiary buildings equipment facilities; Transport; Public lighting,20%
San Michele all'Adige,Italy,2020,2017-12-05				,2016			,Trento,3058,Transport; Local electricity production; Municipal buildings equipment facilities; Tertiary buildings equipment facilities; Residential buildings; Public lighting; Others,22%
San Nicolás del Puerto,Spain,2020,2016-08-11				,2011			,"",688,Transport; Local electricity production; Municipal buildings equipment facilities; Residential buildings; Public lighting; Local heat cold production; Others,20%
San Pellegrino Terme,Italy,2020,2016-08-08				,2012			,"",4965,Transport; Local electricity production; Municipal buildings equipment facilities; Tertiary buildings equipment facilities; Public lighting; Industry; Residential buildings; Local heat cold production,37%
San Pio delle Camere,Italy,2020,2016-05-04				,2015			,L'Aquila,651,Transport; Local electricity production; Municipal buildings equipment facilities; Residential buildings,24%
San Roque,Spain,2020,2018-02-05				,2012			,Cádiz,29249,Transport; Others; Local electricity production; Municipal buildings equipment facilities; Industry; Public lighting,20%
San Salvo,Italy,2020,2015-06-21				,2011			,"",19096,Transport; Local electricity production; Municipal buildings equipment facilities; Residential buildings; Public lighting; Local heat cold production; Others,23%
San Sebastián - Donostia,Spain,2020;ADAPT,2015-11-09				,2012			,Guipúzcoa,183308,Local electricity production; Municipal buildings equipment facilities; Others; Residential buildings; Transport; Public lighting; Tertiary buildings equipment facilities,20%
San Stino di Livenza,Italy,2020,2015-11-03				,2012			,Venezia,13088,Others; Municipal buildings equipment facilities; Transport; Residential buildings; Public lighting; Local electricity production,21%
San Vincenzo Valle Roveto,Italy,2020,2015-12-16				,2015			,L'Aquila,2420,Local electricity production; Municipal buildings equipment facilities; Residential buildings,20%
San Vito Romano,Italy,2020,2014-11-27				,2012			,"",3474,Transport; Local electricity production; Municipal buildings equipment facilities; Tertiary buildings equipment facilities; Residential buildings; Public lighting; Industry; Local heat cold production; Others,22%
Sanet y Negrals,Spain,2020;2030;ADAPT,2016-10-12				,2011			,Alicante / Alacant,648,Transport; Residential buildings; Municipal buildings equipment facilities; Tertiary buildings equipment facilities; Public lighting,36%
Sanlúcar de Barrameda,Spain,2020,2018-01-16				,2012			,Cádiz,65805,Transport; Local electricity production; Municipal buildings equipment facilities; Others,20%
Sanlúcar la Mayor,Spain,2020;2030;ADAPT,2016-08-11				,2012			,Sevilla,13583,Transport; Local electricity production; Municipal buildings equipment facilities; Residential buildings; Public lighting; Others,24%
Sant  Mori,Spain,2020,2019-02-14				,2015			,"",168,Residential buildings; Municipal buildings equipment facilities; Public lighting; Transport; Others,33%
Sant Adrià de Besòs,Spain,2020,2014-12-17				,2011			,"",33761,Municipal buildings equipment facilities; Transport; Others; Local electricity production; Residential buildings; Public lighting,21%
Sant Andreu de Llavaneres,Spain,2020,2016-03-11				,2012			,"",9745,Transport; Local electricity production; Municipal buildings equipment facilities; Residential buildings; Public lighting; Others; Tertiary buildings equipment facilities,20%
Sant Andreu de la Barca,Spain,2020;2030;ADAPT,2017-03-24				,2011			,"",26401,Transport; Municipal buildings equipment facilities; Public lighting; Others; Local electricity production; Residential buildings,20%
Sant Bartomeu del Grau,Spain,2020,2017-03-27				,2011			,"",957,Residential buildings; Transport; Local electricity production; Municipal buildings equipment facilities; Tertiary buildings equipment facilities; Public lighting; Others,39%
Sant Boi de Llobregat,Spain,2020,2015-10-21				,2009			,"",82428,Transport; Municipal buildings equipment facilities; Public lighting; Local electricity production; Others; Residential buildings; Tertiary buildings equipment facilities; Local heat cold production,20%
Sant Boi de Lluçanès,Spain,2020,2017-02-15				,2014			,"",559,Public lighting; Municipal buildings equipment facilities; Transport; Residential buildings; Tertiary buildings equipment facilities; Others; Local electricity production,20%
Sant Cebrià de Vallalta,Spain,2020,2016-03-11				,2013			,"",3400,Others; Transport; Local electricity production; Municipal buildings equipment facilities; Residential buildings; Public lighting; Tertiary buildings equipment facilities,23%
Sant Celoni,Spain,2020;2030;ADAPT,2015-02-06				,2011			,"",16860,Transport; Local electricity production; Municipal buildings equipment facilities; Residential buildings; Public lighting; Local heat cold production; Others,20%
Sant Climent Sescebes,Spain,2020,2018-12-21				,2014			,"",582,Public lighting; Tertiary buildings equipment facilities; Municipal buildings equipment facilities; Others; Transport; Local electricity production; Residential buildings,20%
Sant Climent de Llobregat,Spain,2020,2017-12-18				,2017			,Barcelona,4024,Transport; Local electricity production; Municipal buildings equipment facilities; Tertiary buildings equipment facilities; Residential buildings; Public lighting; Others,28%
Sant Cugat Sesgarrigues,Spain,2020,2015-03-26				,2011			,"",932,Transport; Local electricity production; Municipal buildings equipment facilities; Residential buildings; Public lighting; Local heat cold production; Others,20%
Sant Cugat del Vallès,Spain,2020;2030;ADAPT,2015-04-17				,2009			,Barcelona,90664,Municipal buildings equipment facilities; Local heat cold production; Others; Residential buildings; Transport; Local electricity production; Tertiary buildings equipment facilities; Public lighting,20%
Sant Esteve Sesrovires,Spain,2020,2016-03-04				,2009			,"",7202,Transport; Local electricity production; Municipal buildings equipment facilities; Tertiary buildings equipment facilities; Residential buildings; Public lighting; Others,20%
Sant Feliu de Buixalleu ,Spain,2020,2019-03-07				,2014			,"",768,Residential buildings; Local electricity production; Local heat cold production; Tertiary buildings equipment facilities; Public lighting; Municipal buildings equipment facilities; Transport; Others,28%
Sant Feliu de Llobregat,Spain,2020;2030;ADAPT,2017-05-26				,2015			,Barcelona,43715,Transport; Local electricity production; Municipal buildings equipment facilities; Residential buildings; Public lighting; Others,20%
Sant Fost de Campsentelles,Spain,2020,2018-11-23				,2015			,"",8777,Others; Local electricity production; Transport; Municipal buildings equipment facilities; Public lighting; Residential buildings; Tertiary buildings equipment facilities; Local heat cold production,21%
Sant Fruitós de Bages,Spain,2020,2015-12-15				,2013			,"",8194,Transport; Municipal buildings equipment facilities; Tertiary buildings equipment facilities; Residential buildings; Public lighting; Others; Local heat cold production; Local electricity production,20%
Sant Gregori,Spain,2020,2017-12-22				,2014			,"",3280,Transport; Residential buildings; Local electricity production; Municipal buildings equipment facilities; Tertiary buildings equipment facilities; Public lighting; Local heat cold production; Others,22%
Sant Hilari Sacalm,Spain,2020,2017-03-31				,2013			,"",5729,Transport; Local electricity production; Municipal buildings equipment facilities; Tertiary buildings equipment facilities; Residential buildings; Public lighting; Local heat cold production; Others,21%
Sant Hipòlit de Voltregà,Spain,2020,2016-01-25				,2011			,"",3447,Transport; Local electricity production; Municipal buildings equipment facilities; Residential buildings; Public lighting; Others,26%
Sant Iscle de Vallalta,Spain,2020,2016-06-27				,2012			,"",1280,Transport; Local electricity production; Municipal buildings equipment facilities; Tertiary buildings equipment facilities; Residential buildings; Public lighting; Others,20%
Sant Joan Despí,Spain,2030;ADAPT,2015-02-26				,2010			,"",32030,Transport; Local electricity production; Municipal buildings equipment facilities; Residential buildings; Others; Public lighting; Tertiary buildings equipment facilities,20%
Sant Joan de Vilatorrada,Spain,2020;2030;ADAPT,2015-12-16				,2011			,"",10779,Transport; Local electricity production; Municipal buildings equipment facilities; Tertiary buildings equipment facilities; Residential buildings; Public lighting; Others,20%
Sant Joan d’Alacant,Spain,2020,2018-02-09				,2013			,Alicante / Alacant,22804,Transport; Local electricity production; Municipal buildings equipment facilities; Public lighting; Others,20%
Sant Julià de Vilatorta,Spain,2020,2017-03-27				,2015			,"",3117,Transport; Local electricity production; Municipal buildings equipment facilities; Tertiary buildings equipment facilities; Residential buildings; Public lighting; Others,20%
Sant Julià del Llor i Bonmatí,Spain,2020,2019-02-11				,2015			,"",1248,Local electricity production; Municipal buildings equipment facilities; Residential buildings; Others; Transport; Tertiary buildings equipment facilities; Public lighting; Local heat cold production,22%
Sant Just Desvern,Spain,2020;2030;ADAPT,2015-04-17				,2009			,"",15811,Others; Transport; Local electricity production; Municipal buildings equipment facilities; Tertiary buildings equipment facilities; Residential buildings; Public lighting,20%
Sant Llorenç d'Hortons,Spain,2020,2017-05-22				,2013			,"",2500,Municipal buildings equipment facilities; Others; Transport; Public lighting; Residential buildings,26%
Sant Marti Sesgueioles,Spain,2020,2017-05-26				,2011			,"",371,Others; Transport; Municipal buildings equipment facilities; Residential buildings; Local electricity production; Tertiary buildings equipment facilities; Public lighting,20%
Sant Marti de Tous,Spain,2020,2015-12-03				,2011			,"",1160,Local electricity production; Public lighting; Residential buildings; Transport; Others; Municipal buildings equipment facilities,20%
Sant Martí de Centelles,Spain,2020,2017-02-15				,2014			,"",1109,Transport; Local electricity production; Municipal buildings equipment facilities; Tertiary buildings equipment facilities; Residential buildings; Public lighting; Local heat cold production; Others,20%
Sant Martí de Llémena,Spain,2020,2017-02-23				,2014			,"",596,Transport; Local electricity production; Municipal buildings equipment facilities; Residential buildings; Public lighting; Others,21%
Sant Pere de Ribes,Spain,2020,2016-05-19				,2012			,"",29149,Transport; Local electricity production; Municipal buildings equipment facilities; Tertiary buildings equipment facilities; Residential buildings; Public lighting; Others,20%
Sant Pere de Riudebitlles,Spain,2020,2018-01-29				,2013			,"",2373,Transport; Local electricity production; Municipal buildings equipment facilities; Tertiary buildings equipment facilities; Residential buildings; Public lighting; Others,20%
Sant Pere de Vilamajor,Spain,2020,2015-05-12				,2012			,"",4256,Local electricity production; Transport; Municipal buildings equipment facilities; Residential buildings; Public lighting; Others; Local heat cold production; Tertiary buildings equipment facilities,23%
Sant Pol de Mar,Spain,2020,2016-03-11				,2013			,"",5241,Municipal buildings equipment facilities; Others; Public lighting; Transport; Tertiary buildings equipment facilities,34%
Sant Quintí de Mediona,Spain,2020,2017-11-30				,2011			,"",2167,Transport; Municipal buildings equipment facilities; Residential buildings; Public lighting; Others; Tertiary buildings equipment facilities,22%
Sant Quirze de Besora,Spain,2020,2015-07-07				,2011			,"",2069,Transport; Others; Municipal buildings equipment facilities; Tertiary buildings equipment facilities; Local electricity production; Residential buildings; Public lighting,23%
Sant Quirze del Vallès,Spain,2020,2015-12-03				,2011			,"",18462,Transport; Local electricity production; Municipal buildings equipment facilities; Tertiary buildings equipment facilities; Residential buildings; Public lighting; Others,24%
Sant Sadurní d'Anoia,Spain,2020,2017-10-20				,2010			,"",12237,Transport; Local electricity production; Municipal buildings equipment facilities; Tertiary buildings equipment facilities; Residential buildings; Public lighting; Others,20%
Sant Salvador de Guardiola,Spain,2020,2015-12-17				,2011			,"",3082,Transport; Local electricity production; Municipal buildings equipment facilities; Tertiary buildings equipment facilities; Residential buildings; Public lighting; Others; Local heat cold production,20%
Sant Vicenç de Castellet,Spain,2020,2017-10-20				,2015			,"",9300,Transport; Municipal buildings equipment facilities; Tertiary buildings equipment facilities; Residential buildings; Public lighting; Others; Local heat cold production,20%
Sant Vicenç de Montalt,Spain,2020,2017-01-27				,2012			,"",5627,Local electricity production; Public lighting; Municipal buildings equipment facilities; Transport; Residential buildings; Others; Tertiary buildings equipment facilities,20%
Sant Vicenç de Torelló,Spain,2020,2015-12-01				,2010			,"",1996,Transport; Municipal buildings equipment facilities; Local electricity production; Residential buildings; Local heat cold production; Tertiary buildings equipment facilities; Others; Public lighting,22%
Sant'Agata Li Battiati,Italy,2020;2030;ADAPT,2019-01-25				,2018			,"",9000,Others; Municipal buildings equipment facilities; Tertiary buildings equipment facilities; Residential buildings; Public lighting; Transport; Local electricity production,20%
Sant'Agata sul Santerno,Italy,2020;2030;ADAPT,2018-11-28				,2013			,"",2849,Industry; Transport; Tertiary buildings equipment facilities; Public lighting; Others; Municipal buildings equipment facilities; Local heat cold production; Residential buildings; Local electricity production,55%
Sant'Ambrogio di Valpolicella,Italy,2020,2017-10-06				,2012			,"",11635,Transport; Industry; Others; Residential buildings; Municipal buildings equipment facilities; Tertiary buildings equipment facilities; Local electricity production; Public lighting,20%
