,name,entity_type,constituency,coordinator,city,country,remarks,const
604,National Ecological Centre of Ukraine,Non-governmental organizations,Constituency - Environmental CAN,Ms. Khrystyna Rudnytska,Kiev,Ukraine,,ENGO
605,National Institute for Environmental Studies,Non-governmental organizations,Constituency - Research and independent,Mr. Atsuhiko Yoshimura,Tsukuba,Japan,,RINGO
606,National Institute of Public Health and the Environment,Non-governmental organizations,Constituency - Research and independent,Mr. Rob Maas,Bilthoven,Netherlands,,RINGO
607,National University of Singapore,Non-governmental organizations,Constituency - Research and independent,Ms. Melissa Yu Xing Low,Singapore,Singapore,,RINGO
608,National Wildlife Federation,Non-governmental organizations,Constituency - Environmental CAN,Ms. Nathalie Walker,Reston,United States of America,,ENGO
609,National Youth Achievement Award Association,Non-governmental organizations,Constituency - Youth,Ms. Aileen Yap,Singapore,Singapore,,Youth
610,Native American Rights Fund,Non-governmental organizations,Constituency - Indigenous peoples,Mr. Kim Jerome Gottschalk,Boulder,United States of America,,IPO
611,Natural Resources Defense Council,Non-governmental organizations,Constituency - Environmental CAN,Mr. Jacob Schmidt,New York,United States of America,,ENGO
612,Nature and Biodiversity Conservation Union,Non-governmental organizations,Constituency - Environmental CAN,Mr. Kristian Kloeckner,Berlin,Germany,,ENGO
613,Nature and Life Foundation,Non-governmental organizations,Constituency - Environmental,Mr. Abdul Muqeed Majumdar,Dhaka,Bangladesh,,ENGO
614,Naturefriends International,Non-governmental organizations,Constituency - Environmental,Ms. Andrea Lichtenecker,Vienna,Austria,,ENGO
615,Neighbour Organization Nepal,Non-governmental organizations,Constituency - Environmental,Mr. Basanta Raj Gautam,Kathmandu,Nepal,,ENGO
616,Neongreen Network,Non-governmental organizations,Constituency - Environmental,Ms. Angie Rattay,Vienna,Austria,,ENGO
617,Nepal Federation of Indigenous Nationalities,Non-governmental organizations,Constituency - Indigenous peoples,Mr. Tunga Bhadra Rai,Kathmandu,Nepal,,IPO
618,Network of Regional Governments for Sustainable Development,Non-governmental organizations,Constituency - Local government and Municipal authorities,Ms. Heloise Chicou,Brussels,Belgium,"completed manually from UNFCCC website; renamed ""Regions4 for Sustainable Development""",LGMA
619,Network Peace Integration and Development,Non-governmental organizations,Constituency - Youth,Ms. Gladys Lorena Terrazas Arnez,La Paz,Bolivia (Plurinational State of),,Youth
620,New Energy and Industrial Technology Development Organization,Non-governmental organizations,Constituency - Research and independent,Mr. Toshio Kosuge,Kawasaki,Japan,,RINGO
621,New Venture Fund,Non-governmental organizations,Constituency - Research and independent,Mr. Travis Franck,Washington,United States of America,,RINGO
622,New York University,Non-governmental organizations,Constituency - Research and independent,Mr. Richard Bryce Rudyk,New York,United States of America,,RINGO
623,New Zealand Youth Delegation Incorporated,Non-governmental organizations,Constituency - Youth,Mr. Matthew John Gibbons,Wellington,New Zealand,,Youth
624,Nexus Carbon for Development Limited,Non-governmental organizations,Constituency - Environmental,Ms. Claire Dufour,Phnom Penh,Cambodia,,ENGO
625,NFD Centre for Environment Education,Non-governmental organizations,Constituency - Environmental,Ms. Rixa Schwarz,Ahmedabad,India,,ENGO
626,"NGO Committee on the Status of Women, NY, Inc.",Non-governmental organizations,Constituency - Women and Gender,Ms. Soon-Young Yoon,New York City,United States of America,,Women and Gender
627,Non-Timber Forest Products-Exchange Programme Incorporated,Non-governmental organizations,Constituency - Environmental,Ms. Maria Cristina Sanchez Guerrero,Quezon City,Philippines,,ENGO
628,Nordic Folkecenter for Renewable Energy,Non-governmental organizations,Constituency - Environmental,Mr. Daniele Pagani,Hurup Thy,Denmark,,ENGO
629,"North American Energy Standards Board, Inc.",Non-governmental organizations,Constituency - Business and Industry,Mr. Jonathan Booe,Houston,United States of America,,BINGO
630,Northeastern University,Non-governmental organizations,Constituency - Research and independent,Ms. Denise Garcia Lapon,Boston,United States of America,,RINGO
631,Norwegian Confederation of Trade Unions,Non-governmental organizations,Constituency - Trade Unions,Ms. Anne-Beth Skrede,Oslo,Norway,,TUNGO
632,Norwegian Forum for Environment and Development,Non-governmental organizations,Constituency - Environmental CAN,Ms. Lillian Bredal Eriksen,Oslo,Norway,,ENGO
633,Norwegian Refugee Council,Non-governmental organizations,Constituency - Environmental,Ms. Nina M Birkeland,Oslo,Norway,,ENGO
634,Norwegian University of Life Sciences,Non-governmental organizations,Constituency - ENGO,Ms. Joanna Boddens-Hosang,Ås,Norway,,ENGO
635,Notre Affaire à Tous,Non-governmental organizations,Constituency - Environmental,Ms. Marine Calmet,Paris,France,,ENGO
636,NPO Tuvalu Overview,Non-governmental organizations,Constituency - Environmental,Mr. Shuichi Endo,Tokyo,Japan,,ENGO
637,Nuclear Energy Institute,Non-governmental organizations,Constituency - Business and Industry,Ms. Carol Lynn Berrigan,Washington,United States of America,,BINGO
638,Nuclear Information and Resource Service,Non-governmental organizations,Constituency - Environmental,Mr. Timothy Judson,Maryland,United States of America,,ENGO
639,Nurses Across the Borders,Non-governmental organizations,Constituency - Environmental,Mr. Peters Osawaru Omoragbon,Lagos,Nigeria,,ENGO
640,Observatoire méditerranéen de l'énergie,Non-governmental organizations,Constituency - Business and Industry,Mme Houda Allal,Sophie-Antipolis,France,,BINGO
641,Observatoire pour la Protection de l'Environnement et des Monuments Historiques de Tanger,Non-governmental organizations,Constituency - Environmental,Mr. Said Chakri,Tanger,Morocco,,ENGO
642,Oceana Inc.,Non-governmental organizations,Constituency - Environmental,Ms. Jacqueline Savitz,Washington,United States of America,,ENGO
643,"Oeko-Institut (Institute for Applied Ecology e.V.), Berlin",Non-governmental organizations,Constituency - Research and independent,Mr. Lambert Richard Schneider,Berlin,Germany,completed manually from UNFCCC website,RINGO
644,Oil Change International,Non-governmental organizations,Constituency - Environmental CAN,Ms. Elizabeth Bast,Washington,United States of America,,ENGO
645,One Sky - Canadian Insitute of Sustainable Living,Non-governmental organizations,Constituency - Environmental,Mr. Michael Simpson,Smithers,Canada,completed manually from UNFCCC website,ENGO
646,OpenTeam,Non-governmental organizations,Constituency - Environmental,Mr. Sokha Hin,Paris,France,,ENGO
647,Organic Consumers Association,Non-governmental organizations,Constituency - Environmental,Ms. Ercilia Sahores,Finland,United States of America,,ENGO
648,Organisation pour le Respect de l'Environnement dans l'Entreprise,Non-governmental organizations,Constituency - Environmental,Mme Nathalie Boyer,Paris,France,,ENGO
649,Oro Verde - Tropical Forest Foundation,Non-governmental organizations,Constituency - Environmental CAN,Ms. Elke Mannigel,Bonn,Germany,,ENGO
650,Overseas Development Institute,Non-governmental organizations,Constituency - Research and independent,Ms. Catherine Stockwell,London,United Kingdom of Great Britain and Northern Ireland,,RINGO
651,"Overseas Environmental Cooperation Center, Japan",Non-governmental organizations,Constituency - Research and independent,Mr. Satoshi Iemoto,Tokyo,Japan,,RINGO
652,OXFAM International,Non-governmental organizations,Constituency - Environmental CAN,Ms. Tracy Carty,Oxford,United Kingdom of Great Britain and Northern Ireland,,ENGO
653,Oxford Climate Policy,Non-governmental organizations,Constituency - Research and independent,Mr. Benito Müller,Oxford,United Kingdom of Great Britain and Northern Ireland,,RINGO
654,P3 Foundation,Non-governmental organizations,Constituency - Youth,Mr. David Tong,Auckland,New Zealand,,Youth
655,Pacific Forest Trust,Non-governmental organizations,Constituency - Environmental,Ms. Laurie Wayburn,San Francisco,United States of America,,ENGO
656,PAIRVI Associates,Non-governmental organizations,Constituency - Environmental,Mr. Ajay Kumar Jha,New Dehli,India,,ENGO
657,Pan African Climate Justice Alliance,Non-governmental organizations,Constituency - Environmental,Mr. Joseph Mithika Mwenda,Nairobi,Kenya,,ENGO
658,ParisTech,Non-governmental organizations,Constituency - Research and independent,Mme Sandrine Selosse,Paris,France,,RINGO
659,Partenariat Français pour l'Eau,Non-governmental organizations,Constituency - Environmental,M. Alexandre Alix,Nanterre,France,,ENGO
660,Partnership for Observation of the Global Oceans Society,Non-governmental organizations,Constituency - Research and independent,Ms. Sophie Seeyave,Plymouth,United Kingdom of Great Britain and Northern Ireland,completed manually from UNFCCC website,RINGO
661,Parvati,Non-governmental organizations,Constituency - Environmental,Ms. Karen Ho,Richmond,Canada,,ENGO
662,Peace Boat Disaster Relief Volunteer Center,Non-governmental organizations,Constituency - Environmental,Ms. Rachel Armstrong,Tokyo,Japan,,ENGO
663,Pembina Institute for Appropriate Development,Non-governmental organizations,Constituency - Environmental CAN,Mr. Bora Plumptre,Calgary,Canada,,ENGO
664,Pennsylvania Environmental Resource Consortium,Non-governmental organizations,Constituency - Research and independent,Mr. Donald Arthur Brown,Camp Hill,United States of America,,RINGO
665,Pennsylvania State University,Non-governmental organizations,Constituency - Research and independent,Ms. Lisa Skripek,University Park,United States of America,,RINGO
666,Peoples' Forum 2001 GWRG,Non-governmental organizations,Constituency - ENGO,Ms. Hye-Sook Park,Tokyo,Japan,,ENGO
667,Plan International,Non-governmental organizations,Constituency - ENGO,Ms. Jessica Cooke,London,United Kingdom of Great Britain and Northern Ireland,,ENGO
668,Planète Amazone,Non-governmental organizations,Constituency - Indigenous peoples,Mr. Gert Bruch,Courbevoie,France,,IPO
669,Plant for the Planet Foundation,Non-governmental organizations,Constituency - Environmental,Ms. Helge Maren Bork,Tutzing,Germany,,ENGO
670,Plymouth Marine Laboratory,Non-governmental organizations,Constituency - Environmental,Ms. Thecla Keizer,Plymouth,United Kingdom of Great Britain and Northern Ireland,,ENGO
671,Point Reyes Bird Observatory,Non-governmental organizations,,,Bolinas,United States of America,completed manually,not yet affiliated/no data
672,Polar Bears International,Non-governmental organizations,Constituency - Environmental,Mr. Geoff York,Bozeman,United States of America,,ENGO
673,Polish Ecological Club,Non-governmental organizations,Constituency - Environmental CJN,Ms. Urszula Stefanowicz,Kraków,Poland,,ENGO
674,Pomona College,Non-governmental organizations,Constituency - Research and independent,Mr. Richard Worthington,Claremont,United States of America,,RINGO
675,Potsdam Institute for Climate Impact Research,Non-governmental organizations,Constituency - Research and independent,Ms. Annika Günther,Potsdam,Germany,,RINGO
676,Practical Action,Non-governmental organizations,Constituency - Environmental CAN,Mr. Colin Ian McQuistan,Rugby,United Kingdom of Great Britain and Northern Ireland,,ENGO
677,Presbyterian Church (U.S.A.),Non-governmental organizations,Constituency - Environmental CAN,Ms. Rebecca Jane Barnes,Louisville,United States of America,,ENGO
678,PRI Association,Non-governmental organizations,Constituency - Business and Industry,Mr. Jack Balsdon,London,United Kingdom of Great Britain and Northern Ireland,,BINGO
679,Prima Klima - weltweit - e.V.,Non-governmental organizations,,,Bergisch Gladbach,Germany,completed manually,not yet affiliated/no data
680,Pro-Natura International,Non-governmental organizations,Constituency - Environmental,Mr. Guy Reinaud,Paris,France,,ENGO
681,ProClim - Forum for Climate and Global Change,Non-governmental organizations,Constituency - Research and independent,Ms. Karin Ammon,Bern,Switzerland,,RINGO
682,Project 90 by 2030,Non-governmental organizations,Constituency - Environmental CAN,Ms. Olivia Andrews,Cape Town,South Africa,,ENGO
683,Project Developer Forum Ltd.,Non-governmental organizations,Constituency - Business and Industry,Mr. Sven Gunther Kolmetz,London,United Kingdom of Great Britain and Northern Ireland,,BINGO
684,Public Health Institute,Non-governmental organizations,Constituency - Local government and Municipal authorities,Ms. Linda Rudolph,Oakland,United States of America,,LGMA
685,Purdue University - Purdue Climate Change Research Center,Non-governmental organizations,Constituency - Research and independent,M. Filley,West Lafayette,United States of America,,RINGO
686,Pusan National University - Marine Research Institute,Non-governmental organizations,Constituency - Research and independent,Mr. Ik Kyo Chung,Busan Metro City,Republic of Korea,,RINGO
687,PUSH Sweden,Non-governmental organizations,Constituency - Environmental,Mr. Adam Leckius,Stockholm,Sweden,,ENGO
688,Quaker Earthcare Witness,Non-governmental organizations,Constituency - Environmental,Ms. Shelley Tanenbaum,Albany,United States of America,,ENGO
689,R20 - Regions of Climate Action,Non-governmental organizations,Constituency - Environmental,Mr. Christophe Nuttall,Geneva,Switzerland,,ENGO
690,Rainforest Alliance,Non-governmental organizations,Constituency - Environmental,Mr. Martin Noponen,New York,United States of America,,ENGO
691,Rainforest Foundation Norway,Non-governmental organizations,Constituency - Environmental CAN,Ms. Monica Camacho Mejia,Oslo,Norway,,ENGO
692,Rainforest Partnership,Non-governmental organizations,Constituency - Environmental,Ms. Niyanta Spelman,Austin,United States of America,,ENGO
693,Rare,Non-governmental organizations,Constituency - Environmental,Ms. Arlane Marietta Steins - Meier,Arlington,United States of America,,ENGO
694,"Refrigerants, Naturally e.V.",Non-governmental organizations,Constituency - Business and Industry,Mr. Dietram Oppelt,Königstein,Germany,,BINGO
695,Regional Environmental Centre for Central Asia,Non-governmental organizations,Constituency - Environmental,Ms. Irina Bekmirzaeva,Almaty,Kazakhstan,,ENGO
696,"Regional Institute of Health, Medicine and Research",Non-governmental organizations,Constituency - Research and independent,Mr. Vijay Sharma,Jaipur,India,,RINGO
697,Remote Sensing Technology Center of Japan,Non-governmental organizations,Constituency - Research and independent,Mr. Masatoshi Kamei,Tokyo,Japan,,RINGO
698,Renewable Energy and Energy Efficiency Partnership,Non-governmental organizations,Constituency - Environmental,Ms. Eszter Winkler,Vienna,Austria,,ENGO
699,Renewable Energy Institute,Non-governmental organizations,Constituency - Research and independent,Ms. Mika Ohbayashi,Tokyo,Japan,,RINGO
700,Renewable Energy Policy Network,Non-governmental organizations,Constituency - Environmental,Ms. Laura Williamson,Paris,France,,ENGO
701,Renewables Grid Initiative e.V.,Non-governmental organizations,Constituency - Environmental,Ms. Antonella Battaglini,Berlin,Germany,,ENGO
702,Renmin University of China,Non-governmental organizations,Constituency - Research and independent,Mr. Ji Zou,Beijing,China,,RINGO
703,"Research and Development Centre, Nepal",Non-governmental organizations,Constituency - Research and independent,Mr. Ramdhyan Prasad Yadav,Kathmandu,Nepal,,RINGO
704,Research Center for Eco-Environmental Sciences in Shanxi,Non-governmental organizations,Constituency - Environmental,Mr. Xudong Su,Taiyuan,China,,ENGO
705,Research Centre for Sustainable Development,Non-governmental organizations,Constituency - Research and independent,Ms. Francesca Farioli,Rome,Italy,,RINGO
706,Research Institute of Innovative Technology for the Earth,Non-governmental organizations,Constituency - Research and independent,Mr. Haruo Kanaboshi,Kyoto,Japan,,RINGO
707,Réseau Action Climat - France,Non-governmental organizations,Constituency - Environmental CAN,Ms. Aurore Mathieu,Montreuil,France,,ENGO
708,Réseau Communautaire pour le Pauvre,Non-governmental organizations,Constituency - Environmental,Mr. Feli Esau Ubebu,Kinshasa,Democratic Republic of the Congo,,ENGO
709,Réseau Environnement,Non-governmental organizations,Constituency - Business and Industry,Ms. Marie-Claire Dumont,Montréal,Canada,,BINGO
710,Réseau Français des Etudiants pour le Développement Durable,Non-governmental organizations,Constituency - Youth,Mr. Lucas Paoli,Paris,France,,Youth
711,Reseau International des Organismes de Bassin,Non-governmental organizations,,,Paris,France,completed manually,not yet affiliated/no data
712,Resources for the Future,Non-governmental organizations,Constituency - ENGO,Ms. Kristin Hayes,Washington,United States of America,,ENGO
713,Responding to Climate Change,Non-governmental organizations,Constituency - Business and Industry,Ms. Nicole Serrij,London,United Kingdom of Great Britain and Northern Ireland,,BINGO
714,Results Education,Non-governmental organizations,Constituency - ENGO,Ms. Rosemary Forest,London,United Kingdom of Great Britain and Northern Ireland,,ENGO
715,"Reusa Misión Planeta, A.C.",Non-governmental organizations,Constituency - Environmental,Mme Isela Indira Salas Juárez,Iztapalapa,Mexico,,ENGO
716,Rheinische Friedrich-Wilhelms-Universität Bonn,Non-governmental organizations,Constituency - Research and independent,Ms. Sandra Gilgan,Bonn,Germany,,RINGO
717,"Rights and Resources Institute, Inc.",Non-governmental organizations,Constituency - Environmental,Mr. Joseph Bono,Washington,United States of America,,ENGO
718,Rio de Janeiro Environmental Exchange,Non-governmental organizations,Constituency - Environmental,Ms. Roberta Rubim Del Giudice,Rio de Janeiro,Brazil,,ENGO
719,"Rockefeller Brothers Fund, Inc.",Non-governmental organizations,Constituency - Environmental,Mr. Thomas Kruse,New York,United States of America,,ENGO
720,"Rockefeller Philanthropy Advisors, Inc.",Non-governmental organizations,Constituency - Research and independent,Ms. Rachel Mary Potter,New York,United States of America,,RINGO
721,Rocky Mountain Institute,Non-governmental organizations,Constituency - Environmental,Ms. Denali Rose Hussin,Boulder,United States of America,,ENGO
722,Rosa-Luxemburg-Stiftung-Gesellschaftsanalye und politische Bildung e.V.,Non-governmental organizations,,,Berlin,Germany,completed manually,not yet affiliated/no data
723,Roundtable on Sustainable Palm Oil,Non-governmental organizations,Constituency - ENGO,Mr. Darrel Webber,Kuala Lumpur,Malaysia,,ENGO
724,Rural Development Institute,Non-governmental organizations,Constituency - Research and independent,Ms. Ashleigh Nicole Flowers,Seattle,United States of America,,RINGO
725,Sabanci University,Non-governmental organizations,Constituency - Environmental,Mr. Umit Sahin,Istanbul,Turkey,,ENGO
726,Sahkar Social Welfare Association,Non-governmental organizations,Constituency - Women and Gender,Mr. Riaz Hussain Chandio,Larkana,Pakistan,,Women and Gender
727,Saint John's University,Non-governmental organizations,Constituency - Research and independent,Ms. Jean Lavigne,Collegeville,United States of America,,RINGO
728,Sasakawa Peace Foundation,Non-governmental organizations,Constituency - Environmental,Ms. Miko Maekawa,Tokyo,Japan,,ENGO
729,Sauvons Le Climat,Non-governmental organizations,Constituency - Environmental,Mr. Stephan Savarese,Paris,France,,ENGO
730,Save the Children International,Non-governmental organizations,Constituency - Youth,Mr. Christophe Belperron,London,United Kingdom of Great Britain and Northern Ireland,,Youth
731,School of Environmental Studies Education Foundation,Non-governmental organizations,Constituency - Environmental,Mr. Craig Johnson,Apple Valley,United States of America,,ENGO
732,Seas at Risk,Non-governmental organizations,Constituency - Environmental,Mr. John Maggs,Brussels,Belgium,,ENGO
733,SeaTrust Institute,Non-governmental organizations,Constituency - Research and independent,Ms. Lynn Wilson,Olympia,United States of America,,RINGO
734,Sentinel Advocacy,Non-governmental organizations,Constituency - Environmental,Ms. Brook Meakins,Berkeley,United States of America,,ENGO
735,Seoul International Law Academy,Non-governmental organizations,Constituency - Research and independent,Mr. Suh Yong Chung,Seoul,Republic of Korea,,RINGO
736,Servicios en Comunicación Intercultural,Non-governmental organizations,Constituency - Research and independent,Sr. Rafael Humberto Ponte Calderon,Lima,Peru,,RINGO
737,Shakti Sustainable Energy Foundation,Non-governmental organizations,Constituency - Environmental,Mr. Kunal Sharma,New Delhi,India,,ENGO
738,Shan Shui Conservation Center,Non-governmental organizations,Constituency - Environmental CAN,Ms. Xiangying Shi,Beijing,China,,ENGO
739,Shinji Shumeikai,Non-governmental organizations,Constituency - Environmental,Ms. Kristina Mayo,Koka,Japan,,ENGO
740,Sierra Club,Non-governmental organizations,Constituency - Environmental CAN,Mr. John Coequyt,Washington,United States of America,,ENGO
741,"SILVA, Arbres, Forêts et Sociétes",Non-governmental organizations,Constituency - Environmental,Mr. Joseph Francois Racapé,Paris,France,,ENGO
742,Simon Fraser University,Non-governmental organizations,Constituency - Research and independent,Mr. Michael Douglas Small,Burnaby,Canada,,RINGO
743,SNV Netherlands Development Organisation,Non-governmental organizations,Constituency - Environmental,Ms. Janne Maria Teule,The Hague,Netherlands,,ENGO
744,Società Italiana per le Scienze del Clima,Non-governmental organizations,Constituency - Research and independent,Ms. Martina Gambaro,Marghera-Venice,Italy,,RINGO
745,Society for Peoples Education and Economic Change,Non-governmental organizations,Constituency - Women and Gender,Mr. John Devavaram,Tamilnadu,India,,Women and Gender
746,Society for Threatened Peoples International,Non-governmental organizations,Constituency - Indigenous peoples,Mr. Ulrich Delius,Goettingen,Germany,,IPO
747,Solar Cookers International,Non-governmental organizations,Constituency - Environmental,Mr. Alan Bigelow,Sacramento,United States of America,,ENGO
748,Solar Energy Industries Association,Non-governmental organizations,Constituency - Business and Industry,Ms. Azra Chughtai,Washington DC,United States of America,,BINGO
749,SOS SAHEL International France,Non-governmental organizations,Constituency - Farmers,Ms. Emilie Rouxel,,France,,Farmers
750,South African Institute of International Affairs,Non-governmental organizations,Constituency - Research and independent,Ms. Desirée Joy Kosciulek,Braamfontein,South Africa,,RINGO
751,South Asian Forum for Environment,Non-governmental organizations,Constituency - Environmental,Mr. Dipayan Dey,Kolkata,India,,ENGO
752,South-South Global Assets and Technology Exchange,Non-governmental organizations,Constituency - Business and Industry,Ms. Xuemei Bai,Shanghai,China,,BINGO
753,Southern African Confederation of Agricultural Unions,Non-governmental organizations,Constituency - Farmers,Mr. Ishmael Daniso Sunga,Pretoria,South Africa,,Farmers
754,SouthSouthNorth Projects Africa,Non-governmental organizations,Constituency - Environmental,,Cape Town,South Africa,,ENGO
755,Stanford University,Non-governmental organizations,Constituency - Environmental,Ms. Patricia Hines,Stanford,United States of America,,ENGO
756,Stichting Climate Action Network South Asia,Non-governmental organizations,Constituency - Environmental CAN,Mr. Sanjay Vashist,Dhaka,Bangladesh,,ENGO
757,Stichting Global Reporting Initiative,Non-governmental organizations,Constituency - Business and Industry,Ms. Chiara Ferracioli,Amsterdam,Netherlands,,BINGO
758,Stichting Hivos (Humanistisch Instituut voor Ontwikkelingssamenwerking),Non-governmental organizations,Constituency - Environmental CAN,Ms. Merit Maria Hindriks,The Hague,Netherlands,,ENGO
759,Stiftung Mercator Foundation,Non-governmental organizations,Constituency - Environmental,Mr. Lars Grotewold,Essen,Germany,,ENGO
760,Stockholm Environment Institute,Non-governmental organizations,Constituency - Research and independent,Ms. Cleo Verkuijl,Stockholm,Sweden,,RINGO
761,Stockholm International Water Institute,Non-governmental organizations,Constituency - Research and independent,Ms. Kristina Gunilla Johansson,Stockholm,Sweden,,RINGO
762,Stockholm University - Institute for International Economic Studies,Non-governmental organizations,,,Stockholm,Sweden,completed manually,not yet affiliated/no data
763,Stop Climate Chaos Scotland,Non-governmental organizations,Constituency - Environmental,Ms. Gail Wilson,Edinburgh,United Kingdom of Great Britain and Northern Ireland,,ENGO
764,Student Energy,Non-governmental organizations,Constituency - Youth,Ms. Meredith Adler,Calgary,Canada,,Youth
765,Support for Women in Agriculture and Environment,Non-governmental organizations,Constituency - Women and Gender,Ms. Gertrude Kabusimbi Kenyangi,Kampala,Uganda,,Women and Gender
766,Sustainable Amazonas Foundation,Non-governmental organizations,Constituency - Environmental,Ms. Gabriela Passos Sampaio,Manaus,Brazil,,ENGO
767,Sustainable Business Australia,Non-governmental organizations,Constituency - Business and Industry,Mr. Andrew Petersen,Sydney,Australia,,BINGO
768,Sustainable Development Policy Institute,Non-governmental organizations,Constituency - Environmental CAN,Mr. Muhammad Abid Qaiyum Sulehri,Islamabad,Pakistan,,ENGO
769,Sustainable Energy Africa,Non-governmental organizations,Constituency - Environmental CAN,Ms. Simisha Pather-Elias,Cape Town,South Africa,,ENGO
770,Sustainable Energy for All Association for sustainable Energy,Non-governmental organizations,Constituency - Environmental,Ms. Tracey Crowe,Vienna,Austria,,ENGO
771,Sustainable Environmental Development Watch,Non-governmental organizations,Constituency - Environmental CAN,Mr. Frank Msafiri Kairura,Nairobi,Kenya,,ENGO
772,Sustainable Markets Foundation - 350.org,Non-governmental organizations,Constituency - Environmental CJN,Ms. Cansin Leylim Ilgaz,Brooklyn,United States of America,,ENGO
773,Sustainable Population Australia Inc.,Non-governmental organizations,Constituency - Environmental CAN,Ms. Jane O'Sullivan,Weston Creek,Australia,,ENGO
774,SustainUS,Non-governmental organizations,Constituency - Youth,Ms. Karina Belen Gonsalez,Grandville,United States of America,,Youth
775,Swarthmore College,Non-governmental organizations,Constituency - Research and independent,Ms. Catherine Burnett,Swarthmore,United States of America,,RINGO
776,Swedish Society for Nature Conservation,Non-governmental organizations,Constituency - Environmental CAN,Ms. Kristina Östman,Stockholm,Sweden,,ENGO
777,Swedish University of Agricultural Sciences,Non-governmental organizations,Constituency - Research and independent,Mr. Johan Anders Stendahl,Uppsala,Sweden,,RINGO
778,Swiss Association for Environmentally Conscious Management,Non-governmental organizations,,,,Switzerland,completed manually,not yet affiliated/no data
779,Swiss Federal Institute of Technology,Non-governmental organizations,Constituency - Research and independent,Mr. Thomas Bernauer,Zurich,Switzerland,,RINGO
780,Swisscontact,Non-governmental organizations,Constituency - Research and independent,Mr. Jon Bickel,Zurich,Switzerland,,RINGO
781,Taiwan Carbon Capture Storage and Utilization Association,Non-governmental organizations,Constituency - Environmental,Mr. Joey Lu,"Taipei ,Taiwan",China,,ENGO
782,Taiwan Institute for Sustainable Energy,Non-governmental organizations,Constituency - Business and Industry,Mr. Eugene Chien,Taipei,China,,BINGO
783,Taiwan Research Institute,Non-governmental organizations,Constituency - Research and independent,Mr. Cheng-Hung Liu,New Taipei,China,,RINGO
784,TakingITGlobal,Non-governmental organizations,Constituency - Environmental,Mr. Liam O'Doherty,Toronto,Canada,,ENGO
785,Tanzania Natural Resource Forum,Non-governmental organizations,Constituency - Environmental,Mr. Latif Ukhotya Amars,Arusha,United Republic of Tanzania,,ENGO
786,Tearfund,Non-governmental organizations,Constituency - Environmental CAN,Ms. Sarah Elizabeth Wiggins,Teddington,United Kingdom of Great Britain and Northern Ireland,,ENGO
787,Tebtebba Foundation,Non-governmental organizations,Constituency - Indigenous peoples,Mr. Raymond de Chavez,Baguio City,Philippines,,IPO
788,Technical University of Denmark,Non-governmental organizations,Constituency - Research and independent,Ms. Susanne Pedersen,Kgs. Lyngby,Denmark,,RINGO
789,Technische Universität Darmstadt,Non-governmental organizations,Constituency - Research and independent,Mr. Wolfgang Liebert,Darmstadt,Germany,,RINGO
790,Technology Education Research and Rehabilitation for Environment Policy Centre,Non-governmental organizations,Constituency - Environmental,Mme Vinita Apte,Pune,India,,ENGO
791,Telecommunication and Transportation Foundation,Non-governmental organizations,Constituency - Business and Industry,Mr. You-Hsin Eugene Chien,New Taipei,China,,BINGO
792,The Association for Coastal Ecosystem Services,Non-governmental organizations,Constituency - Environmental,Mr. Lucas Ruzowitzky,Dunbar,United Kingdom of Great Britain and Northern Ireland,,ENGO
793,The Carbon Trust,Non-governmental organizations,Constituency - ENGO,Mr. Simon Retallack,London,United Kingdom of Great Britain and Northern Ireland,,ENGO
794,The Climate Group,Non-governmental organizations,Constituency - Business and Industry,Ms. Tereza Kamenicka,London,United Kingdom of Great Britain and Northern Ireland,,BINGO
795,The Climate Reality Project,Non-governmental organizations,Constituency - Environmental CAN,Mr. Ethan Spaner,Washington,United States of America,,ENGO
796,The Climate Registry,Non-governmental organizations,Constituency - Environmental,Ms. Amy Elizabeth Holm,Los Angeles,United States of America,,ENGO
797,The Corner House,Non-governmental organizations,Constituency - Environmental,Mr. Larry Lohmann,Dorset,United Kingdom of Great Britain and Northern Ireland,,ENGO
798,The Danish Family Planning Association,Non-governmental organizations,Constituency - Women and Gender,Ms. Ida Baagoe Klockmann,København S,Denmark,,Women and Gender
799,The Energy and Resources Institute,Non-governmental organizations,Constituency - Research and independent,Ms. Suruchi Bhadwal,New Delhi,India,,RINGO
800,The Fairtrade Foundation,Non-governmental organizations,Constituency - Research and independent,Mr. Timothy Aldred,London,United Kingdom of Great Britain and Northern Ireland,,RINGO
801,The Gaia Foundation,Non-governmental organizations,Constituency - Environmental CJN,Ms. Fiona Karen Wilton,London,United Kingdom of Great Britain and Northern Ireland,,ENGO
802,The Gold Standard Foundation,Non-governmental organizations,Constituency - Research and independent,Ms. Sarah Leugers,Geneva,Switzerland,,RINGO
803,The Japan Gas Association,Non-governmental organizations,Constituency - Business and Industry,Mr. Fujio Mori,Tokyo,Japan,,BINGO
804,The Kenya Climate Change Working Group Association,Non-governmental organizations,Constituency - Environmental CAN,Mr. Obed Omete Koringo,Nairobi,Kenya,,ENGO
805,The Nature Conservancy,Non-governmental organizations,Constituency - Environmental CAN,Mr. John Dennis Verdieck,Arlington,United States of America,,ENGO
806,The Rockies Institute Ltd,Non-governmental organizations,Constituency - Research and independent,Ms. Laura Shay Lynes,Canmore,Canada,,RINGO
