,name,entity_type,constituency,coordinator,city,country,remarks,const
1280,Sustainable Business Australia,Non-governmental organizations,Constituency - Business and Industry,Mr. Andrew Petersen,Sydney,Australia,,BINGO
1281,Sustainable Development Policy Institute,Non-governmental organizations,Constituency - Environmental CAN,Mr. Muhammad Abid Qaiyum Sulehri,Islamabad,Pakistan,,ENGO
1282,Sustainable Energy for All Association for Sustainable Energy,Non-governmental organizations,Constituency - Environmental,Ms. Tracey Crowe,Vienna,Austria,,ENGO
1283,Sustainable Environmental Development Watch,Non-governmental organizations,Constituency - Environmental CAN,Mr. Frank Kairura,Nairobi,Kenya,,ENGO
1284,Sustainable Hudson Valley,Non-governmental organizations,Constituency - Environmental,Mr. David Conover,Rhinebeck,United States of America,,ENGO
1285,Sustainable Population Australia Inc.,Non-governmental organizations,Constituency - Environmental CAN,Ms. Jane O'Sullivan,Deakin West,Australia,,ENGO
1286,SustainableEnergy,Non-governmental organizations,Constituency - Environmental,Mr. Bjarke Rambøll,Aarhus,Denmark,,ENGO
1287,SustainUS,Non-governmental organizations,Constituency - Youth,Ms. Karina Belen Gonsalez,Grandville,United States of America,,Youth
1288,Swarthmore College,Non-governmental organizations,Constituency - Research and independent,Ms. Catherine Burnett,Swarthmore,United States of America,,RINGO
1289,Swedish Society for Nature Conservation,Non-governmental organizations,Constituency - Environmental CAN,Ms. Kristina Östman,Stockholm,Sweden,,ENGO
1290,Swedish University of Agricultural Sciences,Non-governmental organizations,Constituency - Research and independent,Mr. Johan Anders Stendahl,Uppsala,Sweden,,RINGO
1291,Swiss Federal Institute of Technology,Non-governmental organizations,Constituency - Research and independent,Mr. Tobias Schmidt,Zurich,Switzerland,,RINGO
1292,Swiss Lenten Fund,Non-governmental organizations,,Mr. Stefan Salzmann,Lucerne,Switzerland,,not yet affiliated/no data
1293,Syndicat Professionnel pour le Recyclage et l’Elimination des Déchets Dangereux,Non-governmental organizations,Constituency - Environmental,Mr. Alain Heidelberger,Boulogne Billancourt,France,completed manually from the UNFCCC website,ENGO
1294,Taiwan Carbon Capture Storage and Utilization Association,Non-governmental organizations,Constituency - Environmental,Mr. Joey Lu,"Taipei ,Taiwan",China,,ENGO
1295,Taiwan Institute for Sustainable Energy,Non-governmental organizations,Constituency - Business and Industry,Mr. Eugene Chien,Taipei,China,,BINGO
1296,Taiwan Research Institute,Non-governmental organizations,Constituency - Research and independent,Mr. Cheng-Hung Liu,New Taipei,China,,RINGO
1297,TakingITGlobal,Non-governmental organizations,Constituency - Environmental,Mr. Liam O'Doherty,Toronto,Canada,,ENGO
1298,Tanzania Natural Resource Forum,Non-governmental organizations,Constituency - Environmental,Mr. Latif Ukhotya Amars,Arusha,United Republic of Tanzania,,ENGO
1299,Tearfund,Non-governmental organizations,Constituency - Environmental CAN,Ms. Sarah Elizabeth Wiggins,Teddington,United Kingdom of Great Britain and Northern Ireland,,ENGO
1300,Tebtebba Foundation,Non-governmental organizations,Constituency - Indigenous peoples,Mr. Raymond de Chavez,Baguio City,Philippines,,IPO
1301,Technical University Munich,Non-governmental organizations,Constituency - Research and independent,Ms. Annette Menzel,Munich,Germany,,RINGO
1302,Technical University of Denmark,Non-governmental organizations,Constituency - Research and independent,Ms. Susanne Pedersen,Kgs. Lyngby,Denmark,,RINGO
1303,Technische Universität Darmstadt,Non-governmental organizations,Constituency - Research and independent,Mr. Wolfgang Liebert,Darmstadt,Germany,,RINGO
1304,Telecommunication and Transportation Foundation,Non-governmental organizations,Constituency - Business and Industry,Mr. You-Hsin Eugene Chien,New Taipei,China,,BINGO
1305,TENMYA 21,Non-governmental organizations,Constituency - Environmental,M. Hamadi Gharbi,Ezzahra,Tunisia,,ENGO
1306,TERI University,Non-governmental organizations,Constituency - Research and independent,Ms. Leena Srivastava,New Delhi,India,,RINGO
1307,Texas Impact Education Fund Doing Business as the Texas Interfaith Center for Public Policy,Non-governmental organizations,Constituency - Local government and Municipal authorities,Mr. Imaad Khan,Austin,United States of America,,LGMA
1308,Texas Tech University System,Non-governmental organizations,Constituency - Research and independent,Ms. Katharine Hayhoe,Lubbock,United States of America,,RINGO
1309,Thames Estuary Partnership,Non-governmental organizations,Constituency - Environmental,Ms. Amy Pryor,London,United Kingdom of Great Britain and Northern Ireland,,ENGO
1310,The American Institute of Architects,Non-governmental organizations,Constituency - Business and Industry,Ms. Cindy Schwartz,Washington,United States of America,,BINGO
1311,The Association for Coastal Ecosystem Services,Non-governmental organizations,Constituency - Environmental,Mr. Lucas Ruzowitzky,Dunbar,United Kingdom of Great Britain and Northern Ireland,,ENGO
1312,The Association for Renewable Energy and Clean Technology,Non-governmental organizations,Constituency - Business and Industry,Mr. Stuart Pocock,London,United Kingdom of Great Britain and Northern Ireland,,BINGO
1313,The Association of Commonwealth Universities,Non-governmental organizations,Constituency - Research and independent,Ms. Jackie Middleton,London,United Kingdom of Great Britain and Northern Ireland,,RINGO
1314,The Australia Institute Ltd.,Non-governmental organizations,Constituency - Research and independent,Mr. Richard Merzian,Manuka ACT,Australia,,RINGO
1315,"The B Team Headquarters, Inc.",Non-governmental organizations,Constituency - Business and Industry,Ms. Leah Seligmann,New York,United States of America,,BINGO
1316,The British Academy,Non-governmental organizations,Constituency - Research and independent,Ms. Christina Moorhouse,London,United Kingdom of Great Britain and Northern Ireland,,RINGO
1317,The British Council,Non-governmental organizations,Constituency - Research and independent,Ms. Jennifer Carolyn Bardsley,London,United Kingdom of Great Britain and Northern Ireland,,RINGO
1318,The Carbon Institute,Non-governmental organizations,Constituency - Environmental CAN,Mr. John Oliver Niles,San Diego,United States of America,,ENGO
1319,The Carbon Literacy Trust,Non-governmental organizations,Constituency - Local government and Municipal authorities,Mr. Dave Coleman,Manchester,United Kingdom of Great Britain and Northern Ireland,,LGMA
1320,The Carbon Trust,Non-governmental organizations,Constituency - ENGO,Mr. Simon Retallack,London,United Kingdom of Great Britain and Northern Ireland,,ENGO
1321,The Catholic Agency for Overseas Development,Non-governmental organizations,Constituency - Environmental,Ms. Amy Gander,London,United Kingdom of Great Britain and Northern Ireland,,ENGO
1322,The Centre for Sustainable Healthcare,Non-governmental organizations,Constituency - Environmental,Ms. Rachel Stancliffe,Oxford,United Kingdom of Great Britain and Northern Ireland,,ENGO
1323,The ChariTree Foundation,Non-governmental organizations,Constituency - Youth,Ms. Andrea Koehle Jones,Bowen Island,Canada,,Youth
1324,The Climate Center,Non-governmental organizations,,Ms. Ellen Cohen,Santa Rosa,United States of America,,not yet affiliated/no data
1325,The Climate Coalition,Non-governmental organizations,Constituency - Environmental,Mr. Stuart Neaverson,London,United Kingdom of Great Britain and Northern Ireland,,ENGO
1326,The Climate Crisis,Non-governmental organizations,Constituency - Environmental,Mr. John Chellman,London,United Kingdom of Great Britain and Northern Ireland,,ENGO
1327,The Climate Group,Non-governmental organizations,Constituency - Business and Industry,Ms. Tereza Kamenicka,London,United Kingdom of Great Britain and Northern Ireland,,BINGO
1328,The Climate Reality Project,Non-governmental organizations,Constituency - Environmental CAN,Mr. Ethan Spaner,Washington,United States of America,,ENGO
1329,The Climate Registry,Non-governmental organizations,Constituency - Environmental,Ms. Amy Elizabeth Holm,Los Angeles,United States of America,,ENGO
1330,The Congolese Diaspora For Nelson Mandela Legacy,Non-governmental organizations,Constituency - Youth,Mr. Frank Assimbo,Johannesburg,South Africa,,Youth
1331,The Conservancy Association,Non-governmental organizations,Constituency - Environmental,Mr. So Kwok-yin,Hong Kong,China,,ENGO
1332,The Conservation Coalition,Non-governmental organizations,Constituency - Environmental,Mr. Christopher Barnard,Appleton,United States of America,,ENGO
1333,The Corner House,Non-governmental organizations,Constituency - Environmental,Mr. Larry Lohmann,Dorset,United Kingdom of Great Britain and Northern Ireland,,ENGO
1334,The Cultural Sanctuaries Foundation,Non-governmental organizations,Constituency - Environmental,Ms. Olivia McKendrick,London,United Kingdom of Great Britain and Northern Ireland,,ENGO
1335,The Danish Family Planning Association,Non-governmental organizations,Constituency - Women and Gender,Ms. Ida Baagoe Klockmann,København S,Denmark,,Women and Gender
1336,The Donkey Sanctuary,Non-governmental organizations,Constituency - Environmental,Ms. Grace Clifford,Sidmouth,United Kingdom of Great Britain and Northern Ireland,,ENGO
1337,The Energy and Resources Institute,Non-governmental organizations,Constituency - Research and independent,Ms. Suruchi Bhadwal,New Delhi,India,,RINGO
1338,The Energy Foundation,Non-governmental organizations,Constituency - Research and independent,Ms. Xiaohan Zhang,San Francisco,United States of America,,RINGO
1339,The Fairtrade Foundation,Non-governmental organizations,Constituency - Research and independent,Mr. Timothy Aldred,London,United Kingdom of Great Britain and Northern Ireland,,RINGO
1340,The Federation for Associations Connected to the International Humana People to People Movement,Non-governmental organizations,Constituency - Environmental,Mr. David Kerkhofs,Geneva,Switzerland,,ENGO
1341,The Food Foundation,Non-governmental organizations,Constituency - Research and independent,Ms. Rosalia Salik,London,United Kingdom of Great Britain and Northern Ireland,,RINGO
1342,The Gaia Foundation,Non-governmental organizations,Constituency - Environmental CJN,Ms. Fiona Karen Wilton,London,United Kingdom of Great Britain and Northern Ireland,,ENGO
1343,The Geological Society of London,Non-governmental organizations,Constituency - Research and independent,Ms. Megan O'Donnell,London,United Kingdom of Great Britain and Northern Ireland,,RINGO
1344,The George Washington University,Non-governmental organizations,Constituency - Research and independent,Mr. Robert Orttung,Washington,United States of America,,RINGO
1345,The Gold Standard Foundation,Non-governmental organizations,Constituency - Research and independent,Ms. Sarah Leugers,Geneva,Switzerland,,RINGO
1346,"The Good Food Institute, Inc.",Non-governmental organizations,,Ms. Stephanie von Stein,Washington,United States of America,,not yet affiliated/no data
1347,The Green Initiative,Non-governmental organizations,Constituency - Environmental,Mr. Lucas Carvalho Pereira,São Paolo,Brazil,,ENGO
1348,The Institute of Environmental Management and Assessment,Non-governmental organizations,Constituency - Environmental,Mr. Nicholas J Blyth,Lincoln,United Kingdom of Great Britain and Northern Ireland,,ENGO
1349,The Institution of Chemical Engineers,Non-governmental organizations,Constituency - Business and Industry,Ms. Alana Collis,,United Kingdom of Great Britain and Northern Ireland,,BINGO
1350,The Institution of Engineering and Technology,Non-governmental organizations,Constituency - Business and Industry,Ms. Alice Elisabeth Myles,Stevenage,United Kingdom of Great Britain and Northern Ireland,,BINGO
1351,The Interfaith Center for Sustainable Development,Non-governmental organizations,Constituency - Environmental,Mr. Yonatan Neril,Jerusalem,Israel,,ENGO
1352,The Kenya Climate Change Working Group Association,Non-governmental organizations,Constituency - Environmental CAN,Mr. Obed Omete Koringo,Nairobi,Kenya,,ENGO
1353,The Landscape Institute,Non-governmental organizations,Constituency - Environmental,Ms. Dilraj Sokhi-Watson,London,United Kingdom of Great Britain and Northern Ireland,,ENGO
1354,The Landworkers’ Alliance,Non-governmental organizations,Constituency - Farmers,Ms. Roz Corbett,Bridport,United Kingdom of Great Britain and Northern Ireland,,Farmers
1355,The Lutheran World Federation,Non-governmental organizations,Constituency - Research and independent,Ms. Elena Cedillo Vargas,Geneva 2,Switzerland,,RINGO
1356,The Mark Leonard Trust,Non-governmental organizations,Constituency - Environmental,Ms. Eva Mohler-Beresford,London,United Kingdom of Great Britain and Northern Ireland,,ENGO
1357,The National Farmers Union,Non-governmental organizations,Constituency - Farmers,Ms. Nancy Fuller,Kenilworth,United Kingdom of Great Britain and Northern Ireland,,Farmers
1358,The Nature Conservancy,Non-governmental organizations,Constituency - Environmental CAN,Mr. John Dennis Verdieck,Arlington,United States of America,,ENGO
1359,The Optical Society,Non-governmental organizations,Constituency - Research and independent,Mr. David Lang,Washington,United States of America,,RINGO
1360,The Raoul Wallenberg Institute of Human Rights and Humanitarian Law,Non-governmental organizations,Constituency - Research and independent,Mr. Victor Bernard,Lund,Sweden,,RINGO
1361,The Regeneration Project/Interfaith Power and Light,Non-governmental organizations,Constituency - Environmental,Ms. Susan Hendershot,Oakland,United States of America,,ENGO
1362,The Rockefeller Foundation,Non-governmental organizations,Constituency - Research and independent,Ms. Elizabeth Yee,New York,United States of America,,RINGO
1363,The Royal Incorporation of Architects in Scotland,Non-governmental organizations,Constituency - Environmental,Ms. Karen Stevenson,Edinburgh,United Kingdom of Great Britain and Northern Ireland,,ENGO
1364,The Royal Society,Non-governmental organizations,Constituency - Research and independent,Ms. Elizabeth Surkovic,London,United Kingdom of Great Britain and Northern Ireland,,RINGO
1365,The Royal Society for the Protection of Birds,Non-governmental organizations,Constituency - Environmental,Ms. Beatriz Luraschi,Sandy,United Kingdom of Great Britain and Northern Ireland,,ENGO
1366,The Stanley Foundation,Non-governmental organizations,Constituency - Research and independent,Mr. Huan-Rei Ulysses Tang,Muscatine,United States of America,,RINGO
1367,The Sunrise Project Australia Limited,Non-governmental organizations,Constituency - Environmental,Ms. Areeba Hamid,Surry Hills,Australia,,ENGO
1368,The UK Emissions Trading Group,Non-governmental organizations,Constituency - Business and Industry,Mr. John Craven,London,United Kingdom of Great Britain and Northern Ireland,,BINGO
1369,The University of Arizona,Non-governmental organizations,Constituency - Research and independent,Ms. Diana Liverman,Tucson,United States of America,,RINGO
1370,The University of British Columbia,Non-governmental organizations,Constituency - Research and independent,Ms. Emily MacDougall,Vancouver,Canada,,RINGO
1371,The University of Manchester,Non-governmental organizations,Constituency - Research and independent,Ms. Rachel Emily Lyons,Manchester,United Kingdom of Great Britain and Northern Ireland,,RINGO
1372,The University of Sheffield,Non-governmental organizations,Constituency - Research and independent,Ms. Deborah Jane Beck,Sheffield,United Kingdom of Great Britain and Northern Ireland,,RINGO
1373,"The V. Kann Rasmussen Foundation, Inc.",Non-governmental organizations,Constituency - Environmental,Ms. Irene Krarup,New York,United States of America,,ENGO
1374,The V.I. Vernadsky Nongovernmental Ecological Foundation,Non-governmental organizations,Constituency - Environmental,Mr. Andrey Cheshev,Moscow,Russian Federation,,ENGO
1375,The Vegan Society,Non-governmental organizations,Constituency - Environmental,Ms. Louise Claire Davies,Birmingham,United Kingdom of Great Britain and Northern Ireland,,ENGO
1376,The Waste and Resources Action Programme,Non-governmental organizations,Constituency - Environmental,Ms. Deanne Roche,Banbury,United Kingdom of Great Britain and Northern Ireland,,ENGO
1377,The William and Flora Hewlett Foundation,Non-governmental organizations,Constituency - Environmental,Ms. Mary Flannelly,Menlo Park,United States of America,,ENGO
1378,The Word Forest Organisation,Non-governmental organizations,Constituency - Environmental,Mr. Simon West,Lyme Regis,United Kingdom of Great Britain and Northern Ireland,,ENGO
1379,Thin Green Line Foundation UK Ltd,Non-governmental organizations,Constituency - Environmental,Ms. Abi Gatty Irving,Weybridge,United Kingdom of Great Britain and Northern Ireland,,ENGO
1380,Third Generation Environmentalism,Non-governmental organizations,Constituency - Environmental CAN,Ms. Camilla Born,London,United Kingdom of Great Britain and Northern Ireland,,ENGO
1381,Third World Network,Non-governmental organizations,Constituency - Environmental CJN,Ms. Meenakshi Raman,Penang,Malaysia,,ENGO
1382,Transform Scotland,Non-governmental organizations,Constituency - Environmental,Mr. Colin Howden,Edinburgh,United Kingdom of Great Britain and Northern Ireland,,ENGO
1383,Transforma,Non-governmental organizations,Constituency - Environmental CAN,Mr. Syed Aminul Hoque,Dhaka,Bangladesh,,ENGO
1384,Transparency International,Non-governmental organizations,Constituency - Research and independent,Mr. Brice Antoine Boehmer,Berlin,Germany,,RINGO
1385,True Animal Protein Price Coalition,Non-governmental organizations,Constituency - Environmental,Mr. Jeroom Remmers,Amsterdam,Netherlands,,ENGO
1386,Trustees of the University of Pennsylvania,Non-governmental organizations,Constituency - Research and independent,Mr. Mark Alan Hughes,Philadelphia,United States of America,,RINGO
1387,Trustees of Tufts College,Non-governmental organizations,Constituency - Research and independent,Ms. Nitsan Shakked,Somerville,United States of America,,RINGO
1388,Turkish Industry and Business Association,Non-governmental organizations,Constituency - Business and Industry,Ms. Nursen Numanoglu,Istanbul,Turkey,,BINGO
1389,Turkish Society of HVAC and Sanitary Engineers,Non-governmental organizations,Constituency - Business and Industry,Ms. Gamze Esener,Ankara,Turkey,,BINGO
1390,U.S. Climate Action Network,Non-governmental organizations,Constituency - Environmental CAN,Ms. Carrie Clayton,Washington,United States of America,,ENGO
1391,U.S. Green Building Council,Non-governmental organizations,Constituency - Environmental CAN,Ms. Elizabeth Beardsley,Washington,United States of America,,ENGO
1392,UCC WHALE Center,Non-governmental organizations,Constituency - Environmental,Mr. David Randle,St Petersburg,United States of America,,ENGO
1393,UiT The Arctic University of Norway,Non-governmental organizations,Constituency - Research and independent,,Tromso,Norway,,RINGO
1394,UK Green Building Council,Non-governmental organizations,Constituency - Business and Industry,Ms. Julie Hirigoyen,London,United Kingdom of Great Britain and Northern Ireland,,BINGO
1395,UK Student Climate Network,Non-governmental organizations,Constituency - Youth,Ms. Freya Tischkowitz,London,United Kingdom of Great Britain and Northern Ireland,,Youth
1396,UK100 Cities Network Ltd,Non-governmental organizations,Constituency - Local government and Municipal authorities,Ms. Talia Berriman,London,United Kingdom of Great Britain and Northern Ireland,,LGMA
1397,Uma Gota No Oceano,Non-governmental organizations,Constituency - Indigenous peoples,Sra. Maria Paula Fernandes,Brazil,Brazil,,IPO
1398,UNEP - Finance Initiative,Non-governmental organizations,Constituency - ENGO,Mr. Kai-Remco Fischer,Geneva,Switzerland,,ENGO
1399,UNICA - Brazilian Sugarcane Industry Association,Non-governmental organizations,Constituency - Business and Industry,Mr. Eduardo Luis Leão de Sousa,Sao Paulo,Brazil,,BINGO
1400,Unidad Nacional de Asociaciones de Ingenieros A.C.,Non-governmental organizations,Constituency - Business and Industry,Sr. Omar Guadarrama Cedillo,,Mexico,,BINGO
1401,Unión de Industriales para Saneamiento Cuencas Matanza Riachuelo y Reconquista,Non-governmental organizations,Constituency - Business and Industry,Mr. Mariano Villares,Buenos Aires,Argentina,,BINGO
1402,Union of Concerned Scientists,Non-governmental organizations,Constituency - Environmental CAN,Ms. Rachel Cleetus,Cambridge,United States of America,,ENGO
1403,Union of the Electricity Industry,Non-governmental organizations,Constituency - Business and Industry,Mr. Henning Häder,Brussels,Belgium,,BINGO
1404,Unis-Terre,Non-governmental organizations,Constituency - Environmental,Ms. Maelle Durant,Marseille Cedex 09,France,,ENGO
1405,Unitarian Universalist Association,Non-governmental organizations,Constituency - Research and independent,Mr. Bruce Knotts,New York,United States of America,,RINGO
1406,United Cities and Local Governments,Non-governmental organizations,Constituency - Local government and Municipal authorities,Ms. Emilia Sáiz Carrancedo,Barcelona,Spain,,LGMA
1407,United Cities of Local Governments of Africa,Non-governmental organizations,Constituency - Local government and Municipal authorities,Mr. Mohamed Nbou,Rabat,Morocco,,LGMA
1408,United Kingdom Youth Climate Coalition Limited,Non-governmental organizations,Constituency - Youth,Ms. Sarah Dobson,Forest Row,United Kingdom of Great Britain and Northern Ireland,,Youth
1409,United Methodist Church - General Board of Church and Society,Non-governmental organizations,Constituency - ENGO,Mr. Liberato Bautista,New York,United States of America,,ENGO
1410,United Mine Workers of America,Non-governmental organizations,Constituency - Trade Unions,Mr. Eugene Marc Trisko,Triangle,United States of America,,TUNGO
1411,United Nations Association for Development and Peace,Non-governmental organizations,Constituency - Research and independent,Mr. Dominic Dixon,Bangalore,India,completed manually from the UNFCCC website,RINGO
1412,United Nations Foundation,Non-governmental organizations,Constituency - Environmental,Mr. Ryan Hobert,Washington,United States of America,,ENGO
1413,United Nations of Youth Network,Non-governmental organizations,Constituency - Youth,Mr. Goodluck Odimegwu Obi,Lagos,Nigeria,,Youth
1414,United States Chamber of Commerce,Non-governmental organizations,Constituency - Business and Industry,Mr. Daniel Everett Byers,Washington,United States of America,,BINGO
1415,United States Conference of Mayors,Non-governmental organizations,Constituency - Local government and Municipal authorities,Mr. Luis Renta,Washington,United States of America,,LGMA
1416,United States Council for International Business,Non-governmental organizations,Constituency - Business and Industry,Ms. Norine Kennedy,New York,United States of America,,BINGO
1417,Universal Versatile Society,Non-governmental organizations,Constituency - Environmental,Mr. Narayan Solanke,Washim,India,,ENGO
1418,Universidad de Barcelona,Non-governmental organizations,Constituency - Research and independent,Ms. Maria del Mar Campins Eritja,Barcelona,Spain,,RINGO
1419,Universidad de las Islas Baleares,Non-governmental organizations,Constituency - Research and independent,Mr. Pau de Vilchez Moragues,Palma,Spain,,RINGO
1420,Universidad de Valladolid,Non-governmental organizations,Constituency - Research and independent,Mr. Luis Javier Miguel González,Valladolid,Spain,,RINGO
1421,Universidad EARTH,Non-governmental organizations,Constituency - Youth,Sra. Karina Poveda Coto,San José,Costa Rica,,Youth
1422,Universidad Politécnica de Cataluña,Non-governmental organizations,Constituency - Research and independent,Ms. Olga Alcaraz Sendra,Barcelona,Spain,,RINGO
1423,Universite Cote d’Azur,Non-governmental organizations,Constituency - Research and independent,Ms. Sara-Anne Comel Le Mestre,Nice,France,completed manually from the UNFCCC website,RINGO
1424,Université de Brest,Non-governmental organizations,Constituency - Research and independent,M. Yves-Marie Paulet,Brest,France,,RINGO
1425,Université de Liège,Non-governmental organizations,Constituency - Research and independent,Mr. François Gemenne,Liège,Belgium,,RINGO
1426,Université du Québec à Montréal,Non-governmental organizations,Constituency - Research and independent,M. Claude Codjia,Montréal,Canada,,RINGO
1427,Université Libre de Bruxelles,Non-governmental organizations,Constituency - Research and independent,Mr. Romain Weikmans,Ixelles,Belgium,,RINGO
1428,Universitetet i Bergen,Non-governmental organizations,Constituency - Research and independent,Mr. Tore Furevik,Bergen,Norway,,RINGO
1429,Universities Space Research Association,Non-governmental organizations,Constituency - Research and independent,Mr. Miguel Roman,Columbia,United States of America,,RINGO
1430,"University College Cork - National University of Ireland, Cork",Non-governmental organizations,Constituency - Research and independent,Mr. Brian O Gallachoir,Cork,Ireland,,RINGO
1431,University College London,Non-governmental organizations,Constituency - Research and independent,Mr. Mark Maslin,London,United Kingdom of Great Britain and Northern Ireland,,RINGO
1432,University Corporation for Atmospheric Research,Non-governmental organizations,Constituency - Research and independent,Ms. Linda Opal Mearns,Boulder,United States of America,,RINGO
1433,"University Luigi Bocconi, Institute of Energy and Environment Economics and Policy",Non-governmental organizations,Constituency - Research and independent,Mr. Edoardo Croci,Milan,Italy,,RINGO
1434,University of Zurich,Non-governmental organizations,Constituency - Research and independent,Ms. Anna Katharina Michaelowa,Zurich,Switzerland,,RINGO
1435,University of Aberdeen,Non-governmental organizations,Constituency - Research and independent,Sra. Ana Payo-Payo,Aberdeen,United Kingdom of Great Britain and Northern Ireland,,RINGO
1436,University of Applied Sciences Cologne,Non-governmental organizations,Constituency - Research and independent,Ms. Justyna Sycz,Cologne,Germany,,RINGO
1437,University of Bayreuth,Non-governmental organizations,Constituency - Research and independent,Ms. Anja Jaeschke,Bayreuth,Germany,,RINGO
1438,University of Birmingham,Non-governmental organizations,Constituency - Research and independent,Mr. Jeremy Swan,Birmingham,United Kingdom of Great Britain and Northern Ireland,,RINGO
1439,University of Bradford,Non-governmental organizations,Constituency - Research and independent,Mr. Anand Prathivadi Bhayankaram,Bradford,United Kingdom of Great Britain and Northern Ireland,,RINGO
1440,University of Bristol,Non-governmental organizations,Constituency - Research and independent,Ms. Jemma Wadham,Bristol,United Kingdom of Great Britain and Northern Ireland,,RINGO
1441,University of Calgary,Non-governmental organizations,Constituency - Research and independent,Ms. Sharon Lorene Mascher,Calgary,Canada,,RINGO
1442,University of California,Non-governmental organizations,Constituency - Research and independent,Mr. Robert Monroe,San Diego,United States of America,,RINGO
1443,University of Cambridge,Non-governmental organizations,Constituency - Business and Industry,Mr. Eliot Whittington,Cambridge,United Kingdom of Great Britain and Northern Ireland,,BINGO
1444,University of Colorado at Boulder,Non-governmental organizations,Constituency - Research and independent,Mr. James William Carl White,Boulder,United States of America,,RINGO
1445,University of Connecticut,Non-governmental organizations,Constituency - Research and independent,Ms. Zahra Syed Ali,Storrs,United States of America,,RINGO
1446,University of Copenhagen,Non-governmental organizations,Constituency - Research and independent,Ms. Annette Kathe Jeholm,Copenhagen,Denmark,,RINGO
1447,University of Dundee,Non-governmental organizations,Constituency - Research and independent,Ms. Michelle Swain,Dundee,United Kingdom of Great Britain and Northern Ireland,,RINGO
1448,University of Durham,Non-governmental organizations,Constituency - Research and independent,Mr. Adam Holden,Durham,United Kingdom of Great Britain and Northern Ireland,,RINGO
1449,University of East Anglia,Non-governmental organizations,Constituency - Research and independent,Mr. Asher Minns,Norwich,United Kingdom of Great Britain and Northern Ireland,,RINGO
1450,University of Eastern Finland,Non-governmental organizations,Constituency - Research and independent,Ms. Kati Kulovesi,Kuopio,Finland,,RINGO
1451,University of Edinburgh,Non-governmental organizations,Constituency - Research and independent,Mr. Eladio Figueroa Cabrera,Edinburgh,United Kingdom of Great Britain and Northern Ireland,,RINGO
1452,University of Exeter,Non-governmental organizations,Constituency - Research and independent,Mr. Alexander Huke,Exeter,United Kingdom of Great Britain and Northern Ireland,,RINGO
1453,University of Geneva,Non-governmental organizations,Constituency - Research and independent,Mme Evelina Trutnevyte,Genève,Switzerland,,RINGO
1454,University of Genoa,Non-governmental organizations,Constituency - Research and independent,Ms. Adriana Del Borghi,Genova,Italy,,RINGO
1455,University of Gothenburg,Non-governmental organizations,Constituency - Business and Industry,Mr. Karl Eriksson,Göteborg,Sweden,,BINGO
1456,University of Hamburg,Non-governmental organizations,Constituency - Research and independent,Mr. Stefan Cihan Aykut,Hamburg,Germany,,RINGO
1457,University of Hawaii,Non-governmental organizations,Constituency - Youth,Mr. Matthew Kamakani Lynch,Honolulu,United States of America,,Youth
1458,University of Heidelberg,Non-governmental organizations,Constituency - Research and independent,Mr. Alex Giurca,Heidelberg,Germany,,RINGO
1459,University of Helsinki,Non-governmental organizations,Constituency - Research and independent,Ms. Anna Matilda Lintunen,Helsinki,Finland,,RINGO
1460,University of Hull,Non-governmental organizations,Constituency - Research and independent,Mr. Daniel Parsons,Hull,United Kingdom of Great Britain and Northern Ireland,,RINGO
1461,University of Illinois,Non-governmental organizations,Constituency - Research and independent,Ms. Meredith Kaye Moore,Urbana,United States of America,,RINGO
1462,University of Leeds,Non-governmental organizations,Constituency - Research and independent,Ms. Shona Cowan Smith,Leeds,United Kingdom of Great Britain and Northern Ireland,,RINGO
1463,University of Leuven,Non-governmental organizations,Constituency - Research and independent,Ms. Katja Biedenkopf,Leuven,Belgium,,RINGO
1464,University of Linköping,Non-governmental organizations,Constituency - Research and independent,Mr. Mathias Fridahl,Norrkoping,Sweden,,RINGO
1465,University of Liverpool,Non-governmental organizations,Constituency - Research and independent,Ms. Hannah Dutton,Liverpool,United Kingdom of Great Britain and Northern Ireland,,RINGO
1466,"University of Maastricht, Institute for Transnational Legal Research",Non-governmental organizations,Constituency - Research and independent,Ms. Marjan Peeters,Maastricht,Netherlands,,RINGO
1467,University of Maine,Non-governmental organizations,Constituency - Research and independent,Ms. Cynthia Isenhour,Orono,United States of America,,RINGO
1468,University of Maryland,Non-governmental organizations,Constituency - Research and independent,Ms. Shannon Kathleen Kennedy,College Park,United States of America,,RINGO
1469,University of Massachusetts Lowell,Non-governmental organizations,Constituency - Research and independent,Mr. Jarrod Hayes,Lowell,United States of America,,RINGO
1470,University of Miami,Non-governmental organizations,Constituency - Research and independent,Ms. Jessica Owley,Miami,United States of America,,RINGO
1471,University of Michigan,Non-governmental organizations,Constituency - Research and independent,Mr. Jose Alfaro,Ann Arbor,United States of America,,RINGO
1472,University of Minnesota,Non-governmental organizations,Constituency - Research and independent,Ms. Elizabeth Mercer-Taylor,Minneapolis,United States of America,,RINGO
1473,University of Modena and Reggio Emilia,Non-governmental organizations,Constituency - Research and independent,Ms. Barbara Rebecchi,Modena,Italy,,RINGO
1474,University of New England,Non-governmental organizations,Constituency - Youth,Ms. Holly Parker,Biddeford,United States of America,,Youth
1475,University of Newcastle upon Tyne,Non-governmental organizations,Constituency - Research and independent,Mr. Matt Dunlop,Newcastle upon Tyne,United Kingdom of Great Britain and Northern Ireland,,RINGO
