,name,entity_type,constituency,coordinator,city,country,remarks,const
600,International Hydropower Association,Non-governmental organizations,Constituency - Business and Industry,Mr. Richard M. Taylor,London,United Kingdom of Great Britain and Northern Ireland,,BINGO
601,International Indian Treaty Council,Non-governmental organizations,Constituency - Indigenous peoples,Mr. Alberto Saldamando,San Francisco,United States of America,,IPO
602,International Institute for Applied Systems Analysis,Non-governmental organizations,Constituency - Research and independent,Mr. Iain Stewart,Laxenburg,Austria,,RINGO
603,International Institute for Environment and Development,Non-governmental organizations,Constituency - Research and independent,Ms. Marika Hannah Weinhardt,London,United Kingdom of Great Britain and Northern Ireland,,RINGO
604,International Institute for Sustainable Development,Non-governmental organizations,Constituency - Research and independent,Mr. Cameron Stuart Hunter,Winnipeg,Canada,,RINGO
605,International Movement ATD Fourth World,Non-governmental organizations,,,Pierrelaye,France,completed manually,not yet affiliated/no data
606,International National Trusts Organisation,Non-governmental organizations,Constituency - Environmental,Ms. Catherine Leonard,London,United Kingdom of Great Britain and Northern Ireland,,ENGO
607,International Network for Sustainable Energy,Non-governmental organizations,Constituency - Environmental,Mr. Gunnar Boye Olesen,Hjortshoj,Denmark,,ENGO
608,International Network of Basin Organizations,Non-governmental organizations,Constituency - Environmental,Mr. Edouard Boinet,Paris,France,,ENGO
609,International Organization for Standardization,Non-governmental organizations,Constituency - Business and Industry,Mr. José Ignacio Alcorta,Vernier,Switzerland,,BINGO
610,International Organization of Employers,Non-governmental organizations,Constituency - Business and Industry,Mr. Pierre Vincensini,Geneva,Switzerland,,BINGO
611,International Petroleum Industry Environmental Conservation Association,Non-governmental organizations,,,London,United Kingdom of Great Britain and Northern Ireland,completed manually,not yet affiliated/no data
612,International Planned Parenthood Federation,Non-governmental organizations,Constituency - Women and Gender,Ms. Raffaela Dattler,London,United Kingdom of Great Britain and Northern Ireland,,Women and Gender
613,International Plant Genetic Resources Institute,Non-governmental organizations,Constituency - Research and independent,Ms. Helen Thompson,Maccarese (Fiumicino),Italy,,RINGO
614,International Polar Foundation,Non-governmental organizations,Constituency - Research and independent,Ms. Nighat Johnson-Amin,Brussels,Belgium,,RINGO
615,International Policy Network,Non-governmental organizations,Constituency - Environmental,Ms. Kendra Okonski,London,United Kingdom of Great Britain and Northern Ireland,,ENGO
616,International Social Science Council,Non-governmental organizations,,Mr. Alberto Martinelli,Paris,France,completed manually; currently dissolved,not yet affiliated/no data
617,International Society of Doctors for the Environment,Non-governmental organizations,Constituency - ENGO,Ms. Cathey Eisner Falvo,Basel,Switzerland,,ENGO
618,International Solar Energy Society e.V.,Non-governmental organizations,Constituency - Environmental,Ms. Jennifer McIntosh,Freiburg,Germany,,ENGO
619,International Solid Waste Association,Non-governmental organizations,Constituency - Environmental,Mr. Jose Ignacio Uribe-Echevarria,Vienna,Austria,,ENGO
620,International Trade Union Confederation,Non-governmental organizations,Constituency - Trade Unions,Mr. Bert De Wel,Brussels,Belgium,,TUNGO
621,International Union of Architects,Non-governmental organizations,Constituency - Trade Unions,Ms. Sonia Cela,Paris,France,,TUNGO
622,International Union of Forest Research Organizations,Non-governmental organizations,Constituency - Research and independent,Mr. Alexander Buck,Vienna,Austria,,RINGO
623,International Union of Railways,Non-governmental organizations,Constituency - Business and Industry,Mr. Vincent VU,Paris,France,,BINGO
624,International Volunteering Center for Development Cooperation,Non-governmental organizations,Constituency - Environmental,Mr. Marco Iob,Udine,Italy,,ENGO
625,International Work Group for Indigenous Affairs,Non-governmental organizations,Constituency - Environmental,Mr. Stefan Thorsell,Copenhagen,Denmark,,ENGO
626,International Youth and Student Movement for the United Nations,Non-governmental organizations,Constituency - Environmental,Mr. Oluwole David Oshota,Geneva,Switzerland,,ENGO
627,Inuit Circumpolar Conference,Non-governmental organizations,Constituency - Indigenous peoples,Ms. Joanna MacDonald,Ottawa,Canada,,IPO
628,"Islands First, Inc.",Non-governmental organizations,Constituency - Environmental,Mr. Mark Jariabka,New York,United States of America,,ENGO
629,Italian Climate Network,Non-governmental organizations,Constituency - Youth,Mr. Jacopo Bencini,Milan,Italy,,Youth
630,Italian Local Agenda 21 Association,Non-governmental organizations,Constituency - Local government and Municipal authorities,Ms. Maria Elisa Zuppiroli,Modena,Italy,,LGMA
631,Ithaca College,Non-governmental organizations,Constituency - Research and independent,Mr. Thomas Shevory,Ithaca,United States of America,,RINGO
632,iuventum e.V.,Non-governmental organizations,Constituency - Research and independent,Mr. Henning Stöcks,Velzen,Germany,,RINGO
633,IVL Swedish Environmental Research Institute Ltd.,Non-governmental organizations,Constituency - Research and independent,Mr. Peringe Grennfelt,Stockholm,Sweden,,RINGO
634,Janvikas,Non-governmental organizations,,Mr. Mahesh Pandya,Ahmedabad,India,,not yet affiliated/no data
635,"Japan Atomic Industrial Forum, Inc.",Non-governmental organizations,Constituency - Business and Industry,Ms. Yuko Wada,Tokyo,Japan,,BINGO
636,Japan Automobile Manufacturers Association Inc.,Non-governmental organizations,Constituency - Business and Industry,Mr. Shingo Kawaguchi,Tokyo,Japan,,BINGO
637,Japan Center for a Sustainable Environment and Society,Non-governmental organizations,Constituency - Environmental CAN,Mr. Jiro Adachi,Tokyo,Japan,,ENGO
638,Japan Environmental Council,Non-governmental organizations,Constituency - Environmental,Ms. Yukari Takamura,Tokyo,Japan,,ENGO
639,Japan Fluorocarbon Manufacturers Association,Non-governmental organizations,Constituency - Business and Industry,Mr. Kenroh Kitamura,Tokyo,Japan,,BINGO
640,Japan International Forestry Promotion and Cooperation Center,Non-governmental organizations,Constituency - ENGO,Mr. Kenzo Naka,"Bunkyo-ku, Tokyo",Japan,,ENGO
641,Japan Iron and Steel Federation,Non-governmental organizations,Constituency - Business and Industry,Mr. Masanobu Nakamizu,Tokyo,Japan,,BINGO
642,Jeunes volontaires pour l'environnement,Non-governmental organizations,Constituency - Environmental,Mr. Sena Alouka,Lomé,Togo,completed manually from UNFCCC website,ENGO
643,Joanneum Research,Non-governmental organizations,Constituency - Research and independent,Mr. Andreas Tuerk,Graz,Austria,,RINGO
644,Johns Hopkins University,Non-governmental organizations,Constituency - Research and independent,Mr. Irving Mintzer,Washington,United States of America,,RINGO
645,Joint Implementation Network,Non-governmental organizations,Constituency - Research and independent,Mr. Catrinus Jetsus Jepma,Groningen,Netherlands,,RINGO
646,Joyce Foundation,Non-governmental organizations,Constituency - Environmental,Mr. Edmund Jackson Miller,Chicago,United States of America,,ENGO
647,"Jubilee South Asia Pacific Movement, Inc.",Non-governmental organizations,Constituency - Environmental CJN,Ms. Lydinyda Bunyi Nacpil,Quezon City,Philippines,,ENGO
648,"Kadikoyu Friends of Science, Culture and Art Association",Non-governmental organizations,Constituency - Environmental,Mr. Tanay Sıdkı Uyar,Istanbul,Turkey,,ENGO
649,Kansai Economic Federation,Non-governmental organizations,Constituency - Environmental,Mr. Hiroshi Nakajima,Osaka,Japan,,ENGO
650,Keidanren,Non-governmental organizations,Constituency - Business and Industry,Mr. Kiyoshi Tanigawa,Tokyo,Japan,,BINGO
651,Keio University,Non-governmental organizations,Constituency - Research and independent,Mr. Wanglin Yan,Tokyo,Japan,,RINGO
652,Kejibaus,Non-governmental organizations,Constituency - Youth,Mr. Aderemi Austino Adetoro,Akure,Nigeria,,Youth
653,Keren Kayemet LeIsrael/The Jewish National Fund,Non-governmental organizations,Constituency - Environmental,Ms. Karine Michelle Bolton,Jerusalem,Israel,,ENGO
654,KfW,Non-governmental organizations,Constituency - Business and Industry,Mr. Peter Hilliges,Frankfurt am Main,Germany,,BINGO
655,Khazer Ecological and Cultural NGO,Non-governmental organizations,Constituency - Environmental CAN,Ms. Amalia Hambartsumyan,Yerevan,Armenia,,ENGO
656,Kiko Network,Non-governmental organizations,Constituency - Environmental CAN,Mr. Kenro Taura,Kyoto,Japan,,ENGO
657,"King's College, School of Law",Non-governmental organizations,Constituency - Research and independent,Ms. Megan Bowman,London,United Kingdom of Great Britain and Northern Ireland,,RINGO
658,KlimAktiv,Non-governmental organizations,Constituency - Environmental,Mr. Stephan Schunkert,Tübingen,Germany,,ENGO
659,Konrad-Adenauer-Foundation,Non-governmental organizations,Constituency - Research and independent,Mr. Jasper Eitze,Berlin,Germany,,RINGO
660,Korea Chamber of Commerce and Industry,Non-governmental organizations,Constituency - Business and Industry,Mr. Hyun Kim,Seoul,Republic of Korea,,BINGO
661,Korea Green Foundation,Non-governmental organizations,Constituency - ENGO,Mr. Jooyoung Kim,Seoul,Republic of Korea,,ENGO
662,Korea Institute of Science and Technology Europe,Non-governmental organizations,Constituency - ENGO,Mr. Jeongho Seo,Saarbrücken,Germany,,ENGO
663,Korea University,Non-governmental organizations,Constituency - Research and independent,Mr. Yowhan Son,Seoul,Republic of Korea,,RINGO
664,Korean Business Council for Sustainable Development,Non-governmental organizations,Constituency - Business and Industry,Ms. Chai-un Hahn,Seoul,Republic of Korea,,BINGO
665,Korean Federation for Environmental Movement,Non-governmental organizations,Constituency - Environmental CJN,Mr. Jieon Lee,Seoul,Republic of Korea,,ENGO
666,Korean Standards Association,Non-governmental organizations,Constituency - Business and Industry,Mr. Dohdam Kim,Seoul,Republic of Korea,,BINGO
667,"Krasnoyarsk regional public ecological movement ""Friends of the Siberian Forests""",Non-governmental organizations,Constituency - Environmental,Mr. Andrey Laletin,Krasnoyarsk,Russian Federation,completed manually from UNFCCC website,ENGO
668,Kyoto Club,Non-governmental organizations,Constituency - Business and Industry,Mr. Sergio Andreis,Roma,Italy,,BINGO
669,"Kyoto University, Institute of Economic Research",Non-governmental organizations,Constituency - Research and independent,Mr. Haruo Imai,Kyoto,Japan,,RINGO
670,Labor/Community Strategy Center,Non-governmental organizations,Constituency - Environmental,Mr. Eric Mann,Los Angeles,United States of America,,ENGO
671,"Labour, Health and Human Rights Development Center",Non-governmental organizations,Constituency - Environmental,Mr. Ayodele Sam Akele,Agege Lagos,Nigeria,,ENGO
672,Lancaster University,Non-governmental organizations,Constituency - Research and independent,Mr. Barry Simons,Lancaster,United Kingdom of Great Britain and Northern Ireland,,RINGO
673,Latin American Section of the American Nuclear Society,Non-governmental organizations,Constituency - Business and Industry,Mr. Jorge Spitalnik,Rio de Janeiro,Brazil,,BINGO
674,LAYA,Non-governmental organizations,Constituency - Environmental,Ms. Nafisa Goga Dsouza,"Visakhapatnam, Andhra Pradesh",India,,ENGO
675,LDC Watch,Non-governmental organizations,Constituency - Research and independent,Ms. Rushka Sthapit,Kathmandu,Nepal,,RINGO
676,Leadership for Environment and Development,Non-governmental organizations,Constituency - Environmental CAN,Ms. Hina Salim Lotia,Islamabad,Pakistan,,ENGO
677,Leadership for Environment and Development International,Non-governmental organizations,Constituency - Environmental,Mr. Hugh Maynard,"Epsom, Surrey",United Kingdom of Great Britain and Northern Ireland,,ENGO
678,Legal Response Initiative,Non-governmental organizations,Constituency - Environmental CAN,Ms. Pascale Evelyn Bird,,United Kingdom of Great Britain and Northern Ireland,,ENGO
679,Legambiente - League of Environment,Non-governmental organizations,Constituency - Environmental CJN,Mr. Maurizio Gubbiotti,Rome,Italy,,ENGO
680,Les Anges Gardiens de la Planete,Non-governmental organizations,,,Boulogne Billancourt,France,completed manually,not yet affiliated/no data
681,Les Jeunes Écologistes,Non-governmental organizations,,,Montreuil,France,completed manually,not yet affiliated/no data
682,Lewis and Clark College,Non-governmental organizations,Constituency - Research and independent,Mr. Chris Wold,Portland,United States of America,,RINGO
683,Liaison Office of the European Ceramic Industry,Non-governmental organizations,Constituency - Business and Industry,Mr. Renaud Batier,Bruxelles,Belgium,,BINGO
684,Life and Environment - Israeli Union of Environmental NGOs,Non-governmental organizations,Constituency - Environmental,Ms. Moran Diment,Tel Aviv,Israel,completed manually from UNFCCC website,ENGO
685,LIFE e.V.,Non-governmental organizations,Constituency - Women and Gender,Ms. Nanna Birk,Berlin,Germany,,Women and Gender
686,Ligue pour la protection des oiseaux,Non-governmental organizations,Constituency - Environmental,Mr. Yves Verilhac,Rochefort,France,,ENGO
687,Lombardy Foundation for the Environment / Fondazione Lombardia per l'Ambiente,Non-governmental organizations,Constituency - Research and independent,Ms. Mita Laura Lapi,Milan,Italy,,RINGO
688,London School of Economics and Political Science,Non-governmental organizations,Constituency - Research and independent,Mr. Tim Forsyth,London,United Kingdom of Great Britain and Northern Ireland,,RINGO
689,Lund University,Non-governmental organizations,Constituency - Research and independent,Mr. Roger Hildingsson,Lund,Sweden,,RINGO
690,Lutheran World Federation,Non-governmental organizations,Constituency - Research and independent,Ms. Elena Cedillo Vargas,Geneva 2,Switzerland,,RINGO
691,Macalester College,Non-governmental organizations,Constituency - Research and independent,Ms. Christina Manning,"St. Paul, Minnesota",United States of America,,RINGO
692,Macau Environmental Protection and Management Association,Non-governmental organizations,Constituency - Environmental,Ms. Ka U Lao,Macau,China,,ENGO
693,Macau Environmental Protection Institute,Non-governmental organizations,Constituency - ENGO,Ms. Priscilla Fong I Leong,Macau,China,,ENGO
694,Macquarie University,Non-governmental organizations,Constituency - Research and independent,Ms. Lesley Hughes,Sydney,Australia,,RINGO
695,Marmara University,Non-governmental organizations,Constituency - Research and independent,Ms. Semra Cerit Mazlum,Istanbul,Turkey,,RINGO
696,Mary Robinson Foundation - Climate Justice,Non-governmental organizations,Constituency - Research and independent,Ms. Barbara Sweetman,Dublin,Ireland,,RINGO
697,Maryknoll Fathers and Brothers,Non-governmental organizations,Constituency - Research and independent,Mr. John Tivnan Brinkman,Maryknoll,United States of America,,RINGO
698,"Maryknoll Sisters of St. Dominic, Inc.",Non-governmental organizations,Constituency - Environmental,Ms. Marvelous Lomerio Misolas,Maryknoll,United States of America,completed manually from UNFCCC website,ENGO
699,Massachusetts Institute of Technology,Non-governmental organizations,Constituency - Research and independent,Mr. John Sterman,Cambridge,United States of America,,RINGO
700,McGill University,Non-governmental organizations,Constituency - Research and independent,Ms. Renée Sieber,Montréal,Canada,,RINGO
701,Mediators Beyond Borders,Non-governmental organizations,Constituency - Research and independent,Ms. Megan Casey,Arlington,United States of America,,RINGO
702,Mediterranean Protected Areas Network,Non-governmental organizations,Constituency - Environmental,Ms. Marie Romani,Hyeres,France,,ENGO
703,Mercy International Association,Non-governmental organizations,Constituency - Research and independent,Ms. Angela Reed,Dublin,Ireland,,RINGO
704,Meridian Institute,Non-governmental organizations,Constituency - ENGO,Mr. John Ehrmann,Dillon,United States of America,,ENGO
705,Met Office Hadley Center,Non-governmental organizations,Constituency - Research and independent,Mr. Jason Lowe,Exeter,United Kingdom of Great Britain and Northern Ireland,,RINGO
706,METIS - Global Awareness Network,Non-governmental organizations,Constituency - Research and independent,Mr. Andreas Andreopoulos,Kalivia Pezoulas,Greece,,RINGO
707,Michael Succow Foundation for the Protection of Nature,Non-governmental organizations,Constituency - Environmental,Mr. Jan Peters,Greifswald,Germany,,ENGO
708,Midwest Research Institute/National Renewable Energy Laboratory,Non-governmental organizations,Constituency - Research and independent,Mr. Ron Daniel Benioff,"Golden, CO",United States of America,,RINGO
709,"MISEREOR, German Catholic Bishops' Organisation for Development Cooperation",Non-governmental organizations,Constituency - Environmental CAN,Ms. Anika Schroeder,Aachen,Germany,,ENGO
710,Monde pluriel,Non-governmental organizations,,,Grenoble,France,completed manually,not yet affiliated/no data
711,Moravian College,Non-governmental organizations,Constituency - Research and independent,Ms. Hilde Binford,Bethlehem,United States of America,,RINGO
712,Mountain and Glacier Protection Organization,Non-governmental organizations,Constituency - Environmental,Mr. Tanweer Ahmad Bhutta,Islamabad,Pakistan,,ENGO
713,"Mountain Institute, Inc.",Non-governmental organizations,Constituency - Environmental,Mr. Jorge Recharte Bullard,Washington DC,United States of America,,ENGO
714,Mouvement des entreprises de France,Non-governmental organizations,,Mr. Geoffroy Roux de Bezieux,Paris,France,completed manually,not yet affiliated/no data
715,Movimiento Ciudadano frente al Cambio Climático,Non-governmental organizations,Constituency - Environmental CAN,Sra. Rocío Valdeavellano Roca Rey,Lima,Peru,,ENGO
716,Munich Climate Insurance Initiative,Non-governmental organizations,Constituency - Business and Industry,Mr. Michael Zissener,Bonn,Germany,,BINGO
717,Münster University,Non-governmental organizations,Constituency - ENGO,Ms. Doris Fuchs,Münster,Germany,,ENGO
718,National Association for the Advancement of Colored People,Non-governmental organizations,Constituency - Environmental CAN,Mr. Hilary Otis Shelton,Washington,United States of America,,ENGO
719,National Association of Clean Air Agencies,Non-governmental organizations,Constituency - Local government and Municipal authorities,Mr. Stuart William Becker,Washington,United States of America,,LGMA
720,National Center for Climate Change Strategy and International Cooperation,Non-governmental organizations,Constituency - Environmental,Mr. Xiaohua Zhang,Beijing,China,,ENGO
721,National Concentrating Solar Power Association,Non-governmental organizations,Constituency - Business and Industry,Mr. Marco Baresi,Milan,Italy,,BINGO
722,"National Council for Climate Change, Sustainable Development and Public Leadership",Non-governmental organizations,Constituency - Farmers,Mr. Kirit Shelat,Ahmedabad,India,,Farmers
723,National Ecological Centre of Ukraine,Non-governmental organizations,Constituency - Environmental CAN,Ms. Khrystyna Rudnytska,Kiev,Ukraine,,ENGO
724,National Foreign Trade Council,Non-governmental organizations,Constituency - Business and Industry,Mr. Robert Jake Colvin,Washington,United States of America,,BINGO
725,National Institute for Environmental Studies,Non-governmental organizations,Constituency - Research and independent,Mr. Atsuhiko Yoshimura,Tsukuba,Japan,,RINGO
726,National Institute of Public Health and the Environment,Non-governmental organizations,Constituency - Research and independent,Mr. Rob Maas,Bilthoven,Netherlands,,RINGO
727,National Native Title Council Ltd.,Non-governmental organizations,Constituency - Indigenous peoples,Ms. Carolyn Betts,North Melbourne,Australia,,IPO
728,National Spiritual Assembly of the Baha'is of the United States,Non-governmental organizations,Constituency - Research and independent,Mr. Ian Hamilton,Washington,United States of America,,RINGO
729,National University of Singapore,Non-governmental organizations,Constituency - Research and independent,Ms. Melissa Yu Xing Low,Singapore,Singapore,,RINGO
730,National Wildlife Federation,Non-governmental organizations,Constituency - Environmental CAN,Ms. Nathalie Walker,Reston,United States of America,,ENGO
731,National Youth Achievement Award Association,Non-governmental organizations,Constituency - Youth,Ms. Aileen Yap,Singapore,Singapore,,Youth
732,Native American Rights Fund,Non-governmental organizations,Constituency - Indigenous peoples,Mr. Kim Jerome Gottschalk,Boulder,United States of America,,IPO
733,"Natural Capitalism Solutions, Inc.",Non-governmental organizations,Constituency - Environmental,Ms. Heather L Kaberline,Longmont,United States of America,,ENGO
734,Natural Justice,Non-governmental organizations,Constituency - Environmental,Ms. Ilse Rolene Booysen,Cape Town,South Africa,,ENGO
735,Natural Resources Defense Council,Non-governmental organizations,Constituency - Environmental CAN,Mr. Jacob Schmidt,New York,United States of America,,ENGO
736,Nature and Biodiversity Conservation Union,Non-governmental organizations,Constituency - Environmental CAN,Mr. Kristian Kloeckner,Berlin,Germany,,ENGO
737,Nature Code - Centre of Development & Environment,Non-governmental organizations,,,Brussels,Belgium,completed manually,not yet affiliated/no data
738,Natureparif,Non-governmental organizations,Constituency - Environmental,Mr. Marc Barra,Paris,France,,ENGO
739,Nehru Foundation for Development Centre for Environment Education,Non-governmental organizations,,,Ahmedabad,India,completed manually,not yet affiliated/no data
740,Neighbour Organization Nepal,Non-governmental organizations,Constituency - Environmental,Mr. Basanta Raj Gautam,Kathmandu,Nepal,,ENGO
741,Neongreen Network,Non-governmental organizations,Constituency - Environmental,Ms. Angie Rattay,Vienna,Austria,,ENGO
742,Nepal Federation of Indigenous Nationalities,Non-governmental organizations,Constituency - Indigenous peoples,Mr. Tunga Bhadra Rai,Kathmandu,Nepal,,IPO
743,Network of Regional Governments for Sustainable Development,Non-governmental organizations,Constituency - Local government and Municipal authorities,Ms. Heloise Chicou,Brussels,Belgium,"completed manually from UNFCCC website; renamed ""Regions4 for Sustainable Development""",LGMA
744,New Energy and Industrial Technology Development Organization,Non-governmental organizations,Constituency - Research and independent,Mr. Toshio Kosuge,Kawasaki,Japan,,RINGO
745,New Venture Fund,Non-governmental organizations,Constituency - Research and independent,Mr. Travis Franck,Washington,United States of America,,RINGO
746,New Zealand Forest Owners' Association,Non-governmental organizations,Constituency - Business and Industry,Mr. David Rhodes,Wellington,New Zealand,,BINGO
747,New Zealand Youth Delegation Incorporated,Non-governmental organizations,Constituency - Youth,Mr. Matthew John Gibbons,Wellington,New Zealand,,Youth
748,Nordic Folkcenter for Renewable Energy,Non-governmental organizations,,,Hurup,Denmark,completed manually,not yet affiliated/no data
749,Northeastern University,Non-governmental organizations,Constituency - Research and independent,Ms. Denise Garcia Lapon,Boston,United States of America,,RINGO
750,Norwegian Confederation of Trade Unions,Non-governmental organizations,Constituency - Trade Unions,Ms. Anne-Beth Skrede,Oslo,Norway,,TUNGO
751,Norwegian Forum for Environment and Development,Non-governmental organizations,Constituency - Environmental CAN,Ms. Lillian Bredal Eriksen,Oslo,Norway,,ENGO
752,Norwegian Refugee Council,Non-governmental organizations,Constituency - Environmental,Ms. Nina M Birkeland,Oslo,Norway,,ENGO
753,Norwegian Society for the Conservation of Nature,Non-governmental organizations,Constituency - Environmental CAN,Ms. Johanne Sæther Houge,Oslo,Norway,,ENGO
754,Norwegian University of Science and Technology,Non-governmental organizations,Constituency - Research and independent,Mr. Espen Moe,Trondheim,Norway,,RINGO
755,Nurses Across the Borders,Non-governmental organizations,Constituency - Environmental,Mr. Peters Osawaru Omoragbon,Lagos,Nigeria,,ENGO
756,Observatoire méditerranéen de l'énergie,Non-governmental organizations,Constituency - Business and Industry,Mme Houda Allal,Sophie-Antipolis,France,,BINGO
757,Oceana Inc.,Non-governmental organizations,Constituency - Environmental,Ms. Jacqueline Savitz,Washington,United States of America,,ENGO
758,"Oeko-Institut (Institute for Applied Ecology e.V.), Berlin",Non-governmental organizations,Constituency - Research and independent,Mr. Lambert Richard Schneider,Berlin,Germany,completed manually from UNFCCC website,RINGO
759,Oil Change International,Non-governmental organizations,Constituency - Environmental CAN,Ms. Elizabeth Bast,Washington,United States of America,,ENGO
760,Open University,Non-governmental organizations,Constituency - Research and independent,Mr. Eduard Vinyamata i Camp,Barcelona,Spain,,RINGO
761,Organización Regional de la Asociación Inter-Étnica de Desarrollo de la Selva Peruana Ucayali,Non-governmental organizations,Constituency - Indigenous peoples,Ms. Noe Segunda Tuesta Flores,Pucallpa,Peru,,IPO
762,Oro Verde - Tropical Forest Foundation,Non-governmental organizations,Constituency - Environmental CAN,Ms. Elke Mannigel,Bonn,Germany,,ENGO
763,Ouranos,Non-governmental organizations,Constituency - Research and independent,Mme Anne Debrabandere,Montréal,Canada,,RINGO
764,Overseas Development Institute,Non-governmental organizations,Constituency - Research and independent,Ms. Catherine Stockwell,London,United Kingdom of Great Britain and Northern Ireland,,RINGO
765,"Overseas Environmental Cooperation Center, Japan",Non-governmental organizations,Constituency - Research and independent,Mr. Satoshi Iemoto,Tokyo,Japan,,RINGO
766,OXFAM International,Non-governmental organizations,Constituency - Environmental CAN,Ms. Tracy Carty,Oxford,United Kingdom of Great Britain and Northern Ireland,,ENGO
767,Oxford Climate Policy,Non-governmental organizations,Constituency - Research and independent,Mr. Benito Müller,Oxford,United Kingdom of Great Britain and Northern Ireland,,RINGO
768,P3 Foundation,Non-governmental organizations,Constituency - Youth,Mr. David Tong,Auckland,New Zealand,,Youth
769,Pacific Forest Trust,Non-governmental organizations,Constituency - Environmental,Ms. Laurie Wayburn,San Francisco,United States of America,,ENGO
770,PAIRVI Associates,Non-governmental organizations,Constituency - Environmental,Mr. Ajay Kumar Jha,New Dehli,India,,ENGO
771,Pakistan Community Peace Foundation,Non-governmental organizations,Constituency - Environmental,Mr. Karamat Bhatti,Wah Cantt,Pakistan,,ENGO
772,Pan African Climate Justice Alliance,Non-governmental organizations,Constituency - Environmental,Mr. Joseph Mithika Mwenda,Nairobi,Kenya,,ENGO
773,ParisTech,Non-governmental organizations,Constituency - Research and independent,Mme Sandrine Selosse,Paris,France,,RINGO
774,Pembina Institute for Appropriate Development,Non-governmental organizations,Constituency - Environmental CAN,Mr. Bora Plumptre,Calgary,Canada,,ENGO
775,Pennsylvania Environmental Resource Consortium,Non-governmental organizations,Constituency - Research and independent,Mr. Donald Arthur Brown,Camp Hill,United States of America,,RINGO
776,Peoples' Forum 2001 GWRG,Non-governmental organizations,Constituency - ENGO,Ms. Hye-Sook Park,Tokyo,Japan,,ENGO
777,Perkumpulan Sawit Watch,Non-governmental organizations,Constituency - Research and independent,Ms. Tawangratri Dhyayin Kusumohartono,Bogor,Indonesia,,RINGO
778,Plan International,Non-governmental organizations,Constituency - ENGO,Ms. Jessica Cooke,London,United Kingdom of Great Britain and Northern Ireland,,ENGO
779,Planète Amazone,Non-governmental organizations,Constituency - Indigenous peoples,Mr. Gert Bruch,Courbevoie,France,,IPO
780,Plant for the Planet Foundation,Non-governmental organizations,Constituency - Environmental,Ms. Helge Maren Bork,Tutzing,Germany,,ENGO
781,Plymouth Marine Laboratory,Non-governmental organizations,Constituency - Environmental,Ms. Thecla Keizer,Plymouth,United Kingdom of Great Britain and Northern Ireland,,ENGO
782,Polish Ecological Club,Non-governmental organizations,Constituency - Environmental CJN,Ms. Urszula Stefanowicz,Kraków,Poland,,ENGO
783,Pomona College,Non-governmental organizations,Constituency - Research and independent,Mr. Richard Worthington,Claremont,United States of America,,RINGO
784,Population Action International,Non-governmental organizations,Constituency - Environmental,Ms. Elisha Dunn-Georgiou,Washington,United States of America,,ENGO
785,Potsdam Institute for Climate Impact Research,Non-governmental organizations,Constituency - Research and independent,Ms. Annika Günther,Potsdam,Germany,,RINGO
786,Practical Action,Non-governmental organizations,Constituency - Environmental CAN,Mr. Colin Ian McQuistan,Rugby,United Kingdom of Great Britain and Northern Ireland,,ENGO
787,Presbyterian Church (U.S.A.),Non-governmental organizations,Constituency - Environmental CAN,Ms. Rebecca Jane Barnes,Louisville,United States of America,,ENGO
788,Princeton University,Non-governmental organizations,Constituency - Research and independent,Mr. Charles Crosby,Princeton,United States of America,,RINGO
789,Pro-Natura International,Non-governmental organizations,Constituency - Environmental,Mr. Guy Reinaud,Paris,France,,ENGO
790,ProClim - Forum for Climate and Global Change,Non-governmental organizations,Constituency - Research and independent,Ms. Karin Ammon,Bern,Switzerland,,RINGO
791,Project 90 by 2030,Non-governmental organizations,Constituency - Environmental CAN,Ms. Olivia Andrews,Cape Town,South Africa,,ENGO
792,Project Developer Forum Ltd.,Non-governmental organizations,Constituency - Business and Industry,Mr. Sven Gunther Kolmetz,London,United Kingdom of Great Britain and Northern Ireland,,BINGO
793,Pronatura Mexico,Non-governmental organizations,Constituency - Environmental,Sra. Leticia Espinosa Marván,Mexico,Mexico,,ENGO
794,Purdue University - Purdue Climate Change Research Center,Non-governmental organizations,Constituency - Research and independent,M. Filley,West Lafayette,United States of America,,RINGO
795,Purves Environmental Fund,Non-governmental organizations,Constituency - Environmental,Ms. Erika Hosoyama,Sydney,Australia,,ENGO
796,Pusan National University - Marine Research Institute,Non-governmental organizations,Constituency - Research and independent,Mr. Ik Kyo Chung,Busan Metro City,Republic of Korea,,RINGO
797,PUSH Sweden,Non-governmental organizations,Constituency - Environmental,Mr. Adam Leckius,Stockholm,Sweden,,ENGO
798,Quaker Earthcare Witness,Non-governmental organizations,Constituency - Environmental,Ms. Shelley Tanenbaum,Albany,United States of America,,ENGO
799,R20 - Regions of Climate Action,Non-governmental organizations,Constituency - Environmental,Mr. Christophe Nuttall,Geneva,Switzerland,,ENGO
800,Rainforest Action Network,Non-governmental organizations,Constituency - Environmental CJN,Mr. Patrick McCully,San Francisco,United States of America,,ENGO
801,Rainforest Alliance,Non-governmental organizations,Constituency - Environmental,Mr. Martin Noponen,New York,United States of America,,ENGO
802,Rainforest Concern,Non-governmental organizations,Constituency - Environmental,Mr. Peter Bennett,London,United Kingdom of Great Britain and Northern Ireland,,ENGO
803,Rainforest Foundation Norway,Non-governmental organizations,Constituency - Environmental CAN,Ms. Monica Camacho Mejia,Oslo,Norway,,ENGO
