,organization,Topic1,Topic2,Topic3,Topic4,Topic5,Topic6,Topic7,Topic8,Topic9,Topic10,Topic11,Topic12,Topic13,Topic14,Topic15,Topic16,Topic17,Topic18,most_prevalent_topic,entity_type,coordinator,city,country,constituency,const
1016,University of Eastern Finland,5.37392543265014e-06,1.3201274668972474e-06,1.3472554201143794e-06,0.1344603300094604,1.0272788131260311e-05,1.94326821656432e-06,0.0049466588534414,6.203052907949314e-05,0.5542110800743103,0.0060453857295215,2.96348243864486e-05,5.523848358279793e-06,0.0949535891413688,0.015795474871993,0.0689607709646225,0.1070478409528732,1.30944715692749e-06,0.0134601136669516,9,Non-governmental organizations,Ms. Kati Kulovesi,Kuopio,Finland,Constituency - Research and independent,RINGO
1017,University of Edinburgh,3.6205667583999457e-06,8.894074312593148e-07,9.076843525690492e-07,0.6435012221336365,6.921070053067524e-06,1.3092351309751391e-06,1.8773285773932e-05,0.0021140135359019,0.1622962802648544,3.773707067011856e-05,0.0004462040378712,3.7215738757367936e-06,0.1019605696201324,0.0110978642478585,7.874103903304785e-05,0.0784110724925994,8.822118502394005e-07,1.930424878082704e-05,4,Non-governmental organizations,Mr. Eladio Figueroa Cabrera,Edinburgh,United Kingdom of Great Britain and Northern Ireland,Constituency - Research and independent,RINGO
1018,University of Exeter,3.877532435581088e-06,9.525321615910798e-07,9.72106249719218e-07,0.3133240044116974,7.412285413010977e-06,1.4021566130395513e-06,2.0105419025640003e-05,0.0038977838121354,0.4405737817287445,4.0208989958046e-05,2.1382540580816567e-05,3.985708644904662e-06,0.0672612339258194,0.1166303753852844,0.0035807995591312,0.0207976233214139,9.448258424527012e-07,0.0338331684470176,9,Non-governmental organizations,Mr. Alexander Huke,Exeter,United Kingdom of Great Britain and Northern Ireland,Constituency - Research and independent,RINGO
1019,"University of Freiburg, Institute of Forest and Environmental Policy",1.5414698282256722e-05,3.7866852835577447e-06,3.864499831252033e-06,0.00025822155294,2.946671338577289e-05,0.0015119212912395,0.1387575417757034,0.0049574826844036,0.3976256549358368,0.0077512427233159,0.0825282335281372,1.5844740119064227e-05,0.0060162749141454,0.1108948066830635,0.0759510770440101,0.1136239096522331,3.756049864023226e-06,0.0600514970719814,9,Non-governmental organizations,Ms. Sabine Reinecke,Freiburg i.Br.,Germany,Constituency - Research and independent,RINGO
1020,University of Genoa,5.3662515711039305e-06,1.3182423117541475e-06,1.3453316114464542e-06,9.502786269877106e-05,1.0258118891215418e-05,1.940493120855536e-06,2.782531373668462e-05,0.0066383918747305,0.7269725799560547,5.568063352257013e-05,2.9589438781840727e-05,5.515960310731316e-06,0.0137611338868737,0.0389051735401153,0.011666071601212,0.2013741880655288,1.307577235820645e-06,0.0004473331500776,9,Non-governmental organizations,Ms. Adriana Del Borghi,Genova,Italy,Constituency - Research and independent,RINGO
1021,University of Hamburg,1.2311652426433284e-05,3.024409352292423e-06,3.0865594453644007e-06,0.1188468337059021,2.3534938009106557e-05,4.452023404155625e-06,6.384491280186921e-05,0.0060343872755765,0.7197667360305786,0.0001271942746825,6.789465987822041e-05,1.2655125829041936e-05,0.0637173056602478,0.0302757080644369,0.0035124260466545,0.0574600100517272,2.999940761583275e-06,6.56483753118664e-05,9,Non-governmental organizations,Mr. Stefan Cihan Aykut,Hamburg,Germany,Constituency - Research and independent,RINGO
1022,University of Hawaii,3.892749191436451e-06,9.562702416587854e-07,9.759211252458044e-07,0.2160554379224777,7.441373782057781e-06,1.4076591696721152e-06,0.020411929115653,0.0081157125532627,0.5737008452415466,0.0146533045917749,0.004766936879605,4.001349680038402e-06,0.0290207434445619,0.1083577647805213,8.204310142900795e-05,0.0209105350077152,9.485336818215728e-07,0.0039051417261362,9,Non-governmental organizations,Mr. Matthew Kamakani Lynch,Honolulu,United States of America,Constituency - Youth,Youth
1023,University of Heidelberg,1.2472491107473616e-05,3.063919848500518e-06,3.1268818929675035e-06,0.165354773402214,2.3842394512030296e-05,4.510184226091951e-06,6.467023922596127e-05,0.0001439894112991,0.6647931337356567,0.0043811784125864,6.8775458203163e-05,1.2820451047446111e-05,0.0677565187215805,0.0165860410779714,0.0002698753087315,0.0804517194628715,3.0391317977773724e-06,6.650802970398217e-05,9,Non-governmental organizations,Ms. Sanam Noreen Vardag,Heidelberg,Germany,Constituency - Research and independent,RINGO
1024,University of Helsinki,1.6372072423109785e-05,4.021868790005101e-06,4.10451593779726e-06,0.1566638499498367,3.129682954750024e-05,5.920314379181946e-06,8.489390165777877e-05,0.0001880021445685,0.5932238698005676,0.0001702030858723,9.028439671965316e-05,1.6828824300318956e-05,0.1745489239692688,0.0448706448078155,0.000459014205262,0.0295304860919713,3.989330252807122e-06,8.729330147616565e-05,9,Non-governmental organizations,Ms. Anna Matilda Lintunen,Helsinki,Finland,Constituency - Research and independent,RINGO
1025,University of Illinois,3.388043978702626e-06,8.322872986354923e-07,8.493904033457511e-07,0.0707876831293106,6.476579983427655e-06,1.2251524594830698e-06,1.7568323528394103e-05,0.0087090972810983,0.6997323632240295,0.018751798197627,1.868332765297964e-05,3.482564352452755e-06,7.350692612817511e-05,0.2014595121145248,0.0002595926634967,0.0001550803426653,8.255537977674976e-07,1.806564614525996e-05,9,Non-governmental organizations,Ms. Meredith Kaye Moore,Urbana,United States of America,Constituency - Research and independent,RINGO
1026,University of Leeds,5.50875984117738e-06,1.3532500133806025e-06,1.3810587233820115e-06,0.2686858475208282,1.0530537110753356e-05,1.992025772779016e-06,2.856640821846668e-05,0.0052629252895712,0.6089369654655457,5.6980654335347936e-05,3.0377268558368087e-05,5.662444436893566e-06,0.0289998482912778,0.0240078214555978,0.0112340049818158,0.0345951244235038,1.3423018572211731e-06,0.0181338135153055,9,Non-governmental organizations,Ms. Shona Cowan Smith,Leeds,United Kingdom of Great Britain and Northern Ireland,Constituency - Research and independent,RINGO
1027,University of Linköping,6.453300557041075e-06,1.5852804153837496e-06,1.6178571513592033e-06,0.1853112876415252,0.0064626764506101,2.3335815058089797e-06,3.3464304578956217e-05,0.0047909351997077,0.5146263241767883,6.694548210361972e-05,3.5594915971159935e-05,6.633335942751728e-06,0.059958066791296,0.0657682940363884,0.0251481421291828,0.1243413612246513,1.5724549484730233e-06,0.0134367467835545,9,Non-governmental organizations,Mr. Mathias Fridahl,Norrkoping,Sweden,Constituency - Research and independent,RINGO
1028,University of Maryland,4.911574706056854e-06,1.20654897273198e-06,1.231343048857525e-06,0.1640330404043197,9.388959369971415e-06,1.776077283466293e-06,2.5468951207585636e-05,0.0022466781083494,0.6872979402542114,5.0931859732372686e-05,2.708561078179628e-05,5.048598723078612e-06,0.0058693224564194,0.1290471851825714,0.0035858105402439,0.0043378663249313,1.1967877071583644e-06,0.0034538814797997,9,Non-governmental organizations,Ms. Shannon Kathleen Kennedy,College Park,United States of America,Constituency - Research and independent,RINGO
1029,University of Melbourne,2.0264766135369428e-05,4.978125161869684e-06,5.0804233069357e-06,0.2110021114349365,3.873809691867791e-05,7.327952971536433e-06,0.0001050875362125,0.000232855338254,0.6950817704200745,0.000209629870369,0.0001117536739911,0.0145849250257015,0.0242069475352764,0.0303094498813152,0.0004512177547439,0.0235148854553699,4.9378504627384245e-06,0.0001080474685295,9,Non-governmental organizations,Ms. Robyn Eckersley,Melbourne,Australia,Constituency - Research and independent,RINGO
1030,University of Michigan,3.175931624355144e-06,7.801809829288686e-07,7.962133281580464e-07,0.2820197641849518,6.071106326999143e-06,1.1484504511827254e-06,1.6467949535581283e-05,0.0137241035699844,0.5111737847328186,0.0042180875316262,0.0045627695508301,3.264534370828187e-06,0.0038610489573329,0.1358551084995269,6.843946175649762e-05,0.0338051468133926,7.738690328551456e-07,0.0106792924925684,9,Non-governmental organizations,Mr. Jose Alfaro,Ann Arbor,United States of America,Constituency - Research and independent,RINGO
1031,University of Minnesota,4.597361566993641e-06,1.129361180574051e-06,1.1525689842528664e-06,0.4417312741279602,8.788309060037136e-06,1.6624543377474763e-06,2.3839813366066664e-05,0.0042101116850972,0.4835368394851684,4.7717319830553606e-05,2.5351600925205275e-05,4.725619419332361e-06,0.0016367690404877,0.0377751141786575,0.000101884608739,0.0226600859314203,1.1202242831132023e-06,0.0082278419286012,9,Non-governmental organizations,Ms. Elizabeth Mercer-Taylor,Minneapolis,United States of America,Constituency - Research and independent,RINGO
1032,University of Nijmegen,4.161749075137777e-06,1.0223511708318256e-06,1.0433599300085916e-06,0.0207966677844524,7.955592991493177e-06,1.5049323565108352e-06,2.1580257453024387e-05,4.812322003999725e-05,0.6523886919021606,4.3175539758522063e-05,2.2949148842599243e-05,4.277854259271408e-06,0.0292880814522504,0.2155937105417251,0.009746391326189,0.0720074474811554,1.0140799986402271e-06,2.219063571828883e-05,9,Non-governmental organizations,Ms. Carlijn Hendriks,Nijmegen,Netherlands,Constituency - Research and independent,RINGO
1033,University of North Carolina,8.074158358795103e-06,1.9834510567307007e-06,2.0242100617906544e-06,0.050962533801794,1.5434550732607022e-05,2.919701046266709e-06,4.1864605009322986e-05,9.44881176110357e-05,0.664247989654541,8.378465281566605e-05,4.4529700971907005e-05,8.299412911583204e-06,0.0014445597771555,0.2702299952507019,0.0082224551588296,0.0045440592803061,1.96740438695997e-06,4.305092443246394e-05,9,Non-governmental organizations,Ms. Angel Hsu,Chapel Hill,United States of America,Constituency - Youth,Youth
1034,University of Oslo,9.066239726962522e-06,2.227159939138801e-06,2.272926849400392e-06,0.1362520158290863,1.7331010894849896e-05,3.2784478207759093e-06,4.701738725998439e-05,0.0001049340935423,0.5788002610206604,9.407036850461736e-05,0.0194951333105564,9.319171113020276e-06,0.1437861621379852,0.0238091722130775,0.0089889476075768,0.0885282307863235,2.2091414848546265e-06,4.834084757021628e-05,9,Non-governmental organizations,Ms. Christina Voigt,Oslo,Norway,Constituency - Research and independent,RINGO
1035,University of Oxford,5.993754712108057e-06,1.4723910908287507e-06,1.502647933193657e-06,0.2443132549524307,1.1457652362878434e-05,2.1674050003639422e-06,3.1078012398211285e-05,6.937790749361739e-05,0.6022135615348816,0.0085007110610604,3.305711652501486e-05,6.160969405755168e-06,0.0480296239256858,0.0860562548041343,0.000122480050777,0.0105684380978345,1.460478870285442e-06,3.1959472835296765e-05,9,Non-governmental organizations,Ms. Anne Loreto Ryan,Oxford,United Kingdom of Great Britain and Northern Ireland,Constituency - Research and independent,RINGO
1036,University of Reading,9.147398486675227e-06,2.247096972496365e-06,2.293273610121105e-06,0.5799301266670227,1.7486152501078323e-05,3.307795850560069e-06,4.743164026876912e-05,0.0001064244788722,0.2726293802261352,9.476678678765892e-05,5.044461795478128e-05,9.402594514540397e-06,0.0848583579063415,0.0204672161489725,0.0001991618773899,0.0352842435240745,2.228917082902626e-06,0.0062862900085747,4,Non-governmental organizations,Ms. Rosalind Cornforth,Reading,United Kingdom of Great Britain and Northern Ireland,Constituency - Research and independent,RINGO
1037,University of Southern Denmark,3.2662078410794493e-06,8.023577038329677e-07,8.188457627511525e-07,0.2104921787977218,6.243677944439696e-06,1.1810951718871363e-06,1.6936724932747893e-05,0.0158016197383403,0.4902700781822204,3.380586713319644e-05,1.801170947146602e-05,3.357329205755377e-06,0.0180592574179172,0.0117120053619146,0.0311017017811536,0.2186155617237091,7.9586635592932e-07,0.0038623306900262,9,Non-governmental organizations,Mr. Nicola Tollin,Odense M,Denmark,Constituency - Research and independent,RINGO
1038,"University of St. Gallen, Institute for Economy and the Environment",3.1476297408516984e-06,7.73228521211422e-07,7.891180189290026e-07,0.0032924523111432,0.0457949377596378,1.13821613467735e-06,1.6320989743690006e-05,0.0247193947434425,0.2123366147279739,3.26528497680556e-05,1.735621117404662e-05,3.2354430459236028e-06,7.02983234077692e-05,0.3321656584739685,0.2750807106494903,0.034780029207468,7.669728461223713e-07,0.071683757007122,14,Non-governmental organizations,Mr. Rolf Wüstenhagen,St. Gallen,Switzerland,Constituency - ENGO,ENGO
1039,University of Sussex - Sussex Energy Group,1.591837644809857e-05,3.91041612601839e-06,3.990773620898835e-06,0.0317262969911098,0.0030014892108738,5.756252903665882e-06,8.253818668890744e-05,0.0814635008573532,0.3557465672492981,0.0001650770864216,8.778247865848243e-05,1.6362469978048466e-05,0.1951169073581695,0.040248230099678,0.2006659209728241,0.0423707105219364,3.87877980756457e-06,0.0492751076817512,9,Non-governmental organizations,Mr. Rob Byrne,Brighton,United Kingdom of Great Britain and Northern Ireland,Constituency - Environmental,ENGO
1040,University of Technology Malaysia,3.082803004872403e-06,7.573034963570535e-07,7.728657465122524e-07,0.2151222974061966,5.893081379326759e-06,1.1147740224259906e-06,1.5986504877218977e-05,0.0143380584195256,0.5291600227355957,0.0121811917051672,0.0257673431187868,3.1688075523561565e-06,0.0603020936250686,0.0023430129513144,6.727365689584985e-05,0.1362660825252533,7.511766852985602e-07,0.0044210921041667,9,Non-governmental organizations,Mr. Mohd Ismail Abd Aziz,Johor,Malaysia,Constituency - Research and independent,RINGO
1041,University of Texas at Austin,1.0182136975345202e-05,2.5012848254846176e-06,2.5526849185553147e-06,0.1412618160247802,1.946415795828216e-05,3.6819681099586887e-06,5.2798641263507307e-05,0.0327838025987148,0.3300601243972778,0.101771093904972,0.0021034725941717,1.0466200365044642e-05,0.0021675224415957,0.3885689973831177,0.0002007902658078,0.0009239735081791,2.48104856837017e-06,5.4287615057546645e-05,14,Non-governmental organizations,Ms. Katherine Duncker Romanak,Austin,United States of America,Constituency - Research and independent,RINGO
1042,University of Tokyo,1.1146486940560862e-05,2.7381815925764386e-06,2.794449756038375e-06,0.016224481165409,2.13076091313269e-05,4.030687250633491e-06,5.780240462627262e-05,0.0033305247779935,0.7187005877494812,0.0115248681977391,6.146582745714113e-05,1.1457454093033448e-05,0.0582233779132366,0.0239835120737552,0.0002321771899005,0.0293220318853855,2.71602880275168e-06,0.1382829695940017,9,Non-governmental organizations,Mr. Shuichiro Asao,Tokyo,Japan,Constituency - Research and independent,RINGO
1043,University of Toronto,6.617508461204125e-06,1.6256187791441334e-06,1.6590244058534154e-06,0.3496348559856415,1.265001901629148e-05,2.3929608232720057e-06,0.0022943802177906,0.004697126802057,0.5265669226646423,6.861455040052533e-05,3.649212158052251e-05,6.802124971727608e-06,0.0001394749560859,0.0719339475035667,0.0330943427979946,0.0114651881158351,1.6124669173223085e-06,3.528378147166222e-05,9,Non-governmental organizations,Mr. Matthew Hoffmann,Toronto,Canada,Constituency - Research and independent,RINGO
1044,University of Vermont,6.851996658951975e-06,1.6832218534545973e-06,1.7178113012050744e-06,0.1654137670993805,0.0062913349829614,2.4777543785603484e-06,0.013231030665338,0.0186624452471733,0.6272764205932617,0.0025750687345862,3.778717655222863e-05,7.043155164865311e-06,0.0163340624421834,0.1420889645814895,0.0001442105567548,0.0037162113003432,1.6696039892849512e-06,0.0042072846554219,9,Non-governmental organizations,Ms. Bettine Gioia Thompson,Burlington,United States of America,Constituency - Research and independent,RINGO
1045,University of Washington,5.167115432413993e-06,1.2693236612904002e-06,1.2954076282767346e-06,0.3127414286136627,0.0008369543938897,1.8684835367821504e-06,2.679309000086505e-05,0.0043664751574397,0.3720436990261078,0.0129473935812711,2.849371412594337e-05,5.311268523655599e-06,0.0001103808754123,0.2367507964372635,0.0001058834968716,0.0599979236721992,1.2590544429258443e-06,2.755371315288357e-05,9,Non-governmental organizations,Mr. Jeffrey Milner Riedinger,Seattle,United States of America,Constituency - Research and independent,RINGO
1046,University of Waterloo,4.237926532368874e-06,1.0410644790681545e-06,1.0624579545037705e-06,0.122398056089878,8.101214916678146e-06,0.0003116809239145,0.0004212129570078,4.9053269322030246e-05,0.7302970290184021,4.388844536151737e-05,2.3371627321466804e-05,4.356157205620548e-06,0.070197157561779,0.0304150339215993,0.0057222233153879,0.0198011398315429,1.0326419896955483e-06,0.020300269126892,9,Non-governmental organizations,Mr. Simon Christian Glauser,Waterloo,Canada,Constituency - Research and independent,RINGO
1047,University of Zurich,7.868671673350036e-06,1.9329722817929e-06,1.9726940081454813e-06,0.379232794046402,1.5041740880405996e-05,2.845394647010835e-06,4.079993595951237e-05,9.04447806533426e-05,0.2448658645153045,8.143202285282314e-05,4.338792132330127e-05,8.08819277153816e-06,0.0428482219576835,0.0532982423901557,0.0001668790355324,0.279250293970108,1.917333975143265e-06,4.195872679702006e-05,4,Non-governmental organizations,Ms. Anna Katharina Michaelowa,Zurich,Switzerland,Constituency - Research and independent,RINGO
1048,Université Cadi Ayyad de Marrakech,4.440707471076166e-06,1.0908785270657972e-06,1.113295525101421e-06,7.690269558224827e-05,8.488849744026083e-06,1.6058066876212251e-06,2.302603752468713e-05,5.110701386001893e-05,0.4502493441104889,0.0012938404688611,2.448807572363876e-05,4.564595201372868e-06,9.588018292561172e-05,0.0129042994230985,0.0323803052306175,0.5028547644615173,1.0820529041666305e-06,2.3679009245825e-05,16,Non-governmental organizations,Mme Fatima Arib,Marrakech,Morocco,Constituency - Research and independent,RINGO
1049,Université Laval,7.200469099188922e-06,1.7688255411485445e-06,1.805174065339088e-06,0.1515401303768158,1.3764406503469218e-05,2.603765551612014e-06,0.0044106696732342,8.409065048908815e-05,0.5427334904670715,7.47841113479808e-05,3.970336183556356e-05,7.401349193969509e-06,0.0003942033217754,0.0701364874839782,0.0405890606343746,0.1899226754903793,1.754515210450336e-06,3.839338751276955e-05,9,Non-governmental organizations,Ms. Liliana Diaz,Québec,Canada,Constituency - Research and independent,RINGO
1050,Université Libre de Bruxelles,7.06883974999073e-06,1.7364901623295736e-06,1.7721743006404722e-06,0.0054112416692078,1.3512782970792614e-05,2.5561669190210523e-06,3.6653153074439615e-05,8.097119280137122e-05,0.6286032199859619,7.306519546546042e-05,3.8988786400295794e-05,7.266047305165557e-06,0.0256692208349704,0.0013555069454014,0.002122048754245,0.3328529298305511,1.7224414250449629e-06,0.0037204497493803,9,Non-governmental organizations,Mr. Edwin Zaccaï,Bruxelles,Belgium,Constituency - Research and independent,RINGO
1051,Université de Brest,8.698133569851052e-06,2.136732973667677e-06,2.180641786253545e-06,0.0085168229416012,0.004941162187606,3.145336677334853e-06,4.510186045081355e-05,0.0001004915757221,0.4579514265060425,9.024216706166044e-05,4.79695008834824e-05,8.940794941736385e-06,0.1464325338602066,0.0414010696113109,0.0001951239246409,0.3395945429801941,2.1194462078710785e-06,0.0006563404458574,9,Non-governmental organizations,M. Yves-Marie Paulet,Brest,France,Constituency - Research and independent,RINGO
1052,Université de Liège,4.5666579353564885e-06,1.1218187410122482e-06,1.144871589531249e-06,0.001229970366694,8.729616638447624e-06,1.6513517948624212e-06,2.367891102039721e-05,5.248305023997091e-05,0.6422269344329834,0.0121411550790071,2.5181559976772405e-05,4.694059498433489e-06,0.013087248429656,0.0086517902091145,0.0457421503961086,0.2748953998088836,1.1127428933832562e-06,0.001900976174511,9,Non-governmental organizations,Mr. François Gemenne,Liège,Belgium,Constituency - Research and independent,RINGO
1053,Université de Montréal,5.083399173599901e-06,1.2487583944675862e-06,1.2744197874781094e-06,0.1887847036123275,9.7174188340432e-06,1.8382107782599637e-06,2.6358353352406997e-05,5.8467488997848704e-05,0.5802150964736938,0.0116632971912622,2.8032354748575017e-05,5.225216682447353e-06,0.0001256749383173,0.0627302750945091,0.0001094308681786,0.1562059372663498,1.238655499946617e-06,2.7104544642497785e-05,9,Non-governmental organizations,Mr. Frederic Merand,Montreal,Canada,Constituency - Research and independent,RINGO
1054,Université de Sherbrooke,8.000345587788615e-06,1.9653184608614538e-06,2.005704800467356e-06,0.2505738735198974,1.5293448086595163e-05,2.893009423132753e-06,4.148403968429193e-05,0.0036605934146791,0.4943765997886657,8.286677621072158e-05,4.411914051161148e-05,0.0010674018412828,0.0024027412291616,0.0220526698976755,0.0060680001042783,0.2195548415184021,1.949418447111384e-06,4.2657600715756416e-05,9,Non-governmental organizations,Ms. Denyse Remillard,Sherbrooke,Canada,Constituency - Youth,Youth
1055,Unión de Industriales para Saneamiento Cuencas Matanza Riachuelo y Reconquista,1.0071265023725571e-05,2.474048642397974e-06,2.524889168853406e-06,0.019283503293991,0.0032771751284599,3.6418757645151354e-06,5.2227456762921065e-05,0.0156363248825073,0.0176980197429656,0.1700925976037979,0.0037260216195136,0.0034027786459773,0.0003447849012445,0.2729193270206451,0.3561084568500519,0.0496685691177845,2.454032937748707e-06,0.0877690687775611,15,Non-governmental organizations,Mr. Mariano Villares,Buenos Aires,Argentina,Constituency - Business and Industry,BINGO
1056,Uppsala University,5.879190666746581e-06,1.4442479141507647e-06,1.473926545259019e-06,0.1074445620179176,0.0031908266246318,2.1259775166981854e-06,3.04864388454007e-05,0.0130472341552376,0.6656980514526367,0.0010857994202524,3.2419706258224323e-05,6.043209396011662e-06,0.0855732932686805,0.0327700935304164,0.0001322668686043,0.0909452438354492,1.4325635220302502e-06,3.1347721233032644e-05,9,Non-governmental organizations,Ms. Carmen Rosa Medina Llanos,Uppsala,Sweden,Constituency - Research and independent,RINGO
1057,Vanderbilt University,1.0887554708460812e-05,2.6745738068711944e-06,2.7295350264466838e-06,0.0017937405500561,2.0812634829781015e-05,3.937054771085968e-06,5.6454449804732576e-05,0.0001249542692676,0.8620923757553101,0.0001131793978856,6.005557588650845e-05,1.1191297744517216e-05,0.000224622330279,0.101870983839035,0.0278335306793451,0.0002908080059569,2.652935563673964e-06,0.0054844450205564,9,Non-governmental organizations,Mr. Mark Abkowitz,Nashville,United States of America,Constituency - Research and independent,RINGO
1058,Vasudha Foundation,5.491113824973581e-06,1.348915247945115e-06,1.3766347137789126e-06,0.0300559978932142,0.0068189813755452,1.985644757951377e-06,0.0034044543281197,0.1479292511940002,0.0445261411368846,0.0348810963332653,0.0030734359752386,5.644305929308757e-06,0.0086757941171526,0.5225189328193665,0.0279532633721828,0.0110565545037388,1.3380019936448662e-06,0.1590889394283294,14,Non-governmental organizations,Mr. Srinivas Krishnaswamy,New Delhi,India,Constituency - Environmental CAN,ENGO
1059,Vermont Law School,4.421127414389048e-06,1.0860685506486334e-06,1.108386754822277e-06,0.0087921321392059,8.45142039906932e-06,1.5987262713679229e-06,0.0083778537809848,0.0251072309911251,0.6551370620727539,0.0403259731829166,2.4380931790801696e-05,4.544468538369984e-06,0.0030344689730554,0.1979239284992218,0.0477330237627029,0.0001201998675242,1.0772818086479674e-06,0.0134014887735247,9,Non-governmental organizations,Ms. Sarah Marie Mooney Reiter,South Royalton,United States of America,Constituency - Research and independent,RINGO
1060,Verra,5.623275228572311e-06,1.38138113925379e-06,1.4097679468250135e-06,0.0086612673476338,0.1723170131444931,2.033435521298088e-06,0.0592030398547649,0.2744166254997253,0.0062032979913055,0.0080105429515242,3.101188121945597e-05,5.780153969681123e-06,0.0001274512324016,0.2459406852722168,0.2147942632436752,0.0063599804416298,1.370205382045242e-06,0.0039172279648482,8,Non-governmental organizations,Ms. Jessica Herfurth,Washington,United States of America,Constituency - Business and Industry,BINGO
1061,Victoria University Wellington,6.819071586505743e-06,1.675133603384893e-06,1.709556840978621e-06,0.1276487559080124,0.001170422649011,2.465848183419439e-06,3.535991345415823e-05,7.885661034379154e-05,0.6659900546073914,0.0088811824098229,3.760774416150525e-05,7.009311048022937e-06,0.0508600883185863,0.1189586147665977,0.0017457808135077,0.0245356224477291,1.6615812228337743e-06,3.636024484876543e-05,9,Non-governmental organizations,Mr. Jonathan George Boston,Wellington,New Zealand,Constituency - Research and independent,RINGO
1062,Vikalp,1.5538520528934896e-05,3.817102879111189e-06,3.8955427044129465e-06,0.237457662820816,2.9703413019888103e-05,5.618892828351818e-06,8.058144157985225e-05,0.0363055244088172,0.1142104268074035,0.0257239677011966,0.1258526295423507,1.5972016626619734e-05,0.1413682401180267,0.2722417116165161,0.0003233155293855,0.0009100860916078,3.786221213886165e-06,0.0454475581645965,14,Non-governmental organizations,Mr. Himanshu Banker,New Delhi,India,Constituency - Indigenous peoples,IPO
1063,Viracao Educommunication,1.6291922293021344e-05,4.002179139206419e-06,4.084422016603639e-06,0.0136407352983951,3.114361243206076e-05,5.891330602025846e-06,8.4480649093166e-05,0.018262667581439,0.0403150431811809,0.3487425744533539,8.984101441456005e-05,1.6746436813264154e-05,0.0196105204522609,0.4024986624717712,0.1096744239330291,0.0469120554625988,3.969800218328601e-06,8.687073568580672e-05,14,Non-governmental organizations,Mr. Rafael Alves da Silva,Sao Paulo,Brazil,Constituency - Youth,Youth
1064,Virginia Polytechnic Institute and State University,4.6627656047348864e-06,1.1454279729150585e-06,1.168966036857455e-06,0.1896285712718963,8.913335477700457e-06,1.686105179032893e-06,0.0017270828830078,0.0234815776348114,0.6011043787002563,0.00544088287279,2.5714844014146365e-05,4.792848358192714e-06,0.0001036871617543,0.1575809568166732,0.0090972855687141,0.0092712100595235,1.136161131398694e-06,0.0025151579175144,9,Non-governmental organizations,Ms. Chelsey Watts,Blacksburg,United States of America,Constituency - Environmental,ENGO
1065,"Vitae Civilis Institute for Development, Environment and Peace",1.0008603567257524e-05,2.458655444570468e-06,2.509179694243357e-06,0.0421461649239063,1.9132430679746903e-05,3.619216613515164e-06,0.0060522351413965,0.0255280844867229,0.0031320489943027,0.2040581256151199,5.51948651263956e-05,1.0287824807164723e-05,0.0768056958913803,0.3489256799221039,0.2632597386837005,0.0299332104623317,2.4387641133216675e-06,5.336844333214685e-05,14,Non-governmental organizations,Mr. Delcio Rodrigues,Sao Paulo,Brazil,Constituency - Environmental CAN,ENGO
1066,Vivre en Ville,6.791937721573049e-06,1.6684681440892746e-06,1.702754389043548e-06,0.0434924811124801,1.2983458873350172e-05,2.456036327203037e-06,3.5218443372286856e-05,0.0007848677923902,0.0589288733899593,0.018138114362955,3.745035064639524e-05,6.981420483498368e-06,0.000147513608681,0.2242877781391143,0.3387752771377563,0.3153019249439239,1.6549696510992362e-06,3.621776704676449e-05,15,Non-governmental organizations,Mme Claudia Bennicelli,Québec,Canada,Constituency - Local government and Municipal authorities,LGMA
1067,WWF,0.0829338207840919,2.400941411906388e-06,2.450279680488165e-06,0.1614577174186706,1.8683320377022028e-05,3.5342595765541773e-06,0.0743751153349876,0.0064515979029238,0.0123614864423871,0.0001014251611195,0.0185346435755491,1.0046330316981766e-05,0.0002209327358286,0.6159537434577942,0.0026133724022656,0.0249045044183731,2.381517106186948e-06,5.211200914345682e-05,14,Non-governmental organizations,Mr. Mark Lutes,Gland,Switzerland,Constituency - Environmental CAN,ENGO
1068,Wageningen University,6.038570518285269e-06,1.4834002968200366e-06,1.5138834896788469e-06,0.2569062113761902,1.1543323125806635e-05,2.183610831707483e-06,0.0348896607756614,0.0017308084061369,0.3470692634582519,6.241905794013292e-05,0.0231072846800088,6.2070357671473175e-06,0.1659639775753021,0.0081556979566812,0.0011472055921331,0.1609047949314117,1.471399059482792e-06,3.219686186639592e-05,9,Non-governmental organizations,Mr. Martin Herold,Wageningen,Netherlands,Constituency - Research and independent,RINGO
1069,Washington University,8.467351108265575e-06,2.080040530927363e-06,2.1227842808002606e-06,0.1711147129535675,1.6186175344046205e-05,3.0618834898632485e-06,4.39034920418635e-05,0.0119013451039791,0.4553456008434295,0.0208279807120561,4.669059126172215e-05,8.70357507665176e-06,0.0001826484076445,0.3230624198913574,0.00018380342226,0.017203077673912,2.0632121504604584e-06,4.5146669435780495e-05,9,Non-governmental organizations,Ms. Meghan Chapple,Washington,United States of America,Constituency - ENGO,ENGO
1070,Water Safety Initiative Foundation,1.5119906493055169e-05,3.7142688142921534e-06,3.7905952012806665e-06,0.1391177028417587,2.890319228754379e-05,5.4675178944307845e-06,0.0053460183553397,0.0814700126647949,0.0040222825482487,0.123988464474678,0.0329611003398895,1.5541725588263944e-05,0.0003224258252885,0.3993974924087524,0.1768514961004257,0.0363661721348762,3.6842191093455767e-06,8.062454435275868e-05,14,Non-governmental organizations,Mr. Unyime Robinson,Uyo,Nigeria,Constituency - Environmental,ENGO
