name,entity_type
World Organization of the Scout Movement,Non-governmental organizations
World Resources Institute,Non-governmental organizations
World Steel Association,Non-governmental organizations
World Vision International,Non-governmental organizations
World Wind Energy Association,Non-governmental organizations
Worldwide Universities Network,Non-governmental organizations
"Wuppertal Institute for Climate, Environment and Energy",Non-governmental organizations
WWF,Non-governmental organizations
Yale Student Environmental Coalition,Non-governmental organizations
Yale University,Non-governmental organizations
York University,Non-governmental organizations
Young Energy Specialists - Development Cooperation,Non-governmental organizations
Young European Leadership,Non-governmental organizations
Young Power in Social Action,Non-governmental organizations
Youth Action Environmental Network Lower Saxony,Non-governmental organizations
Youth and Environment Europe,Non-governmental organizations
Youth Climate Lab,Non-governmental organizations
Youth Climate Movement NL,Non-governmental organizations
Youth Climate Report,Non-governmental organizations
Youth for Climate - Germany,Non-governmental organizations
Zerofootprint,Non-governmental organizations
Zhejiang Agriculture and Forestry University,Non-governmental organizations
ZOI Environment Network,Non-governmental organizations
Zonta International Committee,Non-governmental organizations
Zoological Society of London,Non-governmental organizations
Zurich University of Applied Sciences,Non-governmental organizations
